t,u1,u2
3.645e+02,1.991e+01,1.904e+01
3.650e+02,1.932e+01,1.940e+01
3.655e+02,1.941e+01,1.961e+01
3.660e+02,1.922e+01,2.045e+01
3.665e+02,2.072e+01,2.004e+01
3.670e+02,2.115e+01,2.006e+01
3.675e+02,2.109e+01,2.064e+01
3.680e+02,2.104e+01,2.041e+01
3.685e+02,2.070e+01,2.081e+01
3.690e+02,2.073e+01,2.052e+01
3.695e+02,2.030e+01,2.028e+01
3.700e+02,2.108e+01,2.037e+01
3.705e+02,2.113e+01,2.005e+01
3.710e+02,2.207e+01,1.989e+01
3.715e+02,2.154e+01,1.879e+01
3.720e+02,2.163e+01,2.002e+01
3.725e+02,2.201e+01,2.105e+01
3.730e+02,2.081e+01,2.028e+01
3.735e+02,2.032e+01,2.136e+01
3.740e+02,2.060e+01,2.170e+01
3.745e+02,2.105e+01,2.030e+01
3.750e+02,2.149e+01,2.062e+01
3.755e+02,2.226e+01,2.059e+01
3.760e+02,2.247e+01,2.120e+01
3.765e+02,2.188e+01,2.146e+01
3.770e+02,2.137e+01,2.096e+01
3.775e+02,2.171e+01,2.122e+01
3.780e+02,1.983e+01,2.081e+01
3.785e+02,1.960e+01,2.111e+01
3.790e+02,2.025e+01,2.102e+01
3.795e+02,2.034e+01,2.082e+01
3.800e+02,2.041e+01,2.061e+01
3.805e+02,2.038e+01,2.050e+01
3.810e+02,2.044e+01,2.028e+01
3.815e+02,2.088e+01,2.027e+01
3.820e+02,2.084e+01,2.002e+01
3.825e+02,2.122e+01,2.025e+01
3.830e+02,2.200e+01,2.001e+01
3.835e+02,2.089e+01,2.094e+01
3.840e+02,2.113e+01,2.071e+01
3.845e+02,2.067e+01,2.020e+01
3.850e+02,2.036e+01,2.120e+01
3.855e+02,2.016e+01,2.070e+01
3.860e+02,2.006e+01,1.997e+01
3.865e+02,2.028e+01,1.985e+01
3.870e+02,2.022e+01,1.894e+01
3.875e+02,1.971e+01,1.886e+01
3.880e+02,1.962e+01,1.924e+01
3.885e+02,1.946e+01,1.970e+01
3.890e+02,1.932e+01,1.998e+01
3.895e+02,1.941e+01,1.990e+01
3.900e+02,1.954e+01,1.976e+01
3.905e+02,1.926e+01,2.020e+01
3.910e+02,1.874e+01,2.041e+01
3.915e+02,1.880e+01,2.008e+01
3.920e+02,1.927e+01,2.029e+01
3.925e+02,1.964e+01,2.004e+01
3.930e+02,1.923e+01,2.018e+01
3.935e+02,1.864e+01,1.999e+01
3.940e+02,1.974e+01,2.005e+01
3.945e+02,2.017e+01,2.059e+01
3.950e+02,1.997e+01,2.019e+01
3.955e+02,1.910e+01,1.937e+01
3.960e+02,1.868e+01,1.849e+01
3.965e+02,1.901e+01,1.921e+01
3.970e+02,1.914e+01,1.914e+01
3.975e+02,1.868e+01,1.914e+01
3.980e+02,1.945e+01,1.898e+01
3.985e+02,1.951e+01,1.916e+01
3.990e+02,1.957e+01,1.909e+01
3.995e+02,1.916e+01,1.850e+01
4.000e+02,1.879e+01,1.907e+01
4.005e+02,1.863e+01,1.850e+01
4.010e+02,1.880e+01,1.864e+01
4.015e+02,1.861e+01,1.868e+01
4.020e+02,1.857e+01,1.773e+01
4.025e+02,1.866e+01,1.876e+01
4.030e+02,1.825e+01,1.947e+01
4.035e+02,1.853e+01,1.933e+01
4.040e+02,1.867e+01,1.944e+01
4.045e+02,1.944e+01,1.968e+01
4.050e+02,1.901e+01,1.865e+01
4.055e+02,1.926e+01,1.876e+01
4.060e+02,1.909e+01,1.945e+01
4.065e+02,1.908e+01,2.012e+01
4.070e+02,1.886e+01,1.904e+01
4.075e+02,1.906e+01,2.028e+01
4.080e+02,1.950e+01,2.054e+01
4.085e+02,1.933e+01,1.945e+01
4.090e+02,1.959e+01,1.743e+01
4.095e+02,1.965e+01,1.883e+01
4.100e+02,1.914e+01,1.964e+01
4.105e+02,2.013e+01,2.055e+01
4.110e+02,2.098e+01,2.100e+01
4.115e+02,2.114e+01,2.022e+01
4.120e+02,2.051e+01,2.051e+01
4.125e+02,1.998e+01,2.008e+01
4.130e+02,2.038e+01,2.105e+01
4.135e+02,1.964e+01,2.104e+01
4.140e+02,1.964e+01,2.103e+01
4.145e+02,2.040e+01,2.053e+01
4.150e+02,2.025e+01,2.042e+01
4.155e+02,2.076e+01,2.031e+01
4.160e+02,2.059e+01,2.013e+01
4.165e+02,2.174e+01,2.069e+01
4.170e+02,2.208e+01,2.035e+01
4.175e+02,2.203e+01,1.933e+01
4.180e+02,2.225e+01,1.915e+01
4.185e+02,2.215e+01,1.996e+01
4.190e+02,2.215e+01,2.014e+01
4.195e+02,2.132e+01,2.079e+01
4.200e+02,2.096e+01,2.048e+01
4.205e+02,2.107e+01,2.013e+01
4.210e+02,2.167e+01,1.939e+01
4.215e+02,2.067e+01,1.957e+01
4.220e+02,2.082e+01,2.108e+01
4.225e+02,2.051e+01,1.998e+01
4.230e+02,2.048e+01,2.017e+01
4.235e+02,2.124e+01,2.018e+01
4.240e+02,2.072e+01,1.997e+01
4.245e+02,2.116e+01,2.022e+01
4.250e+02,2.191e+01,1.996e+01
4.255e+02,2.143e+01,2.089e+01
4.260e+02,2.189e+01,2.170e+01
4.265e+02,2.140e+01,2.165e+01
4.270e+02,2.172e+01,2.139e+01
4.275e+02,2.216e+01,2.140e+01
4.280e+02,2.182e+01,2.164e+01
4.285e+02,2.123e+01,2.168e+01
4.290e+02,2.192e+01,2.185e+01
4.295e+02,2.185e+01,2.148e+01
4.300e+02,2.149e+01,2.197e+01
4.305e+02,2.147e+01,2.200e+01
4.310e+02,2.151e+01,2.169e+01
4.315e+02,2.135e+01,2.166e+01
4.320e+02,2.123e+01,2.090e+01
4.325e+02,2.120e+01,2.111e+01
4.330e+02,2.093e+01,2.117e+01
4.335e+02,2.108e+01,2.133e+01
4.340e+02,2.133e+01,2.133e+01
4.345e+02,2.159e+01,2.116e+01
4.350e+02,2.127e+01,2.187e+01
4.355e+02,2.090e+01,2.224e+01
4.360e+02,2.104e+01,2.150e+01
4.365e+02,2.125e+01,2.101e+01
4.370e+02,2.175e+01,2.167e+01
4.375e+02,2.184e+01,2.180e+01
4.380e+02,2.147e+01,2.207e+01
4.385e+02,2.186e+01,2.155e+01
4.390e+02,2.188e+01,2.162e+01
4.395e+02,2.124e+01,2.102e+01
4.400e+02,2.127e+01,2.070e+01
4.405e+02,2.135e+01,2.094e+01
4.410e+02,2.160e+01,2.002e+01
4.415e+02,2.132e+01,1.977e+01
4.420e+02,2.117e+01,2.134e+01
4.425e+02,2.134e+01,2.197e+01
4.430e+02,2.132e+01,2.243e+01
4.435e+02,2.136e+01,2.178e+01
4.440e+02,2.093e+01,2.179e+01
4.445e+02,2.168e+01,2.247e+01
4.450e+02,2.129e+01,2.158e+01
4.455e+02,2.112e+01,2.114e+01
4.460e+02,2.199e+01,2.042e+01
4.465e+02,2.190e+01,2.090e+01
4.470e+02,2.259e+01,2.076e+01
4.475e+02,2.172e+01,2.045e+01
4.480e+02,2.075e+01,2.062e+01
4.485e+02,2.085e+01,2.092e+01
4.490e+02,2.091e+01,2.054e+01
4.495e+02,2.055e+01,2.150e+01
4.500e+02,2.051e+01,2.183e+01
4.505e+02,2.037e+01,2.185e+01
4.510e+02,1.992e+01,2.175e+01
4.515e+02,2.008e+01,2.163e+01
4.520e+02,2.052e+01,2.122e+01
4.525e+02,2.035e+01,2.066e+01
4.530e+02,2.038e+01,2.055e+01
4.535e+02,2.034e+01,2.128e+01
4.540e+02,2.014e+01,2.098e+01
4.545e+02,2.003e+01,2.112e+01
4.550e+02,2.025e+01,2.034e+01
4.555e+02,2.020e+01,2.006e+01
4.560e+02,1.970e+01,2.063e+01
4.565e+02,2.000e+01,2.120e+01
4.570e+02,2.109e+01,2.111e+01
4.575e+02,2.185e+01,2.050e+01
4.580e+02,2.118e+01,1.987e+01
4.585e+02,2.039e+01,1.902e+01
4.590e+02,2.012e+01,2.030e+01
4.595e+02,2.053e+01,2.038e+01
4.600e+02,2.076e+01,2.008e+01
4.605e+02,2.043e+01,2.068e+01
4.610e+02,1.996e+01,2.170e+01
4.615e+02,2.070e+01,2.155e+01
4.620e+02,2.077e+01,2.198e+01
4.625e+02,2.098e+01,2.188e+01
4.630e+02,2.117e+01,2.182e+01
4.635e+02,2.131e+01,2.102e+01
4.640e+02,2.185e+01,2.083e+01
4.645e+02,2.084e+01,2.052e+01
4.650e+02,2.060e+01,1.967e+01
4.655e+02,2.066e+01,1.988e+01
4.660e+02,2.114e+01,1.987e+01
4.665e+02,2.074e+01,1.964e+01
4.670e+02,1.823e+01,1.962e+01
4.675e+02,1.905e+01,1.981e+01
4.680e+02,2.002e+01,1.901e+01
4.685e+02,1.971e+01,1.996e+01
4.690e+02,1.929e+01,1.974e+01
4.695e+02,1.846e+01,1.900e+01
4.700e+02,1.756e+01,1.999e+01
4.705e+02,1.728e+01,2.068e+01
4.710e+02,1.843e+01,1.995e+01
4.715e+02,1.786e+01,1.943e+01
4.720e+02,1.877e+01,1.985e+01
4.725e+02,1.857e+01,2.009e+01
4.730e+02,1.923e+01,1.933e+01
4.735e+02,1.872e+01,1.866e+01
4.740e+02,1.950e+01,1.885e+01
4.745e+02,2.011e+01,1.852e+01
4.750e+02,1.973e+01,1.895e+01
4.755e+02,2.046e+01,1.923e+01
4.760e+02,2.078e+01,2.055e+01
4.765e+02,2.191e+01,2.034e+01
4.770e+02,2.127e+01,2.039e+01
4.775e+02,2.127e+01,2.042e+01
4.780e+02,2.200e+01,2.172e+01
4.785e+02,2.176e+01,2.255e+01
4.790e+02,2.065e+01,2.246e+01
4.795e+02,2.036e+01,2.274e+01
4.800e+02,2.106e+01,2.124e+01
4.805e+02,2.143e+01,2.117e+01
4.810e+02,2.093e+01,2.103e+01
4.815e+02,2.070e+01,2.122e+01
4.820e+02,2.127e+01,2.142e+01
4.825e+02,2.172e+01,2.140e+01
4.830e+02,2.142e+01,2.074e+01
4.835e+02,2.132e+01,2.022e+01
4.840e+02,2.043e+01,1.998e+01
4.845e+02,2.031e+01,2.104e+01
4.850e+02,2.217e+01,2.172e+01
4.855e+02,2.159e+01,2.201e+01
4.860e+02,2.062e+01,2.197e+01
4.865e+02,2.019e+01,2.159e+01
4.870e+02,2.193e+01,2.042e+01
4.875e+02,2.234e+01,2.084e+01
4.880e+02,2.177e+01,2.085e+01
4.885e+02,2.148e+01,2.089e+01
4.890e+02,2.106e+01,2.150e+01
4.895e+02,2.152e+01,2.069e+01
4.900e+02,2.036e+01,2.079e+01
4.905e+02,1.946e+01,2.042e+01
4.910e+02,1.916e+01,2.021e+01
4.915e+02,1.943e+01,2.139e+01
4.920e+02,1.974e+01,2.022e+01
4.925e+02,1.997e+01,1.959e+01
4.930e+02,1.947e+01,1.915e+01
4.935e+02,1.865e+01,1.909e+01
4.940e+02,1.850e+01,1.964e+01
4.945e+02,1.913e+01,1.878e+01
4.950e+02,1.914e+01,1.879e+01
4.955e+02,1.809e+01,1.934e+01
4.960e+02,1.881e+01,1.909e+01
4.965e+02,1.887e+01,1.958e+01
4.970e+02,1.851e+01,1.889e+01
4.975e+02,1.817e+01,1.969e+01
4.980e+02,1.823e+01,1.876e+01
4.985e+02,1.950e+01,1.775e+01
4.990e+02,1.976e+01,1.826e+01
4.995e+02,1.873e+01,1.842e+01
5.000e+02,1.969e+01,1.873e+01
5.005e+02,2.056e+01,1.932e+01
5.010e+02,2.101e+01,1.895e+01
5.015e+02,2.130e+01,2.023e+01
5.020e+02,2.062e+01,2.221e+01
5.025e+02,2.114e+01,2.230e+01
5.030e+02,2.155e+01,2.212e+01
5.035e+02,2.080e+01,2.290e+01
5.040e+02,2.105e+01,2.280e+01
5.045e+02,2.138e+01,2.205e+01
5.050e+02,2.113e+01,2.225e+01
5.055e+02,2.266e+01,2.342e+01
5.060e+02,2.295e+01,2.252e+01
5.065e+02,2.213e+01,2.190e+01
5.070e+02,2.182e+01,2.210e+01
5.075e+02,2.145e+01,2.189e+01
5.080e+02,2.178e+01,2.094e+01
5.085e+02,2.246e+01,1.962e+01
5.090e+02,2.192e+01,2.005e+01
5.095e+02,2.179e+01,2.025e+01
5.100e+02,2.183e+01,2.045e+01
5.105e+02,2.092e+01,2.085e+01
5.110e+02,2.148e+01,2.139e+01
5.115e+02,2.124e+01,2.220e+01
5.120e+02,2.030e+01,2.302e+01
5.125e+02,1.993e+01,2.235e+01
5.130e+02,2.067e+01,2.189e+01
5.135e+02,2.034e+01,2.119e+01
5.140e+02,2.097e+01,2.178e+01
5.145e+02,2.150e+01,2.126e+01
5.150e+02,2.158e+01,2.129e+01
5.155e+02,2.108e+01,2.222e+01
5.160e+02,2.167e+01,2.187e+01
5.165e+02,2.223e+01,2.227e+01
5.170e+02,2.205e+01,2.255e+01
5.175e+02,2.148e+01,2.260e+01
5.180e+02,2.117e+01,2.100e+01
5.185e+02,2.109e+01,2.056e+01
5.190e+02,2.113e+01,2.114e+01
5.195e+02,2.096e+01,2.105e+01
5.200e+02,2.126e+01,2.100e+01
5.205e+02,2.061e+01,2.142e+01
5.210e+02,1.993e+01,2.135e+01
5.215e+02,2.041e+01,2.112e+01
5.220e+02,2.004e+01,2.048e+01
5.225e+02,2.044e+01,2.004e+01
5.230e+02,2.012e+01,2.016e+01
5.235e+02,1.858e+01,2.026e+01
5.240e+02,1.932e+01,2.004e+01
5.245e+02,1.984e+01,2.075e+01
5.250e+02,1.982e+01,2.094e+01
5.255e+02,1.999e+01,2.045e+01
5.260e+02,2.061e+01,2.006e+01
5.265e+02,2.085e+01,2.018e+01
5.270e+02,2.094e+01,1.978e+01
5.275e+02,2.096e+01,1.958e+01
5.280e+02,2.061e+01,1.980e+01
5.285e+02,2.019e+01,2.004e+01
5.290e+02,2.007e+01,1.968e+01
5.295e+02,1.989e+01,2.006e+01
5.300e+02,1.980e+01,2.058e+01
5.305e+02,1.973e+01,2.081e+01
5.310e+02,1.959e+01,2.063e+01
5.315e+02,1.956e+01,2.060e+01
5.320e+02,1.998e+01,2.106e+01
5.325e+02,2.058e+01,2.116e+01
5.330e+02,2.042e+01,2.076e+01
5.335e+02,2.082e+01,2.177e+01
5.340e+02,2.144e+01,2.181e+01
5.345e+02,2.098e+01,2.166e+01
5.350e+02,2.120e+01,2.153e+01
5.355e+02,2.120e+01,2.249e+01
5.360e+02,2.058e+01,2.244e+01
5.365e+02,2.067e+01,2.231e+01
5.370e+02,2.082e+01,2.197e+01
5.375e+02,2.075e+01,2.222e+01
5.380e+02,2.077e+01,2.143e+01
5.385e+02,2.045e+01,2.130e+01
5.390e+02,2.011e+01,2.115e+01
5.395e+02,1.959e+01,2.072e+01
5.400e+02,1.961e+01,2.098e+01
5.405e+02,1.998e+01,2.109e+01
5.410e+02,1.950e+01,2.062e+01
5.415e+02,1.968e+01,2.004e+01
5.420e+02,1.988e+01,1.974e+01
5.425e+02,1.963e+01,1.968e+01
5.430e+02,1.955e+01,1.898e+01
5.435e+02,1.920e+01,1.893e+01
5.440e+02,1.892e+01,1.885e+01
5.445e+02,1.982e+01,1.830e+01
5.450e+02,1.926e+01,1.952e+01
5.455e+02,1.918e+01,1.898e+01
5.460e+02,1.956e+01,1.767e+01
5.465e+02,1.896e+01,1.760e+01
5.470e+02,1.862e+01,1.776e+01
5.475e+02,1.810e+01,1.935e+01
5.480e+02,1.782e+01,1.886e+01
5.485e+02,1.749e+01,1.812e+01
5.490e+02,1.693e+01,1.836e+01
5.495e+02,1.758e+01,1.836e+01
5.500e+02,1.796e+01,1.857e+01
5.505e+02,1.751e+01,1.947e+01
5.510e+02,1.705e+01,1.882e+01
5.515e+02,1.639e+01,1.866e+01
5.520e+02,1.731e+01,1.853e+01
5.525e+02,1.735e+01,1.817e+01
5.530e+02,1.707e+01,1.822e+01
5.535e+02,1.754e+01,1.839e+01
5.540e+02,1.808e+01,1.941e+01
5.545e+02,1.870e+01,2.022e+01
5.550e+02,1.866e+01,2.092e+01
5.555e+02,1.889e+01,2.006e+01
5.560e+02,1.889e+01,1.959e+01
5.565e+02,1.821e+01,1.923e+01
5.570e+02,1.775e+01,1.961e+01
5.575e+02,1.782e+01,1.877e+01
5.580e+02,1.724e+01,1.898e+01
5.585e+02,1.734e+01,1.930e+01
5.590e+02,1.759e+01,1.956e+01
5.595e+02,1.848e+01,1.996e+01
5.600e+02,1.870e+01,1.980e+01
5.605e+02,1.857e+01,2.032e+01
5.610e+02,1.885e+01,1.981e+01
5.615e+02,1.883e+01,1.930e+01
5.620e+02,1.865e+01,1.988e+01
5.625e+02,1.855e+01,2.017e+01
5.630e+02,1.870e+01,2.077e+01
5.635e+02,1.862e+01,2.027e+01
5.640e+02,1.819e+01,1.984e+01
5.645e+02,1.849e+01,2.041e+01
5.650e+02,1.883e+01,2.030e+01
5.655e+02,1.946e+01,2.055e+01
5.660e+02,1.994e+01,1.976e+01
5.665e+02,2.051e+01,1.893e+01
5.670e+02,1.912e+01,1.882e+01
5.675e+02,1.948e+01,1.959e+01
5.680e+02,1.926e+01,1.839e+01
5.685e+02,1.843e+01,1.839e+01
5.690e+02,1.830e+01,1.807e+01
5.695e+02,1.811e+01,1.758e+01
5.700e+02,1.827e+01,1.777e+01
5.705e+02,1.794e+01,1.697e+01
5.710e+02,1.718e+01,1.749e+01
5.715e+02,1.704e+01,1.870e+01
5.720e+02,1.769e+01,1.871e+01
5.725e+02,1.761e+01,1.875e+01
5.730e+02,1.783e+01,1.850e+01
5.735e+02,1.834e+01,1.939e+01
5.740e+02,1.915e+01,1.994e+01
5.745e+02,1.871e+01,2.020e+01
5.750e+02,1.913e+01,1.967e+01
5.755e+02,1.909e+01,2.001e+01
5.760e+02,1.920e+01,2.015e+01
5.765e+02,1.896e+01,1.949e+01
5.770e+02,1.852e+01,1.909e+01
5.775e+02,1.882e+01,1.980e+01
5.780e+02,1.891e+01,1.982e+01
5.785e+02,1.916e+01,1.894e+01
5.790e+02,1.915e+01,1.975e+01
5.795e+02,2.012e+01,2.059e+01
5.800e+02,1.972e+01,2.073e+01
5.805e+02,1.936e+01,2.145e+01
5.810e+02,1.894e+01,2.260e+01
5.815e+02,1.907e+01,2.234e+01
5.820e+02,1.864e+01,2.249e+01
5.825e+02,1.861e+01,2.206e+01
5.830e+02,2.027e+01,2.139e+01
5.835e+02,2.006e+01,2.230e+01
5.840e+02,1.948e+01,2.200e+01
5.845e+02,2.076e+01,2.226e+01
5.850e+02,2.175e+01,2.234e+01
5.855e+02,2.233e+01,2.294e+01
5.860e+02,2.257e+01,2.298e+01
5.865e+02,2.282e+01,2.314e+01
5.870e+02,2.212e+01,2.259e+01
5.875e+02,2.179e+01,2.221e+01
5.880e+02,2.141e+01,2.261e+01
5.885e+02,2.170e+01,2.259e+01
5.890e+02,2.208e+01,2.282e+01
5.895e+02,2.214e+01,2.298e+01
5.900e+02,2.226e+01,2.317e+01
5.905e+02,2.186e+01,2.277e+01
5.910e+02,2.239e+01,2.285e+01
5.915e+02,2.244e+01,2.359e+01
5.920e+02,2.203e+01,2.377e+01
5.925e+02,2.259e+01,2.363e+01
5.930e+02,2.227e+01,2.303e+01
5.935e+02,2.166e+01,2.303e+01
5.940e+02,2.164e+01,2.329e+01
5.945e+02,2.260e+01,2.298e+01
5.950e+02,2.203e+01,2.327e+01
5.955e+02,2.186e+01,2.287e+01
5.960e+02,2.247e+01,2.271e+01
5.965e+02,2.187e+01,2.252e+01
5.970e+02,2.147e+01,2.226e+01
5.975e+02,2.189e+01,2.231e+01
5.980e+02,2.231e+01,2.252e+01
5.985e+02,2.258e+01,2.325e+01
5.990e+02,2.227e+01,2.312e+01
5.995e+02,2.230e+01,2.335e+01
6.000e+02,2.254e+01,2.324e+01
