t,w1,w2,w3
981.700000,0.002857,-0.056127,-0.011763
981.750000,0.000062,-0.050149,0.001251
981.800000,0.000438,-0.049056,0.006310
981.850000,0.003079,-0.047294,0.006318
981.900000,0.005430,-0.040952,0.008085
981.950000,0.007039,-0.031730,0.014394
982.000000,0.010728,-0.024468,0.019570
982.050000,0.018501,-0.021835,0.014322
982.100000,0.025921,-0.021449,-0.004278
982.150000,0.023610,-0.018720,-0.028657
982.200000,0.007184,-0.013087,-0.047382
982.250000,-0.016298,-0.011526,-0.055594
982.300000,-0.035449,-0.024340,-0.058144
982.350000,-0.046657,-0.054570,-0.062021
982.400000,-0.055314,-0.091941,-0.067575
982.450000,-0.066261,-0.120586,-0.069327
982.500000,-0.077966,-0.132499,-0.063791
982.550000,-0.086929,-0.131453,-0.053684
982.600000,-0.093023,-0.125769,-0.044459
982.650000,-0.097963,-0.120006,-0.038749
982.700000,-0.101751,-0.113149,-0.035089
982.750000,-0.103447,-0.102503,-0.030797
982.800000,-0.103993,-0.087623,-0.024612
982.850000,-0.105651,-0.070395,-0.016625
982.900000,-0.108506,-0.052690,-0.007290
982.950000,-0.109637,-0.034847,0.002411
983.000000,-0.106810,-0.015706,0.010645
983.050000,-0.100857,0.006400,0.015868
983.100000,-0.092186,0.031629,0.018191
983.150000,-0.077053,0.056963,0.018898
983.200000,-0.051273,0.077842,0.018875
983.250000,-0.017953,0.092217,0.018356
983.300000,0.011930,0.101883,0.017980
983.350000,0.028729,0.109592,0.018572
983.400000,0.032635,0.116310,0.019134
983.450000,0.032446,0.121833,0.016385
983.500000,0.036609,0.126341,0.008067
983.550000,0.045187,0.129681,-0.002968
983.600000,0.050367,0.129634,-0.008037
983.650000,0.046276,0.122910,0.002824
983.700000,0.037888,0.109823,0.031805
983.750000,0.036460,0.096229,0.068269
983.800000,0.045456,0.087116,0.096534
983.850000,0.055424,0.079533,0.109395
983.900000,0.055041,0.066262,0.112440
983.950000,0.044373,0.046132,0.115728
984.000000,0.034540,0.026474,0.123008
984.050000,0.035367,0.014937,0.129546
984.100000,0.046500,0.012123,0.128777
984.150000,0.061242,0.012199,0.118867
984.200000,0.075618,0.007666,0.103188
984.250000,0.091564,-0.005772,0.086824
984.300000,0.112763,-0.024568,0.073053
984.350000,0.138790,-0.037238,0.061304
984.400000,0.162963,-0.033766,0.047972
984.450000,0.176219,-0.015967,0.030421
984.500000,0.174395,0.004910,0.010544
984.550000,0.161364,0.020458,-0.006543
984.600000,0.144135,0.031003,-0.018610
984.650000,0.125263,0.039887,-0.031209
984.700000,0.100725,0.047841,-0.053915
984.750000,0.065750,0.054648,-0.089120
984.800000,0.023095,0.060275,-0.126017
984.850000,-0.015390,0.060745,-0.149842
984.900000,-0.037808,0.047595,-0.156387
984.950000,-0.043191,0.016233,-0.152215
985.000000,-0.041435,-0.026179,-0.142644
985.050000,-0.042436,-0.064757,-0.127456
985.100000,-0.047270,-0.089779,-0.108625
985.150000,-0.050241,-0.103525,-0.093447
985.200000,-0.047757,-0.113735,-0.085508
985.250000,-0.043329,-0.123189,-0.078620
985.300000,-0.043388,-0.128528,-0.064645
985.350000,-0.050137,-0.128741,-0.043466
985.400000,-0.060787,-0.130390,-0.021398
985.450000,-0.072504,-0.140196,-0.002518
985.500000,-0.084509,-0.154562,0.015007
985.550000,-0.095180,-0.161764,0.034753
985.600000,-0.101251,-0.154639,0.056406
985.650000,-0.101666,-0.137896,0.075293
985.700000,-0.099682,-0.121497,0.087552
985.750000,-0.099314,-0.108340,0.094339
985.800000,-0.100799,-0.092096,0.099323
985.850000,-0.101047,-0.067420,0.103129
985.900000,-0.098369,-0.036929,0.102108
985.950000,-0.096124,-0.006566,0.092269
986.000000,-0.101814,0.021018,0.073847
986.050000,-0.120833,0.046683,0.052476
986.100000,-0.148580,0.071383,0.035285
986.150000,-0.169970,0.093599,0.024495
986.200000,-0.170146,0.109974,0.015576
986.250000,-0.146827,0.119170,0.002711
986.300000,-0.111388,0.124181,-0.014963
986.350000,-0.077928,0.129012,-0.032742
986.400000,-0.051398,0.133689,-0.044538
986.450000,-0.025171,0.134470,-0.046878
986.500000,0.010346,0.129042,-0.039683
986.550000,0.055814,0.120350,-0.024941
986.600000,0.100224,0.115015,-0.005732
986.650000,0.131289,0.117780,0.014445
986.700000,0.146965,0.126088,0.033101
986.750000,0.155494,0.130369,0.049365
986.800000,0.165680,0.122395,0.062105
986.850000,0.178103,0.103644,0.068509
986.900000,0.185408,0.083675,0.066924
986.950000,0.181415,0.070584,0.060707
987.000000,0.169218,0.064106,0.056372
987.050000,0.158570,0.057696,0.056911
987.100000,0.156564,0.046087,0.058992
987.150000,0.162948,0.029872,0.058161
987.200000,0.172764,0.013257,0.054392
987.250000,0.180466,-0.000287,0.049995
987.300000,0.181870,-0.008946,0.044351
987.350000,0.175256,-0.011234,0.035294
987.400000,0.162266,-0.007111,0.024740
987.450000,0.146676,-0.001497,0.017899
987.500000,0.130462,-0.003746,0.016473
987.550000,0.110683,-0.020024,0.016039
987.600000,0.081461,-0.046298,0.011682
987.650000,0.039981,-0.071489,0.004426
987.700000,-0.009855,-0.088092,-0.000488
987.750000,-0.059597,-0.097648,-0.000862
987.800000,-0.101432,-0.105469,-0.000329
987.850000,-0.132537,-0.113118,-0.004157
987.900000,-0.156472,-0.118152,-0.014272
987.950000,-0.179508,-0.119158,-0.028302
988.000000,-0.203466,-0.117997,-0.041702
988.050000,-0.223315,-0.117069,-0.050681
988.100000,-0.232654,-0.116296,-0.054778
988.150000,-0.229345,-0.113965,-0.056870
988.200000,-0.215166,-0.109633,-0.059792
988.250000,-0.192636,-0.104522,-0.063377
988.300000,-0.164190,-0.099338,-0.065072
988.350000,-0.133504,-0.092824,-0.062178
988.400000,-0.105831,-0.081980,-0.053640
988.450000,-0.086063,-0.063343,-0.040942
988.500000,-0.075779,-0.035719,-0.026904
988.550000,-0.071269,-0.003312,-0.013641
988.600000,-0.064721,0.025481,-0.002380
988.650000,-0.049910,0.045170,0.006002
988.700000,-0.028384,0.058161,0.011328
988.750000,-0.008701,0.070366,0.013155
988.800000,0.001528,0.082661,0.008397
988.850000,0.001984,0.088908,-0.006468
988.900000,-0.001605,0.082945,-0.029007
988.950000,-0.003139,0.065688,-0.050261
989.000000,-0.000062,0.043047,-0.062618
989.050000,0.006966,0.019244,-0.066247
989.100000,0.016605,-0.002964,-0.066609
989.150000,0.028348,-0.017528,-0.067836
989.200000,0.042304,-0.017556,-0.070657
989.250000,0.058670,-0.003938,-0.074495
989.300000,0.077397,0.013070,-0.076979
989.350000,0.097390,0.023648,-0.071781
989.400000,0.115611,0.027179,-0.053168
989.450000,0.127337,0.028954,-0.025564
989.500000,0.128325,0.032186,-0.003260
989.550000,0.118431,0.036348,0.005121
989.600000,0.103547,0.039897,0.009304
989.650000,0.091662,0.042020,0.028459
989.700000,0.085609,0.043622,0.069338
989.750000,0.081434,0.047750,0.117752
989.800000,0.073886,0.057092,0.153227
989.850000,0.061521,0.069957,0.168108
989.900000,0.046480,0.080453,0.170076
989.950000,0.031131,0.084034,0.169440
990.000000,0.016145,0.081601,0.167527
990.050000,0.001000,0.077275,0.156968
990.100000,-0.015278,0.073234,0.131213
990.150000,-0.034414,0.067330,0.093071
990.200000,-0.058668,0.055069,0.053625
990.250000,-0.088101,0.033192,0.022220
990.300000,-0.117057,0.001998,-0.000854
990.350000,-0.134203,-0.034075,-0.019891
990.400000,-0.128940,-0.067395,-0.035054
990.450000,-0.101675,-0.090600,-0.042974
990.500000,-0.066912,-0.101762,-0.044174
990.550000,-0.041090,-0.105337,-0.043429
990.600000,-0.027274,-0.106734,-0.041414
990.650000,-0.016315,-0.107777,-0.031736
990.700000,-0.002099,-0.107521,-0.011662
990.750000,0.011492,-0.104486,0.006991
990.800000,0.019948,-0.096871,0.006840
990.850000,0.026333,-0.082620,-0.013361
990.900000,0.035556,-0.061386,-0.034976
990.950000,0.045118,-0.036410,-0.039594
991.000000,0.047207,-0.013376,-0.025764
991.050000,0.039524,0.003581,-0.006546
991.100000,0.029436,0.016120,0.002643
991.150000,0.025217,0.031847,-0.005988
991.200000,0.026241,0.056254,-0.028678
991.250000,0.025513,0.082074,-0.053336
991.300000,0.020722,0.092328,-0.068533
991.350000,0.018438,0.079753,-0.071344
991.400000,0.025862,0.057092,-0.066950
991.450000,0.041327,0.040776,-0.061676
991.500000,0.055861,0.031729,-0.057407
991.550000,0.062965,0.020528,-0.052046
991.600000,0.064183,0.004769,-0.044045
991.650000,0.065803,-0.007965,-0.036172
991.700000,0.071853,-0.012215,-0.034133
991.750000,0.079281,-0.011878,-0.040147
991.800000,0.079077,-0.013801,-0.048791
991.850000,0.064062,-0.018750,-0.051266
991.900000,0.036743,-0.021786,-0.043927
991.950000,0.007526,-0.020198,-0.032106
992.000000,-0.015663,-0.017680,-0.024715
992.050000,-0.033977,-0.018781,-0.024044
992.100000,-0.053621,-0.021142,-0.023065
992.150000,-0.077738,-0.017931,-0.014757
992.200000,-0.104118,-0.009405,-0.000525
992.250000,-0.129849,-0.007552,0.013014
992.300000,-0.155643,-0.024112,0.021835
992.350000,-0.183772,-0.054810,0.026016
992.400000,-0.211952,-0.080717,0.026200
992.450000,-0.231571,-0.086232,0.022524
992.500000,-0.234463,-0.071479,0.017083
992.550000,-0.221400,-0.046615,0.014468
992.600000,-0.201276,-0.019219,0.018159
992.650000,-0.181402,0.009711,0.027419
992.700000,-0.161428,0.040612,0.038828
992.750000,-0.136555,0.070830,0.049942
992.800000,-0.102812,0.095684,0.060426
992.850000,-0.058944,0.112056,0.070823
992.900000,-0.007013,0.120687,0.081892
992.950000,0.047336,0.125712,0.094137
993.000000,0.097240,0.130867,0.106768
993.050000,0.138735,0.135466,0.117847
993.100000,0.172279,0.135596,0.125448
993.150000,0.199761,0.129360,0.128277
993.200000,0.220025,0.118803,0.126368
993.250000,0.228118,0.106287,0.122003
993.300000,0.220216,0.090859,0.118202
993.350000,0.199377,0.069738,0.114468
993.400000,0.174745,0.043169,0.105410
993.450000,0.154138,0.016315,0.085706
993.500000,0.138574,-0.004832,0.056015
993.550000,0.124273,-0.019380,0.022821
993.600000,0.107921,-0.032302,-0.007736
993.650000,0.088786,-0.048204,-0.035073
993.700000,0.067173,-0.064794,-0.061943
993.750000,0.043181,-0.074449,-0.088086
993.800000,0.017643,-0.073447,-0.108786
993.850000,-0.007500,-0.068282,-0.119000
993.900000,-0.031436,-0.069735,-0.116720
993.950000,-0.055351,-0.079943,-0.103386
994.000000,-0.078435,-0.088971,-0.083390
994.050000,-0.094463,-0.086362,-0.063312
994.100000,-0.095832,-0.072478,-0.049172
994.150000,-0.081476,-0.055578,-0.042208
994.200000,-0.059346,-0.040494,-0.038428
994.250000,-0.040650,-0.024478,-0.034036
994.300000,-0.031201,-0.004605,-0.030371
994.350000,-0.027880,0.014515,-0.032001
994.400000,-0.023724,0.023945,-0.040515
994.450000,-0.016841,0.020093,-0.051810
994.500000,-0.014007,0.007704,-0.059541
994.550000,-0.024603,-0.005968,-0.060483
994.600000,-0.050524,-0.017231,-0.057154
994.650000,-0.082557,-0.026598,-0.055491
994.700000,-0.107566,-0.035495,-0.058590
994.750000,-0.118936,-0.043711,-0.062555
994.800000,-0.120599,-0.049914,-0.060045
994.850000,-0.122102,-0.053374,-0.048094
994.900000,-0.127658,-0.054535,-0.031323
994.950000,-0.128246,-0.054274,-0.017162
995.000000,-0.108522,-0.052994,-0.008150
995.050000,-0.066058,-0.049992,0.000876
995.100000,-0.019840,-0.043555,0.017144
995.150000,0.006890,-0.032412,0.040647
995.200000,0.009176,-0.016978,0.061501
995.250000,0.000129,0.000900,0.068605
995.300000,-0.006856,0.018585,0.060122
995.350000,-0.009053,0.032853,0.043662
995.400000,-0.010757,0.040670,0.027538
995.450000,-0.015031,0.041239,0.013711
995.500000,-0.019894,0.037306,-0.001120
995.550000,-0.020573,0.033311,-0.018939
995.600000,-0.014628,0.031790,-0.036357
995.650000,-0.004019,0.031595,-0.047484
995.700000,0.007835,0.029416,-0.049590
995.750000,0.019021,0.023465,-0.044981
995.800000,0.029391,0.016291,-0.038089
995.850000,0.040135,0.013418,-0.031451
995.900000,0.052041,0.018092,-0.024567
995.950000,0.062438,0.027415,-0.016601
996.000000,0.066627,0.034689,-0.008308
996.050000,0.065323,0.035335,0.001236
996.100000,0.067378,0.029500,0.018013
996.150000,0.080379,0.020332,0.047625
996.200000,0.100202,0.012128,0.085120
996.250000,0.113977,0.009153,0.116160
996.300000,0.112857,0.013250,0.131580
996.350000,0.098529,0.021145,0.135742
996.400000,0.077240,0.024528,0.138028
996.450000,0.051421,0.014975,0.141487
996.500000,0.019737,-0.007607,0.143388
996.550000,-0.016302,-0.031460,0.142453
996.600000,-0.049781,-0.042379,0.139672
996.650000,-0.074358,-0.036857,0.133233
996.700000,-0.090206,-0.021880,0.118326
996.750000,-0.101270,-0.003514,0.093805
996.800000,-0.109250,0.018210,0.065886
996.850000,-0.113291,0.042957,0.042535
996.900000,-0.112508,0.064542,0.025500
996.950000,-0.105597,0.075619,0.010001
997.000000,-0.090744,0.075216,-0.008963
997.050000,-0.068588,0.067545,-0.031819
997.100000,-0.043337,0.054812,-0.055149
997.150000,-0.019633,0.035689,-0.075493
997.200000,0.000231,0.011317,-0.091896
997.250000,0.016413,-0.011716,-0.105911
997.300000,0.031085,-0.026916,-0.120172
997.350000,0.047623,-0.033792,-0.136392
997.400000,0.068237,-0.036417,-0.153954
997.450000,0.092110,-0.038314,-0.170034
997.500000,0.116488,-0.040561,-0.180454
997.550000,0.138538,-0.043230,-0.181130
997.600000,0.154988,-0.046408,-0.171645
997.650000,0.161454,-0.050011,-0.158661
997.700000,0.155470,-0.053370,-0.152354
997.750000,0.141092,-0.055015,-0.155513
997.800000,0.127152,-0.053487,-0.157946
997.850000,0.118298,-0.049312,-0.146127
997.900000,0.108442,-0.045673,-0.117515
997.950000,0.084915,-0.045560,-0.081977
998.000000,0.041074,-0.047859,-0.050350
998.050000,-0.014509,-0.047629,-0.025251
998.100000,-0.063965,-0.041688,-0.002925
998.150000,-0.097295,-0.034197,0.019830
998.200000,-0.120518,-0.034920,0.042961
998.250000,-0.145124,-0.049334,0.065519
998.300000,-0.173929,-0.071113,0.087643
998.350000,-0.200279,-0.087538,0.109480
998.400000,-0.217519,-0.091775,0.129717
998.450000,-0.224683,-0.087108,0.146532
998.500000,-0.224531,-0.080350,0.159576
998.550000,-0.220275,-0.074844,0.169730
998.600000,-0.213698,-0.069973,0.176409
998.650000,-0.202852,-0.063795,0.176374
998.700000,-0.181286,-0.054124,0.167023
998.750000,-0.143534,-0.037861,0.150665
998.800000,-0.093937,-0.011050,0.133366
998.850000,-0.046174,0.027775,0.118600
998.900000,-0.010742,0.073335,0.103408
998.950000,0.013654,0.115370,0.082195
999.000000,0.034906,0.146736,0.053818
999.050000,0.057575,0.168527,0.024204
999.100000,0.079729,0.186013,0.002067
999.150000,0.097083,0.201245,-0.008573
999.200000,0.108433,0.211587,-0.012408
999.250000,0.117708,0.214556,-0.018524
999.300000,0.130425,0.211840,-0.031695
999.350000,0.147210,0.207298,-0.049359
999.400000,0.162655,0.201357,-0.066429
999.450000,0.171728,0.188821,-0.080111
999.500000,0.174573,0.163721,-0.089804
999.550000,0.173740,0.126497,-0.095168
999.600000,0.170189,0.084847,-0.096168
999.650000,0.164663,0.046752,-0.093735
999.700000,0.160360,0.014626,-0.088227
999.750000,0.160075,-0.013313,-0.077646
999.800000,0.160765,-0.039048,-0.059111
999.850000,0.154303,-0.063147,-0.032426
999.900000,0.134489,-0.085264,-0.001471
999.950000,0.102442,-0.105452,0.028318
1000.000000,0.065277,-0.124726,0.053316
1000.050000,0.029607,-0.143151,0.072149
1000.100000,-0.003401,-0.157342,0.083954
1000.150000,-0.035824,-0.161587,0.088189
1000.200000,-0.067347,-0.153453,0.086417
1000.250000,-0.094856,-0.138291,0.082272
1000.300000,-0.117054,-0.125248,0.077478
1000.350000,-0.135570,-0.117650,0.068275
1000.400000,-0.150954,-0.110417,0.048309
1000.450000,-0.161374,-0.098878,0.016448
1000.500000,-0.166650,-0.087845,-0.019621
1000.550000,-0.170193,-0.088044,-0.050567
1000.600000,-0.174273,-0.102681,-0.075853
1000.650000,-0.175258,-0.121413,-0.101535
1000.700000,-0.166811,-0.130723,-0.127823
1000.750000,-0.147483,-0.127238,-0.146519
1000.800000,-0.122610,-0.116923,-0.151382
1000.850000,-0.099122,-0.103649,-0.144586
1000.900000,-0.080233,-0.084050,-0.132415
1000.950000,-0.064021,-0.054836,-0.119629
1001.000000,-0.045613,-0.021261,-0.109028
1001.050000,-0.021971,0.006012,-0.102375
1001.100000,0.004020,0.021706,-0.099282
1001.150000,0.025244,0.030006,-0.096705
1001.200000,0.036963,0.038510,-0.091562
1001.250000,0.040285,0.051684,-0.083874
1001.300000,0.038798,0.070043,-0.075951
1001.350000,0.034391,0.091257,-0.068638
1001.400000,0.027711,0.110169,-0.059653
1001.450000,0.020368,0.120501,-0.045123
1001.500000,0.013927,0.119008,-0.022074
1001.550000,0.007142,0.107723,0.009510
1001.600000,-0.003625,0.090842,0.045792
1001.650000,-0.020459,0.069719,0.080273
1001.700000,-0.041263,0.042892,0.107222
1001.750000,-0.061141,0.012046,0.125203
1001.800000,-0.074812,-0.013965,0.137789
1001.850000,-0.078343,-0.024530,0.150607
1001.900000,-0.071315,-0.018128,0.166373
1001.950000,-0.057460,-0.006383,0.182120
1002.000000,-0.041653,-0.004053,0.192445
1002.050000,-0.026292,-0.012525,0.196230
1002.100000,-0.010948,-0.015578,0.198326
1002.150000,0.005533,0.004622,0.203185
1002.200000,0.023683,0.047940,0.208390
1002.250000,0.043243,0.095236,0.206704
1002.300000,0.062879,0.125724,0.194527
1002.350000,0.080661,0.133012,0.176250
1002.400000,0.096523,0.125513,0.157606
1002.450000,0.112999,0.114926,0.134391
1002.500000,0.130666,0.105939,0.092711
1002.550000,0.144386,0.095707,0.026137
1002.600000,0.148040,0.081134,-0.050691
1002.650000,0.142929,0.065145,-0.112873
1002.700000,0.138353,0.054900,-0.147935
1002.750000,0.142473,0.053628,-0.161270
1002.800000,0.153597,0.054422,-0.161734
1002.850000,0.161908,0.043095,-0.151553
1002.900000,0.160223,0.009515,-0.131748
1002.950000,0.151184,-0.042026,-0.109677
1003.000000,0.141247,-0.094209,-0.095695
1003.050000,0.128453,-0.130510,-0.093625
1003.100000,0.101336,-0.147983,-0.097707
1003.150000,0.053159,-0.155516,-0.099108
1003.200000,-0.005938,-0.161327,-0.093878
1003.250000,-0.055691,-0.165535,-0.084920
1003.300000,-0.083991,-0.164953,-0.077929
1003.350000,-0.095382,-0.161317,-0.075848
1003.400000,-0.102971,-0.160792,-0.076516
1003.450000,-0.115675,-0.163893,-0.075123
1003.500000,-0.133084,-0.159450,-0.068759
1003.550000,-0.149385,-0.134677,-0.058672
1003.600000,-0.160043,-0.091820,-0.048651
1003.650000,-0.164947,-0.048874,-0.041504
1003.700000,-0.166776,-0.021478,-0.036909
1003.750000,-0.167774,-0.009578,-0.032496
1003.800000,-0.168223,-0.003736,-0.026675
1003.850000,-0.166874,0.001317,-0.019896
1003.900000,-0.162251,0.003129,-0.013623
1003.950000,-0.154574,-0.001607,-0.009749
1004.000000,-0.146314,-0.011098,-0.010955
1004.050000,-0.138924,-0.018864,-0.018377
1004.100000,-0.129199,-0.017181,-0.027525
1004.150000,-0.111421,-0.001272,-0.030363
1004.200000,-0.083845,0.025393,-0.023978
1004.250000,-0.051636,0.049832,-0.013014
1004.300000,-0.023141,0.059227,-0.000239
1004.350000,-0.003363,0.054094,0.020087
1004.400000,0.010476,0.047292,0.053332
1004.450000,0.027199,0.048457,0.092318
1004.500000,0.053068,0.054680,0.121851
1004.550000,0.084187,0.058014,0.135116
1004.600000,0.109632,0.056187,0.138825
1004.650000,0.122896,0.053026,0.141360
1004.700000,0.127739,0.052154,0.142298
1004.750000,0.130723,0.053340,0.136778
1004.800000,0.131351,0.053750,0.124949
1004.850000,0.124163,0.050474,0.111660
1004.900000,0.108546,0.042090,0.099212
1004.950000,0.090664,0.029792,0.085571
1005.000000,0.075214,0.017766,0.070281
1005.050000,0.061001,0.011168,0.058471
1005.100000,0.047308,0.012560,0.056076
1005.150000,0.039115,0.020323,0.062002
1005.200000,0.040739,0.030838,0.067567
1005.250000,0.047740,0.042155,0.064387
1005.300000,0.050761,0.054950,0.051667
1005.350000,0.046653,0.069454,0.035075
1005.400000,0.042118,0.082745,0.020197
1005.450000,0.046129,0.090978,0.008920
1005.500000,0.061162,0.093950,0.000743
1005.550000,0.082025,0.095154,-0.004924
1005.600000,0.101194,0.096866,-0.008351
1005.650000,0.114371,0.096927,-0.010569
1005.700000,0.122321,0.090895,-0.013562
1005.750000,0.128695,0.075993,-0.018692
1005.800000,0.135077,0.052795,-0.025860
1005.850000,0.137540,0.024811,-0.034906
1005.900000,0.129693,-0.002805,-0.046390
1005.950000,0.110249,-0.025438,-0.060376
1006.000000,0.086383,-0.041766,-0.076253
1006.050000,0.067838,-0.055182,-0.093561
1006.100000,0.057404,-0.070886,-0.110762
1006.150000,0.048733,-0.089369,-0.123667
1006.200000,0.034398,-0.104034,-0.128143
1006.250000,0.014636,-0.107770,-0.124980
1006.300000,-0.003871,-0.100492,-0.119236
1006.350000,-0.018054,-0.088248,-0.113998
1006.400000,-0.035324,-0.076386,-0.107081
1006.450000,-0.067469,-0.065964,-0.094704
1006.500000,-0.116668,-0.056005,-0.076817
1006.550000,-0.170403,-0.046819,-0.057587
1006.600000,-0.212267,-0.041189,-0.041267
1006.650000,-0.235391,-0.043103,-0.028456
1006.700000,-0.244691,-0.053558,-0.015919
1006.750000,-0.249891,-0.067285,0.000109
1006.800000,-0.258072,-0.077054,0.019337
1006.850000,-0.269809,-0.081747,0.036550
1006.900000,-0.279776,-0.085811,0.047350
1006.950000,-0.281287,-0.090220,0.053870
1007.000000,-0.270823,-0.089705,0.061669
1007.050000,-0.248667,-0.080919,0.071772
1007.100000,-0.216731,-0.068331,0.080186
1007.150000,-0.177270,-0.059010,0.085122
1007.200000,-0.133363,-0.054538,0.089328
1007.250000,-0.089091,-0.050720,0.094262
1007.300000,-0.048663,-0.044252,0.096360
1007.350000,-0.015332,-0.038192,0.091124
1007.400000,0.009812,-0.039893,0.078291
1007.450000,0.028739,-0.052084,0.060235
1007.500000,0.045425,-0.066565,0.036961
1007.550000,0.062295,-0.069539,0.006967
1007.600000,0.077620,-0.053635,-0.025299
1007.650000,0.088749,-0.023061,-0.045716
1007.700000,0.098623,0.012243,-0.040438
1007.750000,0.115043,0.045765,-0.012982
1007.800000,0.140392,0.078122,0.013582
1007.850000,0.166864,0.112944,0.017711
1007.900000,0.186596,0.150069,0.000202
1007.950000,0.202001,0.183858,-0.020476
1008.000000,0.220779,0.208529,-0.029192
1008.050000,0.244043,0.223890,-0.024892
1008.100000,0.264362,0.234832,-0.014072
1008.150000,0.274098,0.245989,-0.001159
1008.200000,0.272372,0.258002,0.012693
1008.250000,0.263419,0.267204,0.025488
1008.300000,0.248956,0.266103,0.033566
1008.350000,0.223528,0.245600,0.035165
1008.400000,0.180495,0.201502,0.032511
1008.450000,0.123680,0.141476,0.029579
1008.500000,0.068280,0.083069,0.028826
1008.550000,0.026766,0.040678,0.030789
1008.600000,-0.002318,0.015132,0.035654
1008.650000,-0.028646,-0.002192,0.043564
1008.700000,-0.056747,-0.018711,0.053420
1008.750000,-0.081673,-0.036537,0.062226
1008.800000,-0.096566,-0.054960,0.065853
1008.850000,-0.101175,-0.073903,0.061477
1008.900000,-0.101916,-0.095372,0.050884
1008.950000,-0.105436,-0.120526,0.040473
1009.000000,-0.113542,-0.144854,0.035540
1009.050000,-0.122775,-0.159793,0.034352
1009.100000,-0.127191,-0.161515,0.030322
1009.150000,-0.123225,-0.155587,0.020595
1009.200000,-0.114178,-0.150947,0.009889
1009.250000,-0.108549,-0.151517,0.004514
1009.300000,-0.110693,-0.155279,0.004071
1009.350000,-0.114240,-0.159113,0.000443
1009.400000,-0.109037,-0.161919,-0.014864
1009.450000,-0.093978,-0.163244,-0.042346
1009.500000,-0.078190,-0.161302,-0.073662
1009.550000,-0.069453,-0.154283,-0.100583
1009.600000,-0.066349,-0.142377,-0.124727
1009.650000,-0.062844,-0.126656,-0.154540
1009.700000,-0.056206,-0.107176,-0.190470
1009.750000,-0.048952,-0.083627,-0.218596
1009.800000,-0.045128,-0.056589,-0.223864
1009.850000,-0.045395,-0.027336,-0.205817
1009.900000,-0.047073,0.001741,-0.178237
1009.950000,-0.050067,0.025332,-0.155978
1010.000000,-0.058437,0.036132,-0.142737
1010.050000,-0.072462,0.031135,-0.129171
1010.100000,-0.083928,0.017191,-0.101926
1010.150000,-0.085238,0.007512,-0.056380
1010.200000,-0.080933,0.011625,-0.003657
1010.250000,-0.083231,0.028787,0.035861
1010.300000,-0.094919,0.049672,0.050125
1010.350000,-0.103793,0.063841,0.046052
1010.400000,-0.096580,0.067169,0.040424
1010.450000,-0.072558,0.063862,0.042867
1010.500000,-0.041597,0.061509,0.050948
1010.550000,-0.012735,0.063642,0.059269
1010.600000,0.013227,0.067826,0.067434
1010.650000,0.040763,0.071622,0.077121
1010.700000,0.070795,0.077195,0.085723
1010.750000,0.097270,0.086331,0.088014
1010.800000,0.114597,0.094720,0.083581
1010.850000,0.126469,0.097155,0.078566
1010.900000,0.142185,0.094839,0.078248
1010.950000,0.163587,0.091543,0.079660
1011.000000,0.180864,0.085701,0.074394
1011.050000,0.183594,0.072689,0.059278
1011.100000,0.172295,0.053917,0.041236
1011.150000,0.156778,0.037611,0.029695
1011.200000,0.145207,0.030120,0.027081
1011.250000,0.137547,0.030939,0.028809
1011.300000,0.129230,0.036190,0.028957
1011.350000,0.118044,0.042566,0.023571
1011.400000,0.105898,0.046606,0.012580
1011.450000,0.095552,0.043527,0.001695
1011.500000,0.087546,0.030192,-0.001264
1011.550000,0.080227,0.009344,0.004402
1011.600000,0.071600,-0.010881,0.009368
1011.650000,0.060788,-0.023189,0.004404
1011.700000,0.048660,-0.027403,-0.008369
1011.750000,0.037823,-0.029207,-0.018440
1011.800000,0.030766,-0.031633,-0.020285
1011.850000,0.025614,-0.030766,-0.019020
1011.900000,0.013950,-0.022695,-0.021810
1011.950000,-0.013216,-0.012069,-0.027640
1012.000000,-0.054519,-0.009623,-0.027562
1012.050000,-0.096213,-0.020996,-0.013604
1012.100000,-0.124983,-0.040371,0.013429
1012.150000,-0.140784,-0.056321,0.044090
1012.200000,-0.153274,-0.062452,0.067383
1012.250000,-0.167832,-0.060834,0.078438
1012.300000,-0.179643,-0.056526,0.079960
1012.350000,-0.180430,-0.051380,0.075641
1012.400000,-0.167245,-0.043554,0.063804
1012.450000,-0.144078,-0.031111,0.040988
1012.500000,-0.117380,-0.014253,0.010956
1012.550000,-0.091896,0.005667,-0.015557
1012.600000,-0.069196,0.027101,-0.032307
1012.650000,-0.047864,0.047109,-0.044345
1012.700000,-0.025449,0.060821,-0.060121
1012.750000,-0.001455,0.064134,-0.079593
1012.800000,0.021855,0.057278,-0.094191
1012.850000,0.041958,0.044535,-0.098062
1012.900000,0.057980,0.029491,-0.095043
1012.950000,0.069426,0.011689,-0.092337
1013.000000,0.075108,-0.010541,-0.090320
1013.050000,0.075049,-0.035138,-0.082955
1013.100000,0.071858,-0.056489,-0.067547
1013.150000,0.068071,-0.070374,-0.049284
1013.200000,0.062844,-0.076996,-0.035295
1013.250000,0.053602,-0.078876,-0.027805
1013.300000,0.041276,-0.077304,-0.024156
1013.350000,0.031169,-0.071389,-0.020713
1013.400000,0.026832,-0.059828,-0.015336
1013.450000,0.025580,-0.043801,-0.008090
1013.500000,0.022464,-0.028393,-0.001165
