t,w1,w2,w3
212.750000,0.023955,-0.038976,0.025423
212.800000,0.032643,-0.096450,-0.016790
212.850000,0.032204,-0.151335,-0.054042
212.900000,0.023180,-0.193656,-0.081939
212.950000,0.008873,-0.224494,-0.104231
213.000000,-0.008356,-0.250250,-0.125459
213.050000,-0.027430,-0.273634,-0.145453
213.100000,-0.046639,-0.291918,-0.160425
213.150000,-0.063303,-0.300882,-0.168226
213.200000,-0.076834,-0.299086,-0.171148
213.250000,-0.091277,-0.289206,-0.172527
213.300000,-0.111383,-0.275762,-0.171434
213.350000,-0.134885,-0.261592,-0.163530
213.400000,-0.152346,-0.246400,-0.148182
213.450000,-0.158325,-0.228917,-0.131463
213.500000,-0.160729,-0.209886,-0.119519
213.550000,-0.174505,-0.190982,-0.111693
213.600000,-0.205512,-0.171328,-0.103036
213.650000,-0.243326,-0.148449,-0.089571
213.700000,-0.269704,-0.121826,-0.067125
213.750000,-0.271668,-0.091034,-0.030156
213.800000,-0.248539,-0.051292,0.021522
213.850000,-0.211888,0.003536,0.075859
213.900000,-0.178674,0.071682,0.114214
213.950000,-0.157422,0.140659,0.126730
214.000000,-0.137179,0.196596,0.120092
214.050000,-0.095894,0.235681,0.109460
214.100000,-0.025760,0.265552,0.104877
214.150000,0.054501,0.296375,0.105503
214.200000,0.118476,0.330791,0.104995
214.250000,0.158006,0.361798,0.100855
214.300000,0.185351,0.380393,0.097235
214.350000,0.214226,0.384996,0.099066
214.400000,0.245422,0.381276,0.106198
214.450000,0.271242,0.371955,0.114339
214.500000,0.287386,0.350472,0.119798
214.550000,0.296119,0.309203,0.122291
214.600000,0.300757,0.252804,0.124069
214.650000,0.301515,0.197177,0.126692
214.700000,0.297157,0.153132,0.128550
214.750000,0.287840,0.116582,0.127001
214.800000,0.273864,0.077908,0.123345
214.850000,0.252639,0.035910,0.122540
214.900000,0.220796,-0.002819,0.126587
214.950000,0.181341,-0.036234,0.130668
215.000000,0.144869,-0.071572,0.127641
215.050000,0.117541,-0.115216,0.115768
215.100000,0.088890,-0.162939,0.099888
215.150000,0.040066,-0.204500,0.084990
215.200000,-0.032334,-0.234523,0.071452
215.250000,-0.107673,-0.255234,0.056770
215.300000,-0.161502,-0.270698,0.039295
215.350000,-0.189418,-0.281773,0.019316
215.400000,-0.206720,-0.286607,-0.002064
215.450000,-0.228245,-0.283691,-0.023344
215.500000,-0.253927,-0.273653,-0.041433
215.550000,-0.274071,-0.259117,-0.051396
215.600000,-0.283076,-0.243227,-0.050073
215.650000,-0.283176,-0.227676,-0.043114
215.700000,-0.276336,-0.211940,-0.048481
215.750000,-0.258719,-0.194488,-0.085661
215.800000,-0.226526,-0.174302,-0.153715
215.850000,-0.184323,-0.151040,-0.224490
215.900000,-0.143401,-0.124687,-0.266826
215.950000,-0.111586,-0.096111,-0.275024
216.000000,-0.087195,-0.067515,-0.267656
216.050000,-0.063729,-0.040856,-0.263887
216.100000,-0.038377,-0.015497,-0.267132
216.150000,-0.014513,0.011111,-0.266585
216.200000,0.003087,0.039548,-0.247933
216.250000,0.013188,0.066538,-0.205577
216.300000,0.017299,0.088250,-0.149393
216.350000,0.015822,0.104295,-0.097533
216.400000,0.007420,0.116672,-0.061544
216.450000,-0.007461,0.125782,-0.041816
216.500000,-0.023724,0.130364,-0.032948
216.550000,-0.033495,0.131220,-0.025386
216.600000,-0.031404,0.131888,-0.006181
216.650000,-0.018473,0.134466,0.030919
216.700000,-0.001941,0.136563,0.075768
216.750000,0.009499,0.134140,0.109939
216.800000,0.012960,0.127164,0.125346
216.850000,0.014211,0.120294,0.129583
216.900000,0.021348,0.116911,0.133489
216.950000,0.035526,0.114952,0.139489
217.000000,0.049839,0.110308,0.143254
217.050000,0.057839,0.101703,0.141294
217.100000,0.060706,0.089844,0.133745
217.150000,0.064012,0.073690,0.123045
217.200000,0.069744,0.051214,0.113180
217.250000,0.075253,0.024200,0.107898
217.300000,0.079424,-0.000992,0.106473
217.350000,0.085486,-0.019282,0.103118
217.400000,0.096006,-0.031462,0.093223
217.450000,0.107831,-0.041099,0.079027
217.500000,0.115003,-0.049143,0.067063
217.550000,0.115686,-0.054221,0.060105
217.600000,0.113099,-0.056342,0.053229
217.650000,0.110134,-0.057881,0.038547
217.700000,0.106289,-0.061685,0.013880
217.750000,0.100432,-0.068726,-0.013315
217.800000,0.093833,-0.076193,-0.031739
217.850000,0.088070,-0.077943,-0.037694
217.900000,0.080529,-0.068841,-0.040121
217.950000,0.065275,-0.049515,-0.050969
218.000000,0.040613,-0.026248,-0.071052
218.050000,0.013817,-0.006323,-0.089977
218.100000,-0.004642,0.006210,-0.099871
218.150000,-0.011485,0.011835,-0.103578
218.200000,-0.013209,0.014429,-0.107837
218.250000,-0.018357,0.018206,-0.113411
218.300000,-0.029618,0.024445,-0.115920
218.350000,-0.044106,0.031249,-0.113693
218.400000,-0.058762,0.037033,-0.108622
218.450000,-0.073470,0.043544,-0.097931
218.500000,-0.089244,0.053610,-0.071662
218.550000,-0.104302,0.065889,-0.025420
218.600000,-0.113531,0.074233,0.026801
218.650000,-0.113914,0.073081,0.061588
218.700000,-0.110082,0.062708,0.069758
218.750000,-0.111081,0.048918,0.063687
218.800000,-0.119176,0.037386,0.059636
218.850000,-0.124185,0.029170,0.060771
218.900000,-0.113558,0.021605,0.060604
218.950000,-0.087603,0.010200,0.056945
219.000000,-0.059733,-0.010195,0.055951
219.050000,-0.041821,-0.040629,0.061422
219.100000,-0.034442,-0.073434,0.065307
219.150000,-0.031410,-0.097906,0.054768
219.200000,-0.028277,-0.112030,0.028382
219.250000,-0.024033,-0.122984,0.000246
219.300000,-0.017834,-0.134489,-0.014308
219.350000,-0.008035,-0.139049,-0.013862
219.400000,0.004807,-0.126379,-0.009064
219.450000,0.015469,-0.097057,-0.008188
219.500000,0.016743,-0.063672,-0.008922
219.550000,0.006400,-0.039030,-0.004757
219.600000,-0.008852,-0.026508,0.004611
219.650000,-0.018184,-0.020829,0.012526
219.700000,-0.016067,-0.014293,0.013594
219.750000,-0.006511,-0.002275,0.009106
219.800000,0.001808,0.014541,0.003811
219.850000,0.003978,0.032598,-0.000633
219.900000,0.002531,0.050316,-0.008098
219.950000,0.003685,0.069202,-0.024151
220.000000,0.011015,0.089880,-0.049481
220.050000,0.023094,0.109504,-0.077145
220.100000,0.036304,0.124370,-0.097571
220.150000,0.048430,0.132586,-0.107222
220.200000,0.059467,0.132340,-0.111167
220.250000,0.070611,0.120431,-0.116163
220.300000,0.083296,0.096633,-0.123291
220.350000,0.097969,0.068573,-0.128826
220.400000,0.112859,0.047567,-0.129644
220.450000,0.124917,0.038011,-0.124835
220.500000,0.132613,0.033331,-0.113236
220.550000,0.137025,0.023779,-0.092599
220.600000,0.139707,0.007365,-0.062845
220.650000,0.140400,-0.008155,-0.029429
220.700000,0.137940,-0.014370,-0.000663
220.750000,0.132446,-0.011842,0.020083
220.800000,0.124608,-0.009355,0.037855
220.850000,0.112899,-0.014595,0.059724
220.900000,0.093153,-0.028312,0.085724
220.950000,0.061643,-0.047370,0.108827
221.000000,0.018788,-0.069218,0.123869
221.050000,-0.029099,-0.091181,0.132898
221.100000,-0.071858,-0.108171,0.139888
221.150000,-0.102072,-0.115378,0.142537
221.200000,-0.121562,-0.114465,0.132593
221.250000,-0.139677,-0.114158,0.105545
221.300000,-0.162106,-0.121170,0.068499
221.350000,-0.182317,-0.131187,0.035643
221.400000,-0.189253,-0.132449,0.014806
221.450000,-0.183116,-0.117921,0.000582
221.500000,-0.175935,-0.090684,-0.016662
221.550000,-0.175636,-0.059368,-0.036448
221.600000,-0.176997,-0.032335,-0.047566
221.650000,-0.170622,-0.014624,-0.042569
221.700000,-0.155222,-0.005759,-0.027928
221.750000,-0.137330,0.000769,-0.016601
221.800000,-0.121903,0.013055,-0.013535
221.850000,-0.107343,0.033567,-0.012652
221.900000,-0.089176,0.056885,-0.007586
221.950000,-0.064850,0.075171,-0.000657
222.000000,-0.034400,0.085506,0.001890
222.050000,0.000055,0.091586,0.000830
222.100000,0.033988,0.098723,0.005051
222.150000,0.062378,0.108222,0.020603
222.200000,0.083356,0.117233,0.042476
222.250000,0.098480,0.122878,0.060273
222.300000,0.109986,0.124744,0.069546
222.350000,0.119454,0.124438,0.074030
222.400000,0.127985,0.124946,0.077998
222.450000,0.136130,0.129402,0.080501
222.500000,0.144041,0.137976,0.078047
222.550000,0.151517,0.145988,0.069618
222.600000,0.156737,0.147009,0.056687
222.650000,0.155887,0.138356,0.040197
222.700000,0.146771,0.122145,0.020151
222.750000,0.132692,0.101351,-0.002184
222.800000,0.119435,0.077309,-0.022370
222.850000,0.108304,0.050925,-0.032805
222.900000,0.096470,0.023730,-0.026651
222.950000,0.084114,-0.003346,-0.005321
223.000000,0.075065,-0.030959,0.018271
223.050000,0.068584,-0.059595,0.027398
223.100000,0.056563,-0.087280,0.014525
223.150000,0.033464,-0.110390,-0.013118
223.200000,0.005978,-0.125906,-0.040598
223.250000,-0.011788,-0.131979,-0.057032
223.300000,-0.012545,-0.128596,-0.061075
223.350000,-0.002598,-0.119307,-0.058126
223.400000,0.005615,-0.110251,-0.055273
223.450000,0.005837,-0.105465,-0.058633
223.500000,0.002613,-0.103670,-0.071420
223.550000,0.004170,-0.100219,-0.090637
223.600000,0.011417,-0.091604,-0.107441
223.650000,0.016528,-0.078213,-0.115395
223.700000,0.013034,-0.063520,-0.117001
223.750000,0.003670,-0.050955,-0.117701
223.800000,-0.003556,-0.041619,-0.115959
223.850000,-0.004877,-0.034546,-0.105788
223.900000,-0.005243,-0.028157,-0.088737
223.950000,-0.013809,-0.021144,-0.075660
224.000000,-0.035431,-0.012702,-0.072787
224.050000,-0.066627,-0.002799,-0.071957
224.100000,-0.098856,0.006790,-0.059830
224.150000,-0.125207,0.011866,-0.032687
224.200000,-0.145004,0.008517,0.001822
224.250000,-0.161279,-0.001857,0.033804
224.300000,-0.172925,-0.012262,0.057934
224.350000,-0.174010,-0.017517,0.074075
224.400000,-0.163099,-0.019864,0.085596
224.450000,-0.147563,-0.024024,0.096804
224.500000,-0.135779,-0.028942,0.109705
224.550000,-0.129345,-0.028978,0.122769
224.600000,-0.125083,-0.022222,0.133493
224.650000,-0.120019,-0.012694,0.141815
224.700000,-0.110555,-0.004126,0.149789
224.750000,-0.090613,0.005171,0.157781
224.800000,-0.056867,0.020797,0.162927
224.850000,-0.015420,0.046570,0.163235
224.900000,0.022061,0.079498,0.162065
224.950000,0.049675,0.110120,0.165172
225.000000,0.070927,0.130222,0.171830
225.050000,0.091277,0.140556,0.171654
225.100000,0.111351,0.148036,0.154017
225.150000,0.128516,0.156360,0.120543
225.200000,0.141843,0.163277,0.084622
225.250000,0.153020,0.166196,0.057079
225.300000,0.163234,0.166277,0.035813
225.350000,0.171438,0.165970,0.012102
225.400000,0.175967,0.165117,-0.016340
225.450000,0.176418,0.160982,-0.042379
225.500000,0.173565,0.151569,-0.058215
225.550000,0.168146,0.138455,-0.064734
225.600000,0.160051,0.125775,-0.072357
225.650000,0.148860,0.115297,-0.091547
225.700000,0.135191,0.102755,-0.119924
225.750000,0.121000,0.081355,-0.141740
225.800000,0.107895,0.050178,-0.144027
225.850000,0.095391,0.017166,-0.129293
225.900000,0.082042,-0.008568,-0.110003
225.950000,0.068800,-0.026447,-0.095978
226.000000,0.059230,-0.043875,-0.088862
226.050000,0.054499,-0.066841,-0.084639
226.100000,0.050232,-0.094154,-0.078938
226.150000,0.041475,-0.120712,-0.070436
226.200000,0.030088,-0.143573,-0.060606
226.250000,0.023826,-0.163966,-0.051714
226.300000,0.025808,-0.184370,-0.045347
226.350000,0.026228,-0.204121,-0.041609
226.400000,0.009329,-0.219646,-0.038742
226.450000,-0.028929,-0.231401,-0.034357
226.500000,-0.073878,-0.247655,-0.028187
226.550000,-0.106810,-0.275304,-0.023265
226.600000,-0.125159,-0.306626,-0.023394
226.650000,-0.144257,-0.320585,-0.029501
226.700000,-0.178807,-0.300902,-0.038982
226.750000,-0.225244,-0.252564,-0.047802
226.800000,-0.264313,-0.197878,-0.052296
226.850000,-0.280798,-0.154639,-0.050493
226.900000,-0.277660,-0.122182,-0.042912
226.950000,-0.268902,-0.091074,-0.031622
227.000000,-0.262052,-0.058807,-0.018451
227.050000,-0.251750,-0.029861,-0.004318
227.100000,-0.229226,-0.006205,0.009962
227.150000,-0.193183,0.014834,0.022712
227.200000,-0.149808,0.035260,0.031592
227.250000,-0.106213,0.054133,0.035726
227.300000,-0.067512,0.070673,0.038432
227.350000,-0.037523,0.087000,0.046533
227.400000,-0.017569,0.106385,0.064491
227.450000,-0.004494,0.128831,0.088203
227.500000,0.007549,0.149838,0.105421
227.550000,0.022817,0.164978,0.104591
227.600000,0.042192,0.175012,0.086661
227.650000,0.065126,0.184986,0.067483
227.700000,0.091730,0.198621,0.063648
227.750000,0.121936,0.215474,0.075628
227.800000,0.153092,0.233851,0.088723
227.850000,0.180015,0.253029,0.090294
227.900000,0.198681,0.269826,0.081479
227.950000,0.209654,0.276797,0.071266
228.000000,0.217509,0.268995,0.064190
228.050000,0.226627,0.251359,0.057611
228.100000,0.236987,0.233509,0.048969
228.150000,0.243934,0.215666,0.041494
228.200000,0.242090,0.186045,0.041149
228.250000,0.229254,0.137522,0.049535
228.300000,0.206905,0.083997,0.061939
228.350000,0.178636,0.051303,0.072191
228.400000,0.149343,0.045463,0.078075
228.450000,0.124258,0.035789,0.081926
228.500000,0.106466,-0.017119,0.085843
228.550000,0.095184,-0.114857,0.085147
228.600000,0.086232,-0.215000,0.068032
228.650000,0.073491,-0.274771,0.027381
228.700000,0.051532,-0.288173,-0.025330
228.750000,0.019919,-0.277019,-0.066147
228.800000,-0.013738,-0.260628,-0.083383
228.850000,-0.036763,-0.243705,-0.088139
228.900000,-0.041990,-0.224957,-0.096557
228.950000,-0.038216,-0.205147,-0.110250
229.000000,-0.046866,-0.186314,-0.119247
229.050000,-0.082716,-0.169358,-0.118176
229.100000,-0.137097,-0.153528,-0.111964
229.150000,-0.184662,-0.135523,-0.106397
229.200000,-0.208209,-0.110673,-0.101052
229.250000,-0.212518,-0.079529,-0.095178
229.300000,-0.213349,-0.052094,-0.094292
229.350000,-0.218776,-0.039640,-0.104734
229.400000,-0.224046,-0.041358,-0.123876
229.450000,-0.220524,-0.043617,-0.141324
229.500000,-0.205722,-0.034188,-0.149385
229.550000,-0.185527,-0.014166,-0.146748
229.600000,-0.169108,0.005646,-0.131493
229.650000,-0.162030,0.017172,-0.097728
229.700000,-0.162556,0.021194,-0.044633
229.750000,-0.163106,0.022715,0.014498
229.800000,-0.155492,0.024186,0.059765
229.850000,-0.135989,0.024727,0.082761
229.900000,-0.106626,0.023103,0.092506
229.950000,-0.072896,0.018819,0.102471
230.000000,-0.040925,0.012196,0.116466
230.050000,-0.015424,0.006257,0.128233
230.100000,0.002691,0.007094,0.129868
230.150000,0.017951,0.019266,0.118588
230.200000,0.037804,0.040524,0.098695
230.250000,0.066473,0.062598,0.078946
230.300000,0.101519,0.078955,0.066043
230.350000,0.137388,0.092777,0.059783
230.400000,0.170519,0.115274,0.055417
230.450000,0.198174,0.152627,0.049200
230.500000,0.215137,0.195585,0.039637
230.550000,0.217048,0.227025,0.025569
230.600000,0.206197,0.239091,0.007052
230.650000,0.190154,0.236745,-0.012330
230.700000,0.174757,0.225665,-0.027822
230.750000,0.160466,0.204904,-0.038694
230.800000,0.145410,0.173415,-0.048211
230.850000,0.129944,0.136231,-0.057432
230.900000,0.116545,0.098183,-0.061282
230.950000,0.105462,0.056030,-0.053419
231.000000,0.092731,0.004764,-0.035585
231.050000,0.074741,-0.050076,-0.019320
231.100000,0.053525,-0.094751,-0.014772
231.150000,0.034049,-0.122736,-0.019303
231.200000,0.016510,-0.141842,-0.021155
231.250000,-0.004639,-0.164070,-0.013967
231.300000,-0.032702,-0.191437,-0.004191
231.350000,-0.063536,-0.214218,-0.002556
231.400000,-0.090556,-0.222296,-0.010088
231.450000,-0.111040,-0.215837,-0.015844
231.500000,-0.124712,-0.204123,-0.009274
231.550000,-0.129498,-0.195757,0.007758
231.600000,-0.122664,-0.191338,0.023923
231.650000,-0.105975,-0.184193,0.031986
231.700000,-0.087079,-0.166556,0.034913
231.750000,-0.074246,-0.136125,0.038014
231.800000,-0.070594,-0.098191,0.039881
231.850000,-0.073951,-0.060814,0.034019
231.900000,-0.080642,-0.028134,0.018180
231.950000,-0.088091,-0.000468,-0.000944
232.000000,-0.094912,0.021549,-0.014994
232.050000,-0.100405,0.038262,-0.024157
232.100000,-0.104533,0.054487,-0.035582
232.150000,-0.107432,0.074688,-0.052562
232.200000,-0.108003,0.092933,-0.070787
232.250000,-0.103477,0.094124,-0.085404
232.300000,-0.091773,0.071556,-0.096745
232.350000,-0.074617,0.039554,-0.107803
232.400000,-0.057606,0.020175,-0.117898
232.450000,-0.046907,0.019912,-0.118846
232.500000,-0.045289,0.027047,-0.099337
232.550000,-0.050186,0.028139,-0.056970
232.600000,-0.055167,0.020327,-0.004867
232.650000,-0.053877,0.009441,0.037053
232.700000,-0.043919,0.000984,0.057227
232.750000,-0.028204,-0.005646,0.058959
232.800000,-0.012730,-0.014125,0.054896
232.850000,-0.002009,-0.024096,0.055833
232.900000,0.004863,-0.030384,0.063071
232.950000,0.014425,-0.028988,0.070608
233.000000,0.033334,-0.020221,0.073383
233.050000,0.060418,-0.005805,0.071798
233.100000,0.085986,0.013209,0.069133
233.150000,0.101936,0.034646,0.066488
233.200000,0.111824,0.055405,0.060879
233.250000,0.127998,0.075620,0.048636
233.300000,0.157484,0.099024,0.030691
233.350000,0.192822,0.125608,0.013456
233.400000,0.218967,0.146929,0.003225
233.450000,0.227318,0.153885,-0.000518
233.500000,0.221009,0.147655,-0.005175
233.550000,0.208606,0.138224,-0.017239
233.600000,0.195943,0.131673,-0.035414
233.650000,0.184247,0.122250,-0.052882
233.700000,0.172164,0.099695,-0.065125
233.750000,0.155913,0.063788,-0.073677
233.800000,0.129547,0.028511,-0.082345
233.850000,0.090464,0.008940,-0.091102
233.900000,0.046590,0.003533,-0.095368
233.950000,0.013436,-0.007155,-0.091725
234.000000,-0.003478,-0.039686,-0.082198
234.050000,-0.022654,-0.087792,-0.070865
234.100000,-0.072122,-0.130472,-0.057540
234.150000,-0.156082,-0.157290,-0.037882
234.200000,-0.245445,-0.175829,-0.009956
234.250000,-0.306721,-0.197017,0.022213
234.300000,-0.331781,-0.222256,0.052246
234.350000,-0.336246,-0.243886,0.076551
234.400000,-0.338441,-0.252675,0.095410
234.450000,-0.345934,-0.244929,0.110289
234.500000,-0.356523,-0.225819,0.121170
234.550000,-0.363694,-0.206188,0.126225
234.600000,-0.360060,-0.193323,0.122695
234.650000,-0.341074,-0.183704,0.108261
234.700000,-0.309948,-0.166637,0.083397
234.750000,-0.276544,-0.136378,0.052263
234.800000,-0.246736,-0.099479,0.019395
234.850000,-0.215273,-0.068127,-0.013222
234.900000,-0.173338,-0.046156,-0.043279
234.950000,-0.119818,-0.024464,-0.066899
235.000000,-0.061353,0.007955,-0.087641
235.050000,-0.004058,0.050522,-0.122655
235.100000,0.050769,0.091242,-0.186797
235.150000,0.103325,0.120129,-0.267951
235.200000,0.151805,0.138746,-0.330229
235.250000,0.194413,0.154657,-0.346664
235.300000,0.232126,0.171132,-0.321617
235.350000,0.266203,0.185993,-0.282701
235.400000,0.294235,0.197144,-0.256988
235.450000,0.311715,0.205223,-0.248775
235.500000,0.316998,0.211276,-0.233878
235.550000,0.311821,0.214189,-0.182629
235.600000,0.298013,0.211886,-0.094230
235.650000,0.277514,0.204770,-0.001718
235.700000,0.254493,0.196275,0.060775
235.750000,0.233813,0.188723,0.088603
235.800000,0.217298,0.179222,0.102852
235.850000,0.202293,0.161864,0.124295
235.900000,0.183810,0.134845,0.156415
235.950000,0.158958,0.103205,0.189751
236.000000,0.129749,0.073326,0.214060
236.050000,0.100533,0.046850,0.224431
236.100000,0.072836,0.020814,0.222404
236.150000,0.043933,-0.008473,0.215868
236.200000,0.010827,-0.043362,0.214876
236.250000,-0.024665,-0.086047,0.223425
236.300000,-0.056226,-0.138872,0.235412
236.350000,-0.080442,-0.199332,0.238724
236.400000,-0.102897,-0.254960,0.222464
236.450000,-0.133978,-0.289778,0.183601
236.500000,-0.178640,-0.298733,0.130802
236.550000,-0.231254,-0.290750,0.080890
236.600000,-0.279629,-0.276909,0.046706
236.650000,-0.313706,-0.262364,0.025514
236.700000,-0.331381,-0.249918,0.000994
236.750000,-0.337426,-0.242888,-0.041274
236.800000,-0.337702,-0.240183,-0.099683
236.850000,-0.334159,-0.233106,-0.158080
236.900000,-0.325004,-0.212315,-0.201330
236.950000,-0.309153,-0.177396,-0.227515
237.000000,-0.289259,-0.137174,-0.244505
237.050000,-0.269556,-0.100390,-0.258218
237.100000,-0.251334,-0.067575,-0.267313
237.150000,-0.231408,-0.034236,-0.268021
237.200000,-0.205588,-0.000715,-0.260223
237.250000,-0.173665,0.026389,-0.247237
237.300000,-0.139715,0.042883,-0.231580
237.350000,-0.106979,0.051007,-0.212570
237.400000,-0.074488,0.053761,-0.188319
237.450000,-0.039932,0.050677,-0.160154
237.500000,-0.003820,0.041342,-0.133859
237.550000,0.031171,0.029958,-0.114795
237.600000,0.064157,0.024285,-0.102630
237.650000,0.096950,0.030503,-0.092297
237.700000,0.130657,0.048838,-0.079544
237.750000,0.163409,0.073399,-0.064582
237.800000,0.191589,0.096605,-0.049932
237.850000,0.211540,0.114264,-0.035658
237.900000,0.220775,0.126560,-0.019125
237.950000,0.219975,0.135668,0.000304
238.000000,0.213807,0.143671,0.020046
238.050000,0.207492,0.151328,0.039561
238.100000,0.201972,0.156992,0.062629
238.150000,0.194068,0.157373,0.091449
238.200000,0.181905,0.151126,0.122200
238.250000,0.168670,0.141142,0.148558
238.300000,0.159579,0.131240,0.166043
238.350000,0.155366,0.120739,0.172920
238.400000,0.150728,0.105216,0.171660
238.450000,0.140125,0.084084,0.169623
238.500000,0.123694,0.064081,0.173552
238.550000,0.106654,0.051676,0.181592
238.600000,0.093414,0.044162,0.183274
238.650000,0.082049,0.032041,0.170212
238.700000,0.064652,0.009569,0.146291
238.750000,0.035381,-0.020074,0.124104
238.800000,-0.000899,-0.050743,0.111099
238.850000,-0.031575,-0.081682,0.102496
238.900000,-0.050626,-0.116046,0.088829
238.950000,-0.068043,-0.150957,0.067387
239.000000,-0.100894,-0.174947,0.043487
239.050000,-0.152925,-0.180428,0.021708
239.100000,-0.206661,-0.174423,-0.001050
239.150000,-0.240734,-0.170327,-0.032916
239.200000,-0.252628,-0.172269,-0.077997
239.250000,-0.258408,-0.174540,-0.130044
239.300000,-0.272076,-0.174503,-0.175440
239.350000,-0.292390,-0.177862,-0.202988
239.400000,-0.309077,-0.188551,-0.210914
239.450000,-0.315023,-0.198856,-0.205960
239.500000,-0.310655,-0.195441,-0.198067
239.550000,-0.298802,-0.173834,-0.195109
239.600000,-0.277702,-0.141513,-0.199177
239.650000,-0.242409,-0.107896,-0.205844
239.700000,-0.194397,-0.077404,-0.207903
239.750000,-0.144290,-0.051366,-0.202059
239.800000,-0.100316,-0.029733,-0.191666
239.850000,-0.060164,-0.009821,-0.181275
239.900000,-0.018890,0.012190,-0.170640
239.950000,0.022498,0.037453,-0.156331
240.000000,0.060370,0.063010,-0.137381
240.050000,0.094110,0.083749,-0.116791
240.100000,0.124252,0.096713,-0.097845
240.150000,0.148455,0.104492,-0.080883
240.200000,0.163798,0.112970,-0.063825
240.250000,0.172340,0.124833,-0.044730
240.300000,0.180119,0.136610,-0.023947
240.350000,0.188642,0.142520,-0.003996
240.400000,0.190191,0.140549,0.013357
240.450000,0.175457,0.134666,0.029932
240.500000,0.145364,0.131213,0.050002
240.550000,0.111591,0.133164,0.075687
240.600000,0.085190,0.138249,0.104161
240.650000,0.068936,0.142838,0.130493
240.700000,0.060952,0.145650,0.153132
240.750000,0.059818,0.145624,0.175063
240.800000,0.063819,0.138487,0.199030
240.850000,0.068969,0.119391,0.224046
240.900000,0.070857,0.089164,0.247436
240.950000,0.068098,0.055415,0.266157
241.000000,0.063085,0.026736,0.274131
241.050000,0.059493,0.006678,0.263433
241.100000,0.058989,-0.006999,0.233542
241.150000,0.060132,-0.018488,0.196627
241.200000,0.060637,-0.029996,0.166737
241.250000,0.060105,-0.041064,0.144200
241.300000,0.059177,-0.050537,0.116788
241.350000,0.056544,-0.058670,0.076403
241.400000,0.048992,-0.067577,0.029955
241.450000,0.035006,-0.079185,-0.007123
241.500000,0.016554,-0.092218,-0.027603
241.550000,-0.003742,-0.102162,-0.043174
241.600000,-0.025393,-0.105382,-0.075501
241.650000,-0.049206,-0.102673,-0.132935
241.700000,-0.075777,-0.098106,-0.198419
241.750000,-0.104929,-0.095060,-0.244765
241.800000,-0.133684,-0.093618,-0.260974
241.850000,-0.154881,-0.090650,-0.259876
241.900000,-0.161987,-0.081419,-0.259323
241.950000,-0.156138,-0.062034,-0.259289
242.000000,-0.145096,-0.033027,-0.242423
242.050000,-0.134762,-0.001679,-0.198298
242.100000,-0.124344,0.021928,-0.140691
242.150000,-0.110231,0.033558,-0.094575
242.200000,-0.091888,0.037429,-0.070206
242.250000,-0.072348,0.038852,-0.057290
242.300000,-0.054665,0.037890,-0.041935
242.350000,-0.040354,0.031901,-0.021770
242.400000,-0.030610,0.020771,-0.003608
242.450000,-0.025952,0.007766,0.007855
242.500000,-0.024248,-0.002951,0.014755
242.550000,-0.022119,-0.009722,0.021025
242.600000,-0.019292,-0.016575,0.026563
242.650000,-0.018880,-0.031846,0.028407
242.700000,-0.022671,-0.060544,0.026596
242.750000,-0.028960,-0.098213,0.026385
242.800000,-0.035718,-0.133594,0.033358
242.850000,-0.042832,-0.155878,0.046994
242.900000,-0.048618,-0.158693,0.060540
242.950000,-0.045881,-0.140467,0.068504
243.000000,-0.026680,-0.104451,0.073555
243.050000,0.006113,-0.058403,0.083179
243.100000,0.036064,-0.010790,0.098837
243.150000,0.048575,0.035354,0.112316
243.200000,0.048170,0.083331,0.114676
243.250000,0.054336,0.135272,0.105257
243.300000,0.079641,0.185300,0.090719
243.350000,0.116298,0.223142,0.078301
243.400000,0.146661,0.243286,0.070390
243.450000,0.163484,0.247558,0.063749
243.500000,0.174592,0.240034,0.053908
243.550000,0.189403,0.222585,0.040215
243.600000,0.206792,0.194896,0.025026
243.650000,0.216758,0.156575,0.007929
243.700000,0.211160,0.109276,-0.016110
243.750000,0.192077,0.057763,-0.049875
243.800000,0.168995,0.008380,-0.086468
243.850000,0.146836,-0.034118,-0.112299
243.900000,0.120060,-0.068470,-0.119063
243.950000,0.082152,-0.096228,-0.110536
244.000000,0.037633,-0.119715,-0.095820
244.050000,-0.000845,-0.140376,-0.079536
244.100000,-0.026883,-0.158153,-0.062239
244.150000,-0.047300,-0.171786,-0.047044
244.200000,-0.073437,-0.179985,-0.039231
244.250000,-0.108573,-0.183090,-0.039240
244.300000,-0.145587,-0.183802,-0.041544
244.350000,-0.175172,-0.185818,-0.041099
244.400000,-0.195322,-0.191492,-0.037053
244.450000,-0.213337,-0.200501,-0.030612
244.500000,-0.238817,-0.209206,-0.023237
244.550000,-0.274752,-0.210969,-0.016412
244.600000,-0.315079,-0.200523,-0.009114
244.650000,-0.349133,-0.179849,0.004139
244.700000,-0.367651,-0.156450,0.027898
244.750000,-0.367173,-0.134121,0.057199
244.800000,-0.350550,-0.108554,0.078403
244.850000,-0.321703,-0.073947,0.080196
244.900000,-0.280097,-0.031661,0.061997
244.950000,-0.223043,0.010577,0.032834
245.000000,-0.153278,0.047865,0.004476
245.050000,-0.080656,0.083342,-0.015495
245.100000,-0.014868,0.122175,-0.026480
245.150000,0.041897,0.162301,-0.031854
