u1,u2,u3,v1,v2,v3,w1,w2,w3
19.0000154538359,19.0103593129292,19.448888621187,-3.02581774736968,-3.59307238560531,-3.90357327328221,0.281454537021978,0.103370613029622,0.26142407374898
21.1809585536491,21.3390924723515,21.6392202344528,-3.6616265783363,-4.12935093402957,-4.90143201841135,0.582227986776628,0.155725404124048,0.180954242311347
18.5180877071261,18.2499473927737,18.5268167376274,-3.82157936579471,-3.52393586511868,-4.40944744015572,0.610009310935693,0.374411297717625,0.33525240223538
19.9718468637671,18.9861874380196,19.6811708387041,-4.3019832818986,-3.4876322906769,-4.20682185924919,0.519563728713116,0.634018461906085,0.460877822934546
20.3618206166862,19.2099497581637,20.2617173721491,-3.98862575603942,-3.33334159045326,-4.12167794057789,0.564361022278022,0.628797925816511,0.0701017347712981
19.0568244758195,17.9787918698842,19.0696193983696,-3.3408364673647,-2.97550426767239,-3.71658938104985,0.432187583469073,0.492798688139236,-0.133520399376756
19.5019043654439,18.2108348072926,19.1521297755638,-3.22448841676428,-3.03828779704801,-3.11272998486523,-0.0470146111966,0.523831795364747,0.175071037373149
19.5942397408994,18.3183982633642,18.9842935314699,-3.39019465185284,-3.02319515691491,-2.85968263884766,-0.342244418488097,0.610804339318382,-0.0269456444183232
18.9472159776869,18.1471306233249,18.555534261748,-3.89417931378817,-2.76299418940064,-3.34779024594556,-0.101839045981021,0.681067937835138,-0.856450722540768
19.0125893811014,18.5000387096876,18.6937265114624,-4.240814144912,-3.05415582609915,-3.24857057008872,0.300435865817666,0.954270450848819,-0.981609380074173
18.9025861065604,18.4794700289909,18.1960867053365,-3.77835567645752,-4.10361402142732,-1.83387182990055,0.473257115339026,1.03610378136384,-0.12165459913682
18.6055961388798,18.5716150004108,17.6153236585395,-3.40977147959635,-4.7928852382536,-0.846346664071891,0.483825626498251,0.377086728935538,0.4180708152746
18.7952771343741,18.6908368441806,17.5829203358785,-3.56960605081844,-3.9729896938805,-0.795308184282141,0.484404387088626,-0.206365430188292,0.144130952410209
19.2946634250571,17.6741641525407,17.1625051870567,-3.40691090249225,-2.40768210462647,-0.471696424190693,0.518851685347687,0.15622269435852,0.0347317650224002
19.9515198706976,16.5159100746909,16.7320747181314,-3.01089759629538,-1.64851226997218,-0.307912996550178,0.528825228603521,0.689121185427805,0.560867437380602
20.1303408940978,16.3929658697365,17.2523274384075,-3.02389893619229,-1.4446559059869,-0.987648473620482,0.26493820489789,0.711651628899044,1.00363590762931
19.4829816840722,16.6910055698684,18.2517665586138,-3.21203868639385,-1.05865738623984,-1.42449931973522,-0.177300923422917,0.732121893527571,0.874457812705761
18.9241695559357,16.8942301291321,18.7791760757295,-3.22656508110245,-1.13674962377441,-1.12923183902483,-0.184374959445228,0.90724377155201,0.519487293073261
18.9384349247929,17.1235524711721,18.7391543657635,-3.20960102018599,-1.8321851944326,-1.16489377724541,0.320182043350695,0.862756234686003,0.303806525740345
18.9655436445719,17.3602269950476,18.5223348117766,-3.29923135491686,-2.14933177673059,-1.90622948490174,0.761554881458663,0.758681998643432,0.306188962649069
18.818205275429,17.4358511597947,18.2293129726834,-3.35847263620126,-2.12888803645461,-2.42839161527449,0.833415181584856,0.818898978194909,0.511326411997263
18.67599874302,17.1582260177128,17.8708961240678,-3.22282736293117,-2.6482927197504,-2.17183113269632,0.519643721764269,0.737684069264967,0.714685008512377
18.4789720561027,17.0186755452905,17.6457094991688,-3.0536051956787,-3.53790742671095,-1.75842992944288,0.0537262808781769,0.559099823455167,0.853481976981585
18.2192140966337,17.5145119954561,17.5486824233044,-3.05332408729853,-3.94861763443036,-1.80907760821569,-0.0942825640487975,0.690289899362111,0.901729196297229
17.9574138731718,17.6118567387085,17.2506659039947,-3.03920668075425,-3.5794620177422,-2.08882158554442,0.0391861988470342,0.787535045490178,0.432583777339395
17.9437197820764,16.9871549017696,16.6412000958555,-2.87962520785055,-2.73787155733036,-2.324760460149,0.153257779126689,0.554219670326882,-0.12588512099965
18.376096872591,17.1756771381597,16.4070966586626,-2.8283271702001,-1.95125739574706,-2.52165358042048,0.345049735578139,0.514162856812507,0.260268321593262
18.5946072038991,18.1044644378032,17.3226957639261,-2.94791470568028,-1.65881917722845,-2.39906413083768,0.521759740949129,0.580284675027604,0.775995064469142
18.312310255716,18.3733871445741,18.5438262869513,-2.91686974005263,-1.82027764077598,-1.98491269593531,0.448936792199043,0.389097673397497,0.3491177516559
18.2510825009212,18.2945019982424,18.546711623822,-2.77556786748865,-1.93354852686118,-1.89745888968979,0.416439650071059,0.500426466331697,0.134332131608673
18.2441557919151,18.2509021075106,18.0240734710024,-2.98929522960077,-1.72813392663779,-2.10045225689961,0.547200745325362,0.886312178526382,0.695936435352096
18.0181558691186,17.6418083274842,18.5524978163086,-3.29244631261524,-1.54494704568777,-2.0243959623027,0.483630899170013,0.794414565540042,0.837978263934084
18.2517697599541,17.0989502871881,19.4273887953809,-3.0325333004355,-1.5783632795219,-1.84910462735037,0.226154109622275,0.549794212411684,0.547583668642471
18.4784348041106,17.4149250428595,19.339176180189,-2.58860300929066,-1.58787869566027,-2.03101524361993,0.0746764948895048,0.677054101578473,0.693351937958338
18.2407516084483,17.3838468409921,18.9703258868993,-2.5134083516064,-1.77113517599547,-2.45069968051615,0.160287682095867,0.804023752327799,1.02900256861141
18.5792037818361,16.4195855091535,19.1804138530332,-2.46609462778446,-2.53440142277739,-2.66946503513624,0.420107013887979,0.777441450069236,1.08618638820382
18.9027023844804,16.2633727302404,19.1081360710766,-2.50228338844508,-3.2569052161652,-2.28505159985428,0.585493866084108,0.876000262604938,1.07883901368831
18.0786614102941,17.2005117634347,18.1083730294726,-3.12930240303367,-3.27757565947743,-1.53902315461444,0.539113284040223,1.02408968498314,1.18786674278186
17.8147148359503,17.0924190798329,17.410317405863,-3.79397505748274,-3.10415249263625,-1.25733583419812,0.530505975433749,1.03513208358292,1.13471205158624
18.996117910829,16.0672138446157,18.0693189120575,-3.80427488112374,-3.02791795112123,-1.47560810135658,0.615066870121103,0.96367775436191,0.769341738596517
19.643228888461,16.2954712770957,18.9826399532412,-3.67905771736399,-2.78204994084201,-1.54455594057306,0.708130550198067,0.803118854087077,0.638823108331572
19.3656715584306,17.3282879809614,18.6180976482879,-3.6168268699473,-2.48510735455866,-1.53541890251314,0.878514334653856,0.541527900644531,1.10933254146874
19.668784028532,17.4487592717451,17.3936935539458,-2.77901002013872,-2.01482878508617,-1.79663254577419,0.979489265840583,0.466714244942276,1.42595852082459
20.1884770979652,17.1282906709248,17.0558316176302,-1.42110011980796,-1.38603975321668,-1.93691822484393,0.933497805069549,0.674845482485469,1.06394071512962
19.5946508352515,17.4376573741888,18.1051206183849,-1.25256885773582,-1.08069332254916,-1.57436932337098,1.10555153550587,0.775035877832698,0.779907941535964
18.5693945768554,18.2517546183653,19.1380167301621,-2.4249040974804,-0.468029616511173,-1.02994264344405,1.47725398210519,0.678834823848639,1.01657181202138
18.4764743244387,19.1749618279633,19.311583920056,-2.95586338156953,0.790206434626512,-0.669550077822495,1.47474021708836,0.783071233686313,1.09798236658142
18.9268087004494,20.2205407927978,19.2793659282083,-2.17179005154888,1.04809869074248,-0.335011554549899,0.981445320810857,0.966974583836415,0.715323949797691
19.0848035840813,21.2139923461364,19.2325613809479,-1.65864673370092,-0.136009283271455,0.103845216716647,0.467838793481842,0.721536315260682,0.393466600271366
19.2971119813274,21.3186266828943,19.080542224449,-2.15576477668136,-1.10325705935844,0.189585744576735,0.208083008013113,0.494904388938877,0.388704735005912
19.622318660942,20.2374951482264,19.2795121824012,-2.61125933245336,-1.19942973187135,-0.152216262255377,0.243827023711782,0.942176038238314,0.258693257504497
19.2377244321545,19.2191758350528,19.4356028142357,-2.53543548222664,-0.826345178826356,-0.123943357857853,0.576602065273138,1.26251739913967,-0.294463295779483
18.4698810415064,19.2013924076099,19.1815866189062,-2.77324927569339,-0.287828537098719,0.128930489285756,0.734087943870882,0.779683934539603,-0.507769841503064
18.4276675312923,19.4355158735102,19.5095748944885,-2.99984032290509,-0.0474694034575107,-0.381461152700645,0.351950653084022,0.31192324527039,0.229046899731954
18.6438151901132,19.3018845379982,20.2590564216065,-1.51962696761254,-0.0448894406592311,-0.90685008419933,0.170266539375582,0.176770939290654,0.77301167730312
18.4647712206937,19.282855113709,19.9003240783271,0.752974412414142,0.126505799717243,-0.282445495795295,0.618172946294151,0.0315382618517603,0.32324810643064
18.5544997709181,19.483423383967,18.9291939030095,0.953864400415015,0.12716911724843,0.398023524206934,0.839038460789562,0.316380177496803,-0.00810798789235197
18.7043712467102,19.4044222081077,19.0961069370466,-0.373485537602738,-0.229002951949759,0.0477733914300401,0.639731393749457,0.928429303132981,0.207575010498723
18.4718960475674,19.2750387344521,19.9306865031886,-0.842534449802377,-0.399100317076408,-0.28756768283602,0.661157790685799,0.94216003890854,0.233425014867671
18.7608947215179,19.6414309591372,19.9254783552029,-0.480642476312733,-0.257896318236863,0.102251684555,0.607279587543413,0.6277593789799,0.197529537553721
19.1053756498186,20.0405455274374,19.5329917164507,0.335545059594794,-0.134642068422905,0.269247578788079,0.204585829371572,0.730736334728124,0.309606702599901
18.5445597468905,19.8884540275028,19.8170926263388,1.63025078005227,-0.0340642031334144,-0.184676390229791,0.381321160836489,0.772697258929402,0.239031535007254
18.2085310817551,19.6961832170396,20.2839070281972,1.54890526431302,0.124476035063203,-0.443116307781194,1.38381959379832,0.343355344612296,0.154866628120039
18.1617528136987,19.9128689978891,20.3964891651712,-0.669171119730614,0.158524354533467,-0.247815292915798,1.82856002180497,0.140099000912803,0.105630557947327
17.4966633545382,20.0459692970884,20.503645777022,-1.9350091850246,0.00228555194872966,-0.041706142340036,1.01878158052303,0.389562531247958,-0.123831265145576
17.1773582205942,19.8119030220893,20.6175519212556,-0.528203198187488,-0.0852267237018733,-0.0866109300198002,0.0822205610494028,0.36470976152724,-0.112143622282122
17.2318485118493,19.7035220558582,20.7360003421683,0.692639723751457,-0.091539062124282,-0.680609965346062,-0.0764615238024147,0.122554846964614,0.296717371927503
16.758261925078,20.0839508333196,21.1062992749912,0.158081769527664,-0.483507107100443,-1.51336541438026,0.221878205389988,0.327485537504551,0.504176943649284
16.8673525034912,20.5536262356567,21.4299163860714,-0.277185545357023,-1.20821771524353,-1.52339451176238,0.465526612258887,0.633413820687247,0.386167718427928
17.8097296482702,20.5468700935005,21.4726147154315,-0.666955604314252,-1.33731145647851,-0.961353706281886,0.397509201338747,0.508961434147126,0.344905544725551
18.3209592911185,20.3391972962845,21.4439883284112,-1.79027675190437,-0.847596234465903,-0.933220394282651,0.432291434203775,0.372887105690565,0.367145261989082
18.9065028836938,20.6202648174492,21.3457258456145,-1.61160397432615,-0.803478261047082,-1.11758570626858,1.0360944984177,0.566386322301569,0.280319045280968
19.9582963467417,21.106725277925,21.2039252388778,-0.0218035112174928,-1.07985922847633,-0.962537820049899,1.19196962189237,0.748404109208236,0.286991376760018
20.242765145801,20.9240938232707,21.1314567180112,0.455300345211776,-0.89806167530575,-0.980884517004698,0.40430330753629,0.666475190059393,0.34663144466189
19.8480040043511,20.4314429256079,20.9705981659917,0.164157746722495,-0.628564695861897,-1.23952872415561,0.130633827542164,0.560524348408202,0.248259825814836
19.9654845425456,20.7632126871391,20.8078659861373,0.410078398220503,-0.591845288336622,-1.19889444756839,0.495029870145846,0.697171527384244,0.416371638087376
20.5001841093753,21.3024456322993,21.0286302566028,0.552587978920794,-0.67952807925539,-1.03975641099701,0.332001212546146,0.808924517291898,0.73239193124943
20.6560780765298,20.5589303832426,21.2617542641946,0.545519945430294,-1.07690950554202,-1.30759450542766,0.0554886015288957,0.419994408580576,0.235163089013999
20.4065492944628,19.4172181788932,20.6727870695883,0.598635724819558,-1.18896065001252,-1.76775563831752,0.111092427490063,-0.265416437166533,-0.560833885677337
20.4615236262837,19.5557578771688,19.8211815205897,-0.135153649933606,-0.543601503902796,-1.79439861031295,0.11680244957964,-0.46113578473034,-0.433089667023541
20.9009777999188,20.259046913965,19.913546397157,-1.43104769857489,-0.193219032525597,-1.47356890128788,0.461481405555848,-0.0976701053331044,-0.0067976792377634
20.766232641269,20.3443439544006,20.3341293383632,-1.88105130052387,-0.425295889152153,-1.31853299183175,1.0430772492722,-0.0280179397831492,-0.14683539714698
20.0849197017796,20.1504178240665,20.1920630853248,-1.08023430027042,-0.397436923310862,-1.28586378689729,0.870380997804253,-0.296689084699832,-0.24565638102699
20.0278143574847,20.0622240324276,20.2008420302163,-0.166962649221271,-0.381261883586044,-1.00555949361376,0.230133194276797,-0.0208305468681248,-0.00524140794863727
20.3218794592686,20.0603710297877,20.4017228042658,-0.230982694645104,-0.780616737164582,-0.723153558646245,0.0651439719499585,0.507957149726702,-0.0224336683772976
19.8808893260759,20.2161953130418,20.1303032675611,-0.517915686276833,-0.96609252537175,-0.997175020106794,0.0591090527319293,0.296834823556969,-0.349895896750056
19.2564795952381,20.3720956375709,20.0805029533905,0.0422480468780046,-0.830941773004329,-1.65335097620666,-0.250871999602828,-0.298547150079974,-0.509183118041867
19.3962638940815,20.4218082457583,20.5724534252424,0.380609389121037,-0.956872276141786,-2.00864136182575,-0.28929555728012,-0.484868167525168,-0.431932844159099
19.973257821483,20.4687997825256,20.7394509395542,-0.320636643617562,-1.27432189488975,-1.95378338318099,0.0556701121295755,-0.414334988789563,-0.289386043884674
20.3943984990801,20.3842969783966,20.5221377937726,-0.797814249076734,-1.35012001146519,-2.08105429380726,0.0760584634003937,-0.380422188061287,-0.101279947004371
20.4693458799347,20.1354840217155,20.2275429406576,-0.779364349514084,-1.35933400207535,-2.58406062856781,-0.0304811217385743,-0.342005540508344,-0.0294489770225792
20.3397530284322,20.0376880272809,19.9035042755278,-1.11257351682147,-1.60074779839297,-2.59421745620063,0.0413329022665772,-0.31431284413378,-0.0607175644521207
20.3698311958086,20.1669463999798,20.0253331072929,-1.23317918261991,-1.9578887731259,-1.85407203858744,-0.26174827696384,-0.351956219729074,0.282449635626682
20.4886864758718,20.1925209431253,20.425136629514,-0.806942763325494,-2.39328646691735,-1.80043823602494,-0.373245393725748,-0.431031889212548,0.865501221808214
20.390937520542,19.9160118057348,20.2488508519709,-0.627823967990729,-2.60837846007626,-2.57248803703129,0.475248362764897,-0.388955972190583,0.927651397957398
20.227483505847,19.5582967835542,19.7560410864707,-0.636758806550759,-2.12900131353678,-2.30962925576642,0.952207161301501,-0.0284468933830433,0.503330522383334
20.094657438823,19.4219919869393,19.7834987236648,-0.600500201597695,-1.64067920332113,-1.33905601533418,0.243736809960482,0.500312611900057,0.265667807352156
19.8463217232745,19.5759960957139,20.2922806139503,-0.781974620790371,-1.75790466188955,-1.46576018784069,-0.432084788773919,0.782518079849317,0.538261786370797
19.6709147094809,19.8415955396973,20.5539741825432,-0.778315943994505,-1.62226104795659,-1.92692090008314,-0.458096824296584,0.642307753544534,0.897771138450538
19.7250454805228,19.925218489345,20.2003299792794,-0.314893095493901,-1.03266041702639,-1.38067397200163,-0.194361095872746,0.265114133346507,0.521089821570863
19.7635648777825,19.8459445432227,20.1086750991473,0.0749475335632838,-0.651409510161767,-0.545446670810135,0.0905800784671688,-0.0472531782582314,-0.204988636475569
19.7336548374155,19.9232781157269,20.9828241775155,0.148582157720128,-0.324437509348266,-0.335083077875053,0.0621859330346775,-0.114477371308429,-0.132470358086604
19.8928621475229,20.0801469501899,21.5235098430691,0.0443661956539792,-0.179254241691182,-0.717891051180674,-0.257477616477565,-0.00291210843850473,0.146624434776881
20.1630043727288,19.9558700250054,20.8446016392645,0.0531685877795389,-0.46700767311764,-0.967227170274549,-0.54005732028232,-0.0161943144322883,-0.319814894975569
20.1541939192575,19.6202566624231,20.3086748666212,0.38823364483446,-0.370237560574175,-0.419417072759692,-0.675806201745823,-0.30078836898803,-0.687746749108442
19.9643241549734,19.3706551142995,20.331284090281,0.50306164951137,0.106645104219033,0.0946946282780656,-0.432450991519605,-0.514229582678698,-0.539574296285262
20.3517966468329,19.356132699082,19.5549771734567,0.147259005375264,0.00399971112768792,-0.275222250505057,0.0650289667140096,-0.386584372469625,-0.635625931591417
21.280159340681,19.4836250590248,18.3161781175273,0.073954796386525,-0.35189135271458,-0.440045003362826,0.117786589558692,-0.239418977864281,-0.707654696748759
21.4061765553617,19.3609490328984,18.307165345233,0.309304109586876,-0.289658867531963,0.295207650884072,-0.179101106771262,-0.443842666300414,-0.304815751271219
