t,u1,u2
2.6175e+02,1.6793e+01,1.4077e+01
2.6180e+02,1.6675e+01,1.4116e+01
2.6185e+02,1.6298e+01,1.4148e+01
2.6190e+02,1.6058e+01,1.4156e+01
2.6195e+02,1.6107e+01,1.4092e+01
2.6200e+02,1.6250e+01,1.3943e+01
2.6205e+02,1.6241e+01,1.3793e+01
2.6210e+02,1.6079e+01,1.3707e+01
2.6215e+02,1.5947e+01,1.3662e+01
2.6220e+02,1.5953e+01,1.3699e+01
2.6225e+02,1.6023e+01,1.3897e+01
2.6230e+02,1.6023e+01,1.4182e+01
2.6235e+02,1.5918e+01,1.4357e+01
2.6240e+02,1.5779e+01,1.4307e+01
2.6245e+02,1.5679e+01,1.4115e+01
2.6250e+02,1.5602e+01,1.3979e+01
2.6255e+02,1.5452e+01,1.4008e+01
2.6260e+02,1.5171e+01,1.4147e+01
2.6265e+02,1.4831e+01,1.4295e+01
2.6270e+02,1.4592e+01,1.4396e+01
2.6275e+02,1.4556e+01,1.4420e+01
2.6280e+02,1.4672e+01,1.4349e+01
2.6285e+02,1.4788e+01,1.4216e+01
2.6290e+02,1.4800e+01,1.4115e+01
2.6295e+02,1.4708e+01,1.4161e+01
2.6300e+02,1.4569e+01,1.4398e+01
2.6305e+02,1.4434e+01,1.4743e+01
2.6310e+02,1.4328e+01,1.5040e+01
2.6315e+02,1.4245e+01,1.5203e+01
2.6320e+02,1.4163e+01,1.5305e+01
2.6325e+02,1.4070e+01,1.5490e+01
2.6330e+02,1.3979e+01,1.5800e+01
2.6335e+02,1.3914e+01,1.6123e+01
2.6340e+02,1.3893e+01,1.6310e+01
2.6345e+02,1.3921e+01,1.6334e+01
2.6350e+02,1.3995e+01,1.6286e+01
2.6355e+02,1.4096e+01,1.6228e+01
2.6360e+02,1.4177e+01,1.6098e+01
2.6365e+02,1.4174e+01,1.5808e+01
2.6370e+02,1.4062e+01,1.5407e+01
2.6375e+02,1.3904e+01,1.5081e+01
2.6380e+02,1.3824e+01,1.4987e+01
2.6385e+02,1.3889e+01,1.5097e+01
2.6390e+02,1.4042e+01,1.5207e+01
2.6395e+02,1.4150e+01,1.5111e+01
2.6400e+02,1.4129e+01,1.4773e+01
2.6405e+02,1.4018e+01,1.4362e+01
2.6410e+02,1.3916e+01,1.4103e+01
2.6415e+02,1.3871e+01,1.4055e+01
2.6420e+02,1.3863e+01,1.4067e+01
2.6425e+02,1.3863e+01,1.3963e+01
2.6430e+02,1.3876e+01,1.3724e+01
2.6435e+02,1.3914e+01,1.3499e+01
2.6440e+02,1.3955e+01,1.3466e+01
2.6445e+02,1.3958e+01,1.3651e+01
2.6450e+02,1.3907e+01,1.3912e+01
2.6455e+02,1.3837e+01,1.4069e+01
2.6460e+02,1.3808e+01,1.4065e+01
2.6465e+02,1.3858e+01,1.4003e+01
2.6470e+02,1.4008e+01,1.4040e+01
2.6475e+02,1.4258e+01,1.4237e+01
2.6480e+02,1.4529e+01,1.4497e+01
2.6485e+02,1.4642e+01,1.4667e+01
2.6490e+02,1.4464e+01,1.4680e+01
2.6495e+02,1.4080e+01,1.4613e+01
2.6500e+02,1.3775e+01,1.4596e+01
2.6505e+02,1.3759e+01,1.4666e+01
2.6510e+02,1.3967e+01,1.4731e+01
2.6515e+02,1.4188e+01,1.4688e+01
2.6520e+02,1.4302e+01,1.4540e+01
2.6525e+02,1.4320e+01,1.4392e+01
2.6530e+02,1.4290e+01,1.4344e+01
2.6535e+02,1.4181e+01,1.4380e+01
2.6540e+02,1.3906e+01,1.4382e+01
2.6545e+02,1.3489e+01,1.4272e+01
2.6550e+02,1.3092e+01,1.4114e+01
2.6555e+02,1.2843e+01,1.4037e+01
2.6560e+02,1.2727e+01,1.4097e+01
2.6565e+02,1.2671e+01,1.4225e+01
2.6570e+02,1.2670e+01,1.4288e+01
2.6575e+02,1.2767e+01,1.4204e+01
2.6580e+02,1.2922e+01,1.4027e+01
2.6585e+02,1.3000e+01,1.3914e+01
2.6590e+02,1.2912e+01,1.3972e+01
2.6595e+02,1.2746e+01,1.4131e+01
2.6600e+02,1.2683e+01,1.4225e+01
2.6605e+02,1.2801e+01,1.4166e+01
2.6610e+02,1.3001e+01,1.4010e+01
2.6615e+02,1.3115e+01,1.3892e+01
2.6620e+02,1.3030e+01,1.3915e+01
2.6625e+02,1.2749e+01,1.4059e+01
2.6630e+02,1.2419e+01,1.4199e+01
2.6635e+02,1.2248e+01,1.4216e+01
2.6640e+02,1.2289e+01,1.4098e+01
2.6645e+02,1.2392e+01,1.3937e+01
2.6650e+02,1.2434e+01,1.3853e+01
2.6655e+02,1.2440e+01,1.3889e+01
2.6660e+02,1.2453e+01,1.3990e+01
2.6665e+02,1.2454e+01,1.4062e+01
2.6670e+02,1.2397e+01,1.4049e+01
2.6675e+02,1.2276e+01,1.3970e+01
2.6680e+02,1.2136e+01,1.3891e+01
2.6685e+02,1.2012e+01,1.3872e+01
2.6690e+02,1.1888e+01,1.3915e+01
2.6695e+02,1.1764e+01,1.3974e+01
2.6700e+02,1.1715e+01,1.4009e+01
2.6705e+02,1.1866e+01,1.4020e+01
2.6710e+02,1.2285e+01,1.4027e+01
2.6715e+02,1.2867e+01,1.4033e+01
2.6720e+02,1.3388e+01,1.4020e+01
2.6725e+02,1.3690e+01,1.3970e+01
2.6730e+02,1.3794e+01,1.3843e+01
2.6735e+02,1.3830e+01,1.3593e+01
2.6740e+02,1.3898e+01,1.3252e+01
2.6745e+02,1.3983e+01,1.2943e+01
2.6750e+02,1.4006e+01,1.2769e+01
2.6755e+02,1.3950e+01,1.2707e+01
2.6760e+02,1.3924e+01,1.2653e+01
2.6765e+02,1.4055e+01,1.2534e+01
2.6770e+02,1.4342e+01,1.2396e+01
2.6775e+02,1.4638e+01,1.2353e+01
2.6780e+02,1.4790e+01,1.2447e+01
2.6785e+02,1.4769e+01,1.2603e+01
2.6790e+02,1.4655e+01,1.2730e+01
2.6795e+02,1.4547e+01,1.2814e+01
2.6800e+02,1.4498e+01,1.2907e+01
2.6805e+02,1.4512e+01,1.3048e+01
2.6810e+02,1.4575e+01,1.3202e+01
2.6815e+02,1.4664e+01,1.3307e+01
2.6820e+02,1.4757e+01,1.3346e+01
2.6825e+02,1.4821e+01,1.3343e+01
2.6830e+02,1.4817e+01,1.3314e+01
2.6835e+02,1.4728e+01,1.3257e+01
2.6840e+02,1.4598e+01,1.3172e+01
2.6845e+02,1.4515e+01,1.3084e+01
2.6850e+02,1.4544e+01,1.3034e+01
2.6855e+02,1.4670e+01,1.3040e+01
2.6860e+02,1.4823e+01,1.3088e+01
2.6865e+02,1.4933e+01,1.3138e+01
2.6870e+02,1.4972e+01,1.3145e+01
2.6875e+02,1.4949e+01,1.3081e+01
2.6880e+02,1.4893e+01,1.2958e+01
2.6885e+02,1.4828e+01,1.2825e+01
2.6890e+02,1.4760e+01,1.2749e+01
2.6895e+02,1.4664e+01,1.2773e+01
2.6900e+02,1.4526e+01,1.2862e+01
2.6905e+02,1.4381e+01,1.2914e+01
2.6910e+02,1.4308e+01,1.2856e+01
2.6915e+02,1.4340e+01,1.2740e+01
2.6920e+02,1.4431e+01,1.2709e+01
2.6925e+02,1.4512e+01,1.2853e+01
2.6930e+02,1.4560e+01,1.3082e+01
2.6935e+02,1.4603e+01,1.3192e+01
2.6940e+02,1.4666e+01,1.3080e+01
2.6945e+02,1.4710e+01,1.2865e+01
2.6950e+02,1.4653e+01,1.2741e+01
2.6955e+02,1.4459e+01,1.2771e+01
2.6960e+02,1.4204e+01,1.2872e+01
2.6965e+02,1.4050e+01,1.2948e+01
2.6970e+02,1.4119e+01,1.2979e+01
2.6975e+02,1.4373e+01,1.2986e+01
2.6980e+02,1.4620e+01,1.2984e+01
2.6985e+02,1.4667e+01,1.2984e+01
2.6990e+02,1.4496e+01,1.3013e+01
2.6995e+02,1.4253e+01,1.3104e+01
2.7000e+02,1.4067e+01,1.3257e+01
2.7005e+02,1.3962e+01,1.3432e+01
2.7010e+02,1.3898e+01,1.3560e+01
2.7015e+02,1.3845e+01,1.3586e+01
2.7020e+02,1.3810e+01,1.3513e+01
2.7025e+02,1.3822e+01,1.3413e+01
2.7030e+02,1.3912e+01,1.3378e+01
2.7035e+02,1.4086e+01,1.3446e+01
2.7040e+02,1.4296e+01,1.3551e+01
2.7045e+02,1.4441e+01,1.3572e+01
2.7050e+02,1.4442e+01,1.3447e+01
2.7055e+02,1.4317e+01,1.3268e+01
2.7060e+02,1.4174e+01,1.3219e+01
2.7065e+02,1.4105e+01,1.3392e+01
2.7070e+02,1.4108e+01,1.3665e+01
2.7075e+02,1.4130e+01,1.3827e+01
2.7080e+02,1.4149e+01,1.3819e+01
2.7085e+02,1.4176e+01,1.3783e+01
2.7090e+02,1.4220e+01,1.3857e+01
2.7095e+02,1.4265e+01,1.3993e+01
2.7100e+02,1.4295e+01,1.4050e+01
2.7105e+02,1.4298e+01,1.3987e+01
2.7110e+02,1.4276e+01,1.3884e+01
2.7115e+02,1.4244e+01,1.3810e+01
2.7120e+02,1.4214e+01,1.3784e+01
2.7125e+02,1.4163e+01,1.3819e+01
2.7130e+02,1.4062e+01,1.3912e+01
2.7135e+02,1.3942e+01,1.3994e+01
2.7140e+02,1.3913e+01,1.3962e+01
2.7145e+02,1.4053e+01,1.3819e+01
2.7150e+02,1.4304e+01,1.3696e+01
2.7155e+02,1.4491e+01,1.3696e+01
2.7160e+02,1.4485e+01,1.3775e+01
2.7165e+02,1.4324e+01,1.3807e+01
2.7170e+02,1.4165e+01,1.3733e+01
2.7175e+02,1.4134e+01,1.3623e+01
2.7180e+02,1.4231e+01,1.3595e+01
2.7185e+02,1.4345e+01,1.3698e+01
2.7190e+02,1.4352e+01,1.3867e+01
2.7195e+02,1.4228e+01,1.3983e+01
2.7200e+02,1.4075e+01,1.3984e+01
2.7205e+02,1.4042e+01,1.3912e+01
2.7210e+02,1.4161e+01,1.3857e+01
2.7215e+02,1.4290e+01,1.3878e+01
2.7220e+02,1.4263e+01,1.3953e+01
2.7225e+02,1.4096e+01,1.4013e+01
2.7230e+02,1.3984e+01,1.3997e+01
2.7235e+02,1.4081e+01,1.3889e+01
2.7240e+02,1.4336e+01,1.3713e+01
2.7245e+02,1.4565e+01,1.3523e+01
2.7250e+02,1.4643e+01,1.3384e+01
2.7255e+02,1.4582e+01,1.3340e+01
2.7260e+02,1.4462e+01,1.3383e+01
2.7265e+02,1.4362e+01,1.3442e+01
2.7270e+02,1.4331e+01,1.3424e+01
2.7275e+02,1.4359e+01,1.3312e+01
2.7280e+02,1.4372e+01,1.3218e+01
2.7285e+02,1.4309e+01,1.3270e+01
2.7290e+02,1.4205e+01,1.3428e+01
2.7295e+02,1.4154e+01,1.3510e+01
2.7300e+02,1.4196e+01,1.3424e+01
2.7305e+02,1.4269e+01,1.3303e+01
2.7310e+02,1.4313e+01,1.3322e+01
2.7315e+02,1.4340e+01,1.3515e+01
2.7320e+02,1.4384e+01,1.3783e+01
2.7325e+02,1.4420e+01,1.4006e+01
2.7330e+02,1.4401e+01,1.4129e+01
2.7335e+02,1.4314e+01,1.4174e+01
2.7340e+02,1.4177e+01,1.4187e+01
2.7345e+02,1.4005e+01,1.4193e+01
2.7350e+02,1.3821e+01,1.4194e+01
2.7355e+02,1.3678e+01,1.4175e+01
2.7360e+02,1.3647e+01,1.4131e+01
2.7365e+02,1.3754e+01,1.4083e+01
2.7370e+02,1.3955e+01,1.4063e+01
2.7375e+02,1.4158e+01,1.4077e+01
2.7380e+02,1.4243e+01,1.4090e+01
2.7385e+02,1.4153e+01,1.4047e+01
2.7390e+02,1.3956e+01,1.3931e+01
2.7395e+02,1.3792e+01,1.3784e+01
2.7400e+02,1.3717e+01,1.3672e+01
2.7405e+02,1.3652e+01,1.3644e+01
2.7410e+02,1.3514e+01,1.3681e+01
2.7415e+02,1.3379e+01,1.3688e+01
2.7420e+02,1.3419e+01,1.3608e+01
2.7425e+02,1.3671e+01,1.3504e+01
2.7430e+02,1.3956e+01,1.3477e+01
2.7435e+02,1.4079e+01,1.3581e+01
2.7440e+02,1.4008e+01,1.3808e+01
2.7445e+02,1.3845e+01,1.4085e+01
2.7450e+02,1.3724e+01,1.4318e+01
2.7455e+02,1.3737e+01,1.4462e+01
2.7460e+02,1.3915e+01,1.4513e+01
2.7465e+02,1.4196e+01,1.4485e+01
2.7470e+02,1.4468e+01,1.4416e+01
2.7475e+02,1.4662e+01,1.4348e+01
2.7480e+02,1.4780e+01,1.4288e+01
2.7485e+02,1.4830e+01,1.4200e+01
2.7490e+02,1.4754e+01,1.4076e+01
2.7495e+02,1.4469e+01,1.3979e+01
2.7500e+02,1.4058e+01,1.3979e+01
2.7505e+02,1.3811e+01,1.4071e+01
2.7510e+02,1.3963e+01,1.4174e+01
2.7515e+02,1.4432e+01,1.4222e+01
2.7520e+02,1.4892e+01,1.4233e+01
2.7525e+02,1.5046e+01,1.4290e+01
2.7530e+02,1.4828e+01,1.4405e+01
2.7535e+02,1.4426e+01,1.4476e+01
2.7540e+02,1.4089e+01,1.4434e+01
2.7545e+02,1.3914e+01,1.4333e+01
2.7550e+02,1.3862e+01,1.4244e+01
2.7555e+02,1.3908e+01,1.4192e+01
2.7560e+02,1.4049e+01,1.4191e+01
2.7565e+02,1.4218e+01,1.4275e+01
2.7570e+02,1.4308e+01,1.4454e+01
2.7575e+02,1.4284e+01,1.4663e+01
2.7580e+02,1.4207e+01,1.4775e+01
2.7585e+02,1.4136e+01,1.4718e+01
2.7590e+02,1.4072e+01,1.4555e+01
2.7595e+02,1.3982e+01,1.4416e+01
2.7600e+02,1.3857e+01,1.4383e+01
2.7605e+02,1.3722e+01,1.4448e+01
2.7610e+02,1.3636e+01,1.4553e+01
2.7615e+02,1.3644e+01,1.4657e+01
2.7620e+02,1.3738e+01,1.4748e+01
2.7625e+02,1.3857e+01,1.4797e+01
2.7630e+02,1.3947e+01,1.4786e+01
2.7635e+02,1.3998e+01,1.4768e+01
2.7640e+02,1.4057e+01,1.4807e+01
2.7645e+02,1.4167e+01,1.4893e+01
2.7650e+02,1.4307e+01,1.4953e+01
2.7655e+02,1.4396e+01,1.4946e+01
2.7660e+02,1.4384e+01,1.4914e+01
2.7665e+02,1.4295e+01,1.4905e+01
2.7670e+02,1.4198e+01,1.4927e+01
2.7675e+02,1.4159e+01,1.4995e+01
2.7680e+02,1.4173e+01,1.5148e+01
2.7685e+02,1.4124e+01,1.5353e+01
2.7690e+02,1.3886e+01,1.5500e+01
2.7695e+02,1.3520e+01,1.5537e+01
2.7700e+02,1.3275e+01,1.5539e+01
2.7705e+02,1.3282e+01,1.5635e+01
2.7710e+02,1.3405e+01,1.5857e+01
2.7715e+02,1.3428e+01,1.6056e+01
2.7720e+02,1.3268e+01,1.6031e+01
2.7725e+02,1.3027e+01,1.5754e+01
2.7730e+02,1.2902e+01,1.5406e+01
2.7735e+02,1.2987e+01,1.5212e+01
2.7740e+02,1.3177e+01,1.5236e+01
2.7745e+02,1.3285e+01,1.5365e+01
2.7750e+02,1.3239e+01,1.5461e+01
2.7755e+02,1.3168e+01,1.5505e+01
2.7760e+02,1.3271e+01,1.5584e+01
2.7765e+02,1.3591e+01,1.5754e+01
2.7770e+02,1.3943e+01,1.5947e+01
2.7775e+02,1.4074e+01,1.6032e+01
2.7780e+02,1.3927e+01,1.5939e+01
2.7785e+02,1.3680e+01,1.5725e+01
2.7790e+02,1.3525e+01,1.5519e+01
2.7795e+02,1.3487e+01,1.5406e+01
2.7800e+02,1.3465e+01,1.5354e+01
2.7805e+02,1.3382e+01,1.5260e+01
2.7810e+02,1.3272e+01,1.5084e+01
2.7815e+02,1.3238e+01,1.4927e+01
2.7820e+02,1.3329e+01,1.4929e+01
2.7825e+02,1.3479e+01,1.5116e+01
2.7830e+02,1.3574e+01,1.5367e+01
2.7835e+02,1.3581e+01,1.5526e+01
2.7840e+02,1.3574e+01,1.5512e+01
2.7845e+02,1.3606e+01,1.5369e+01
2.7850e+02,1.3632e+01,1.5201e+01
2.7855e+02,1.3568e+01,1.5079e+01
2.7860e+02,1.3416e+01,1.5000e+01
2.7865e+02,1.3250e+01,1.4935e+01
2.7870e+02,1.3103e+01,1.4891e+01
2.7875e+02,1.2931e+01,1.4904e+01
2.7880e+02,1.2713e+01,1.4987e+01
2.7885e+02,1.2545e+01,1.5097e+01
2.7890e+02,1.2564e+01,1.5149e+01
2.7895e+02,1.2807e+01,1.5056e+01
2.7900e+02,1.3149e+01,1.4818e+01
2.7905e+02,1.3398e+01,1.4558e+01
2.7910e+02,1.3433e+01,1.4439e+01
2.7915e+02,1.3273e+01,1.4475e+01
2.7920e+02,1.3036e+01,1.4502e+01
2.7925e+02,1.2850e+01,1.4387e+01
2.7930e+02,1.2782e+01,1.4224e+01
2.7935e+02,1.2808e+01,1.4257e+01
2.7940e+02,1.2856e+01,1.4582e+01
2.7945e+02,1.2869e+01,1.4989e+01
2.7950e+02,1.2847e+01,1.5186e+01
2.7955e+02,1.2809e+01,1.5111e+01
2.7960e+02,1.2750e+01,1.4903e+01
2.7965e+02,1.2655e+01,1.4709e+01
2.7970e+02,1.2553e+01,1.4573e+01
2.7975e+02,1.2496e+01,1.4471e+01
2.7980e+02,1.2487e+01,1.4396e+01
2.7985e+02,1.2508e+01,1.4341e+01
2.7990e+02,1.2562e+01,1.4263e+01
2.7995e+02,1.2668e+01,1.4132e+01
2.8000e+02,1.2840e+01,1.3985e+01
2.8005e+02,1.3031e+01,1.3903e+01
2.8010e+02,1.3182e+01,1.3916e+01
2.8015e+02,1.3274e+01,1.3961e+01
2.8020e+02,1.3267e+01,1.3913e+01
2.8025e+02,1.3125e+01,1.3728e+01
2.8030e+02,1.2923e+01,1.3535e+01
2.8035e+02,1.2833e+01,1.3521e+01
2.8040e+02,1.2970e+01,1.3682e+01
2.8045e+02,1.3247e+01,1.3826e+01
2.8050e+02,1.3432e+01,1.3802e+01
2.8055e+02,1.3401e+01,1.3672e+01
2.8060e+02,1.3249e+01,1.3603e+01
2.8065e+02,1.3148e+01,1.3677e+01
2.8070e+02,1.3150e+01,1.3827e+01
2.8075e+02,1.3181e+01,1.3929e+01
2.8080e+02,1.3182e+01,1.3906e+01
2.8085e+02,1.3170e+01,1.3773e+01
2.8090e+02,1.3186e+01,1.3622e+01
2.8095e+02,1.3239e+01,1.3565e+01
2.8100e+02,1.3331e+01,1.3640e+01
2.8105e+02,1.3466e+01,1.3766e+01
2.8110e+02,1.3614e+01,1.3817e+01
2.8115e+02,1.3695e+01,1.3754e+01
2.8120e+02,1.3641e+01,1.3655e+01
2.8125e+02,1.3458e+01,1.3624e+01
2.8130e+02,1.3212e+01,1.3687e+01
2.8135e+02,1.2991e+01,1.3802e+01
2.8140e+02,1.2845e+01,1.3920e+01
2.8145e+02,1.2768e+01,1.4007e+01
2.8150e+02,1.2711e+01,1.4049e+01
2.8155e+02,1.2636e+01,1.4072e+01
2.8160e+02,1.2546e+01,1.4142e+01
2.8165e+02,1.2487e+01,1.4323e+01
2.8170e+02,1.2527e+01,1.4599e+01
2.8175e+02,1.2725e+01,1.4875e+01
2.8180e+02,1.3071e+01,1.5047e+01
2.8185e+02,1.3429e+01,1.5074e+01
2.8190e+02,1.3610e+01,1.4983e+01
2.8195e+02,1.3537e+01,1.4818e+01
2.8200e+02,1.3318e+01,1.4597e+01
2.8205e+02,1.3128e+01,1.4319e+01
2.8210e+02,1.3043e+01,1.4016e+01
2.8215e+02,1.3034e+01,1.3771e+01
2.8220e+02,1.3066e+01,1.3680e+01
2.8225e+02,1.3164e+01,1.3782e+01
2.8230e+02,1.3359e+01,1.3998e+01
2.8235e+02,1.3575e+01,1.4168e+01
2.8240e+02,1.3654e+01,1.4164e+01
2.8245e+02,1.3541e+01,1.3960e+01
2.8250e+02,1.3372e+01,1.3630e+01
2.8255e+02,1.3274e+01,1.3323e+01
2.8260e+02,1.3192e+01,1.3208e+01
2.8265e+02,1.2975e+01,1.3379e+01
2.8270e+02,1.2616e+01,1.3739e+01
2.8275e+02,1.2333e+01,1.4044e+01
2.8280e+02,1.2368e+01,1.4129e+01
2.8285e+02,1.2731e+01,1.4071e+01
2.8290e+02,1.3173e+01,1.4091e+01
2.8295e+02,1.3406e+01,1.4270e+01
2.8300e+02,1.3325e+01,1.4416e+01
2.8305e+02,1.3050e+01,1.4259e+01
2.8310e+02,1.2821e+01,1.3775e+01
2.8315e+02,1.2792e+01,1.3268e+01
2.8320e+02,1.2899e+01,1.3097e+01
2.8325e+02,1.2961e+01,1.3349e+01
2.8330e+02,1.2912e+01,1.3819e+01
2.8335e+02,1.2867e+01,1.4224e+01
2.8340e+02,1.2927e+01,1.4400e+01
2.8345e+02,1.3005e+01,1.4346e+01
2.8350e+02,1.2910e+01,1.4211e+01
2.8355e+02,1.2588e+01,1.4197e+01
2.8360e+02,1.2217e+01,1.4386e+01
2.8365e+02,1.2005e+01,1.4665e+01
2.8370e+02,1.1973e+01,1.4857e+01
2.8375e+02,1.1986e+01,1.4906e+01
2.8380e+02,1.1986e+01,1.4869e+01
2.8385e+02,1.2050e+01,1.4783e+01
2.8390e+02,1.2224e+01,1.4606e+01
2.8395e+02,1.2405e+01,1.4321e+01
2.8400e+02,1.2458e+01,1.4033e+01
2.8405e+02,1.2381e+01,1.3917e+01
2.8410e+02,1.2303e+01,1.4047e+01
2.8415e+02,1.2320e+01,1.4303e+01
2.8420e+02,1.2389e+01,1.4459e+01
2.8425e+02,1.2389e+01,1.4382e+01
2.8430e+02,1.2272e+01,1.4153e+01
2.8435e+02,1.2149e+01,1.3991e+01
2.8440e+02,1.2155e+01,1.4011e+01
2.8445e+02,1.2244e+01,1.4110e+01
2.8450e+02,1.2218e+01,1.4113e+01
2.8455e+02,1.1962e+01,1.3970e+01
2.8460e+02,1.1615e+01,1.3749e+01
2.8465e+02,1.1449e+01,1.3533e+01
2.8470e+02,1.1588e+01,1.3372e+01
2.8475e+02,1.1877e+01,1.3290e+01
2.8480e+02,1.2058e+01,1.3290e+01
2.8485e+02,1.2033e+01,1.3360e+01
2.8490e+02,1.1911e+01,1.3480e+01
2.8495e+02,1.1837e+01,1.3635e+01
2.8500e+02,1.1821e+01,1.3803e+01
2.8505e+02,1.1761e+01,1.3935e+01
2.8510e+02,1.1592e+01,1.3978e+01
2.8515e+02,1.1390e+01,1.3959e+01
2.8520e+02,1.1294e+01,1.3994e+01
2.8525e+02,1.1391e+01,1.4156e+01
2.8530e+02,1.1621e+01,1.4358e+01
2.8535e+02,1.1799e+01,1.4452e+01
2.8540e+02,1.1799e+01,1.4429e+01
2.8545e+02,1.1636e+01,1.4436e+01
2.8550e+02,1.1424e+01,1.4546e+01
2.8555e+02,1.1298e+01,1.4629e+01
2.8560e+02,1.1308e+01,1.4534e+01
2.8565e+02,1.1398e+01,1.4323e+01
2.8570e+02,1.1502e+01,1.4185e+01
2.8575e+02,1.1649e+01,1.4156e+01
2.8580e+02,1.1938e+01,1.4114e+01
2.8585e+02,1.2375e+01,1.3986e+01
2.8590e+02,1.2769e+01,1.3851e+01
2.8595e+02,1.2885e+01,1.3789e+01
2.8600e+02,1.2700e+01,1.3746e+01
2.8605e+02,1.2432e+01,1.3643e+01
2.8610e+02,1.2308e+01,1.3555e+01
2.8615e+02,1.2342e+01,1.3680e+01
2.8620e+02,1.2378e+01,1.4092e+01
2.8625e+02,1.2316e+01,1.4577e+01
2.8630e+02,1.2205e+01,1.4791e+01
2.8635e+02,1.2149e+01,1.4569e+01
2.8640e+02,1.2187e+01,1.4066e+01
2.8645e+02,1.2282e+01,1.3624e+01
2.8650e+02,1.2345e+01,1.3494e+01
2.8655e+02,1.2315e+01,1.3609e+01
2.8660e+02,1.2236e+01,1.3717e+01
2.8665e+02,1.2250e+01,1.3705e+01
2.8670e+02,1.2467e+01,1.3705e+01
2.8675e+02,1.2806e+01,1.3813e+01
2.8680e+02,1.3066e+01,1.3897e+01
2.8685e+02,1.3166e+01,1.3800e+01
2.8690e+02,1.3197e+01,1.3593e+01
2.8695e+02,1.3268e+01,1.3479e+01
2.8700e+02,1.3366e+01,1.3543e+01
2.8705e+02,1.3371e+01,1.3707e+01
2.8710e+02,1.3190e+01,1.3907e+01
2.8715e+02,1.2880e+01,1.4166e+01
2.8720e+02,1.2629e+01,1.4432e+01
2.8725e+02,1.2611e+01,1.4526e+01
2.8730e+02,1.2813e+01,1.4356e+01
2.8735e+02,1.3030e+01,1.4106e+01
2.8740e+02,1.3060e+01,1.4103e+01
2.8745e+02,1.2911e+01,1.4458e+01
2.8750e+02,1.2773e+01,1.4935e+01
2.8755e+02,1.2808e+01,1.5210e+01
2.8760e+02,1.3010e+01,1.5188e+01
2.8765e+02,1.3260e+01,1.5033e+01
2.8770e+02,1.3448e+01,1.4968e+01
2.8775e+02,1.3516e+01,1.5039e+01
2.8780e+02,1.3460e+01,1.5112e+01
2.8785e+02,1.3310e+01,1.5075e+01
2.8790e+02,1.3117e+01,1.4968e+01
2.8795e+02,1.2946e+01,1.4897e+01
2.8800e+02,1.2832e+01,1.4885e+01
2.8805e+02,1.2750e+01,1.4850e+01
2.8810e+02,1.2656e+01,1.4735e+01
2.8815e+02,1.2554e+01,1.4592e+01
2.8820e+02,1.2463e+01,1.4514e+01
2.8825e+02,1.2362e+01,1.4515e+01
2.8830e+02,1.2238e+01,1.4520e+01
2.8835e+02,1.2147e+01,1.4477e+01
2.8840e+02,1.2170e+01,1.4441e+01
2.8845e+02,1.2322e+01,1.4498e+01
2.8850e+02,1.2554e+01,1.4650e+01
2.8855e+02,1.2787e+01,1.4790e+01
2.8860e+02,1.2888e+01,1.4817e+01
2.8865e+02,1.2732e+01,1.4740e+01
2.8870e+02,1.2370e+01,1.4658e+01
2.8875e+02,1.2043e+01,1.4642e+01
2.8880e+02,1.1946e+01,1.4667e+01
2.8885e+02,1.2001e+01,1.4675e+01
2.8890e+02,1.1939e+01,1.4641e+01
2.8895e+02,1.1612e+01,1.4587e+01
2.8900e+02,1.1184e+01,1.4542e+01
2.8905e+02,1.0994e+01,1.4523e+01
2.8910e+02,1.1233e+01,1.4529e+01
2.8915e+02,1.1750e+01,1.4535e+01
2.8920e+02,1.2207e+01,1.4508e+01
2.8925e+02,1.2365e+01,1.4456e+01
2.8930e+02,1.2250e+01,1.4436e+01
2.8935e+02,1.2069e+01,1.4500e+01
2.8940e+02,1.1992e+01,1.4625e+01
2.8945e+02,1.2060e+01,1.4719e+01
2.8950e+02,1.2251e+01,1.4706e+01
2.8955e+02,1.2557e+01,1.4590e+01
2.8960e+02,1.2961e+01,1.4439e+01
2.8965e+02,1.3393e+01,1.4338e+01
2.8970e+02,1.3741e+01,1.4335e+01
2.8975e+02,1.3911e+01,1.4411e+01
2.8980e+02,1.3898e+01,1.4501e+01
2.8985e+02,1.3804e+01,1.4553e+01
2.8990e+02,1.3760e+01,1.4574e+01
2.8995e+02,1.3826e+01,1.4611e+01
2.9000e+02,1.3958e+01,1.4687e+01
2.9005e+02,1.4066e+01,1.4759e+01
2.9010e+02,1.4089e+01,1.4764e+01
2.9015e+02,1.4006e+01,1.4698e+01
2.9020e+02,1.3840e+01,1.4619e+01
2.9025e+02,1.3654e+01,1.4573e+01
2.9030e+02,1.3512e+01,1.4534e+01
2.9035e+02,1.3419e+01,1.4437e+01
2.9040e+02,1.3368e+01,1.4280e+01
2.9045e+02,1.3413e+01,1.4146e+01
2.9050e+02,1.3634e+01,1.4118e+01
2.9055e+02,1.3973e+01,1.4177e+01
2.9060e+02,1.4213e+01,1.4230e+01
2.9065e+02,1.4168e+01,1.4222e+01
2.9070e+02,1.3862e+01,1.4210e+01
2.9075e+02,1.3481e+01,1.4282e+01
2.9080e+02,1.3193e+01,1.4433e+01
2.9085e+02,1.3066e+01,1.4545e+01
