t,u1,u2
9.6595e+02,1.0524e+01,1.1911e+01
9.6600e+02,1.0489e+01,1.1996e+01
9.6605e+02,1.0447e+01,1.2143e+01
9.6610e+02,1.0611e+01,1.2255e+01
9.6615e+02,1.1053e+01,1.2271e+01
9.6620e+02,1.1513e+01,1.2205e+01
9.6625e+02,1.1626e+01,1.2116e+01
9.6630e+02,1.1326e+01,1.2052e+01
9.6635e+02,1.0942e+01,1.2046e+01
9.6640e+02,1.0852e+01,1.2104e+01
9.6645e+02,1.1111e+01,1.2200e+01
9.6650e+02,1.1442e+01,1.2271e+01
9.6655e+02,1.1546e+01,1.2267e+01
9.6660e+02,1.1397e+01,1.2209e+01
9.6665e+02,1.1235e+01,1.2172e+01
9.6670e+02,1.1292e+01,1.2215e+01
9.6675e+02,1.1551e+01,1.2322e+01
9.6680e+02,1.1755e+01,1.2417e+01
9.6685e+02,1.1685e+01,1.2430e+01
9.6690e+02,1.1399e+01,1.2368e+01
9.6695e+02,1.1130e+01,1.2306e+01
9.6700e+02,1.1034e+01,1.2319e+01
9.6705e+02,1.1056e+01,1.2397e+01
9.6710e+02,1.1037e+01,1.2460e+01
9.6715e+02,1.0878e+01,1.2442e+01
9.6720e+02,1.0609e+01,1.2341e+01
9.6725e+02,1.0340e+01,1.2186e+01
9.6730e+02,1.0174e+01,1.2004e+01
9.6735e+02,1.0138e+01,1.1829e+01
9.6740e+02,1.0183e+01,1.1726e+01
9.6745e+02,1.0231e+01,1.1769e+01
9.6750e+02,1.0239e+01,1.1964e+01
9.6755e+02,1.0195e+01,1.2217e+01
9.6760e+02,1.0085e+01,1.2377e+01
9.6765e+02,9.9136e+00,1.2361e+01
9.6770e+02,9.7634e+00,1.2233e+01
9.6775e+02,9.7370e+00,1.2135e+01
9.6780e+02,9.8307e+00,1.2136e+01
9.6785e+02,9.9248e+00,1.2171e+01
9.6790e+02,9.9324e+00,1.2149e+01
9.6795e+02,9.9084e+00,1.2077e+01
9.6800e+02,9.9767e+00,1.2090e+01
9.6805e+02,1.0177e+01,1.2308e+01
9.6810e+02,1.0411e+01,1.2664e+01
9.6815e+02,1.0529e+01,1.2910e+01
9.6820e+02,1.0455e+01,1.2856e+01
9.6825e+02,1.0242e+01,1.2570e+01
9.6830e+02,1.0017e+01,1.2295e+01
9.6835e+02,9.9120e+00,1.2184e+01
9.6840e+02,9.9895e+00,1.2153e+01
9.6845e+02,1.0191e+01,1.2031e+01
9.6850e+02,1.0380e+01,1.1778e+01
9.6855e+02,1.0427e+01,1.1540e+01
9.6860e+02,1.0299e+01,1.1478e+01
9.6865e+02,1.0099e+01,1.1601e+01
9.6870e+02,1.0007e+01,1.1794e+01
9.6875e+02,1.0123e+01,1.1979e+01
9.6880e+02,1.0355e+01,1.2156e+01
9.6885e+02,1.0521e+01,1.2318e+01
9.6890e+02,1.0508e+01,1.2401e+01
9.6895e+02,1.0372e+01,1.2361e+01
9.6900e+02,1.0279e+01,1.2252e+01
9.6905e+02,1.0333e+01,1.2183e+01
9.6910e+02,1.0497e+01,1.2214e+01
9.6915e+02,1.0630e+01,1.2295e+01
9.6920e+02,1.0603e+01,1.2311e+01
9.6925e+02,1.0443e+01,1.2216e+01
9.6930e+02,1.0291e+01,1.2120e+01
9.6935e+02,1.0274e+01,1.2177e+01
9.6940e+02,1.0452e+01,1.2405e+01
9.6945e+02,1.0716e+01,1.2657e+01
9.6950e+02,1.0808e+01,1.2759e+01
9.6955e+02,1.0570e+01,1.2668e+01
9.6960e+02,1.0125e+01,1.2499e+01
9.6965e+02,9.7750e+00,1.2399e+01
9.6970e+02,9.7019e+00,1.2424e+01
9.6975e+02,9.8175e+00,1.2526e+01
9.6980e+02,9.8907e+00,1.2627e+01
9.6985e+02,9.7822e+00,1.2690e+01
9.6990e+02,9.5701e+00,1.2714e+01
9.6995e+02,9.4079e+00,1.2704e+01
9.7000e+02,9.3251e+00,1.2658e+01
9.7005e+02,9.2540e+00,1.2589e+01
9.7010e+02,9.1689e+00,1.2530e+01
9.7015e+02,9.1103e+00,1.2516e+01
9.7020e+02,9.0978e+00,1.2547e+01
9.7025e+02,9.0933e+00,1.2576e+01
9.7030e+02,9.0781e+00,1.2538e+01
9.7035e+02,9.1077e+00,1.2427e+01
9.7040e+02,9.2334e+00,1.2320e+01
9.7045e+02,9.4000e+00,1.2291e+01
9.7050e+02,9.5007e+00,1.2326e+01
9.7055e+02,9.5479e+00,1.2334e+01
9.7060e+02,9.6898e+00,1.2257e+01
9.7065e+02,9.9912e+00,1.2124e+01
9.7070e+02,1.0305e+01,1.2009e+01
9.7075e+02,1.0459e+01,1.1938e+01
9.7080e+02,1.0486e+01,1.1876e+01
9.7085e+02,1.0568e+01,1.1799e+01
9.7090e+02,1.0769e+01,1.1750e+01
9.7095e+02,1.0958e+01,1.1797e+01
9.7100e+02,1.0992e+01,1.1912e+01
9.7105e+02,1.0889e+01,1.1962e+01
9.7110e+02,1.0792e+01,1.1871e+01
9.7115e+02,1.0809e+01,1.1729e+01
9.7120e+02,1.0912e+01,1.1706e+01
9.7125e+02,1.0974e+01,1.1860e+01
9.7130e+02,1.0895e+01,1.2078e+01
9.7135e+02,1.0714e+01,1.2193e+01
9.7140e+02,1.0570e+01,1.2136e+01
9.7145e+02,1.0568e+01,1.1981e+01
9.7150e+02,1.0683e+01,1.1859e+01
9.7155e+02,1.0805e+01,1.1838e+01
9.7160e+02,1.0823e+01,1.1879e+01
9.7165e+02,1.0698e+01,1.1898e+01
9.7170e+02,1.0490e+01,1.1863e+01
9.7175e+02,1.0322e+01,1.1805e+01
9.7180e+02,1.0279e+01,1.1760e+01
9.7185e+02,1.0327e+01,1.1728e+01
9.7190e+02,1.0368e+01,1.1694e+01
9.7195e+02,1.0362e+01,1.1652e+01
9.7200e+02,1.0334e+01,1.1611e+01
9.7205e+02,1.0306e+01,1.1584e+01
9.7210e+02,1.0275e+01,1.1595e+01
9.7215e+02,1.0266e+01,1.1657e+01
9.7220e+02,1.0336e+01,1.1749e+01
9.7225e+02,1.0493e+01,1.1822e+01
9.7230e+02,1.0634e+01,1.1834e+01
9.7235e+02,1.0616e+01,1.1787e+01
9.7240e+02,1.0406e+01,1.1737e+01
9.7245e+02,1.0146e+01,1.1744e+01
9.7250e+02,1.0057e+01,1.1834e+01
9.7255e+02,1.0234e+01,1.1993e+01
9.7260e+02,1.0535e+01,1.2200e+01
9.7265e+02,1.0721e+01,1.2412e+01
9.7270e+02,1.0702e+01,1.2565e+01
9.7275e+02,1.0589e+01,1.2617e+01
9.7280e+02,1.0520e+01,1.2588e+01
9.7285e+02,1.0514e+01,1.2558e+01
9.7290e+02,1.0506e+01,1.2580e+01
9.7295e+02,1.0460e+01,1.2615e+01
9.7300e+02,1.0417e+01,1.2576e+01
9.7305e+02,1.0448e+01,1.2443e+01
9.7310e+02,1.0588e+01,1.2290e+01
9.7315e+02,1.0800e+01,1.2203e+01
9.7320e+02,1.0965e+01,1.2215e+01
9.7325e+02,1.0953e+01,1.2294e+01
9.7330e+02,1.0743e+01,1.2347e+01
9.7335e+02,1.0475e+01,1.2234e+01
9.7340e+02,1.0339e+01,1.1919e+01
9.7345e+02,1.0413e+01,1.1554e+01
9.7350e+02,1.0601e+01,1.1337e+01
9.7355e+02,1.0735e+01,1.1334e+01
9.7360e+02,1.0719e+01,1.1455e+01
9.7365e+02,1.0600e+01,1.1570e+01
9.7370e+02,1.0498e+01,1.1602e+01
9.7375e+02,1.0474e+01,1.1546e+01
9.7380e+02,1.0491e+01,1.1450e+01
9.7385e+02,1.0485e+01,1.1395e+01
9.7390e+02,1.0445e+01,1.1451e+01
9.7395e+02,1.0395e+01,1.1611e+01
9.7400e+02,1.0354e+01,1.1780e+01
9.7405e+02,1.0308e+01,1.1874e+01
9.7410e+02,1.0235e+01,1.1924e+01
9.7415e+02,1.0130e+01,1.2041e+01
9.7420e+02,1.0039e+01,1.2271e+01
9.7425e+02,1.0021e+01,1.2512e+01
9.7430e+02,1.0080e+01,1.2602e+01
9.7435e+02,1.0148e+01,1.2491e+01
9.7440e+02,1.0151e+01,1.2320e+01
9.7445e+02,1.0078e+01,1.2276e+01
9.7450e+02,9.9845e+00,1.2404e+01
9.7455e+02,9.9374e+00,1.2566e+01
9.7460e+02,9.9593e+00,1.2605e+01
9.7465e+02,1.0026e+01,1.2522e+01
9.7470e+02,1.0082e+01,1.2433e+01
9.7475e+02,1.0078e+01,1.2403e+01
9.7480e+02,1.0019e+01,1.2399e+01
9.7485e+02,9.9764e+00,1.2382e+01
9.7490e+02,1.0017e+01,1.2368e+01
9.7495e+02,1.0125e+01,1.2374e+01
9.7500e+02,1.0206e+01,1.2363e+01
9.7505e+02,1.0191e+01,1.2300e+01
9.7510e+02,1.0112e+01,1.2211e+01
9.7515e+02,1.0043e+01,1.2105e+01
9.7520e+02,1.0005e+01,1.1928e+01
9.7525e+02,9.9467e+00,1.1686e+01
9.7530e+02,9.8371e+00,1.1531e+01
9.7535e+02,9.7321e+00,1.1633e+01
9.7540e+02,9.7153e+00,1.1971e+01
9.7545e+02,9.7826e+00,1.2320e+01
9.7550e+02,9.8327e+00,1.2464e+01
9.7555e+02,9.7888e+00,1.2358e+01
9.7560e+02,9.6991e+00,1.2122e+01
9.7565e+02,9.6924e+00,1.1939e+01
9.7570e+02,9.8262e+00,1.1909e+01
9.7575e+02,1.0005e+01,1.1971e+01
9.7580e+02,1.0084e+01,1.2005e+01
9.7585e+02,1.0015e+01,1.1974e+01
9.7590e+02,9.8726e+00,1.1941e+01
9.7595e+02,9.7629e+00,1.1970e+01
9.7600e+02,9.7536e+00,1.2028e+01
9.7605e+02,9.8470e+00,1.2009e+01
9.7610e+02,9.9921e+00,1.1870e+01
9.7615e+02,1.0120e+01,1.1715e+01
9.7620e+02,1.0178e+01,1.1708e+01
9.7625e+02,1.0151e+01,1.1898e+01
9.7630e+02,1.0085e+01,1.2167e+01
9.7635e+02,1.0059e+01,1.2345e+01
9.7640e+02,1.0113e+01,1.2355e+01
9.7645e+02,1.0204e+01,1.2243e+01
9.7650e+02,1.0255e+01,1.2081e+01
9.7655e+02,1.0240e+01,1.1911e+01
9.7660e+02,1.0189e+01,1.1760e+01
9.7665e+02,1.0147e+01,1.1688e+01
9.7670e+02,1.0138e+01,1.1752e+01
9.7675e+02,1.0172e+01,1.1944e+01
9.7680e+02,1.0245e+01,1.2174e+01
9.7685e+02,1.0335e+01,1.2320e+01
9.7690e+02,1.0399e+01,1.2336e+01
9.7695e+02,1.0410e+01,1.2278e+01
9.7700e+02,1.0376e+01,1.2239e+01
9.7705e+02,1.0306e+01,1.2258e+01
9.7710e+02,1.0197e+01,1.2294e+01
9.7715e+02,1.0086e+01,1.2289e+01
9.7720e+02,1.0056e+01,1.2230e+01
9.7725e+02,1.0142e+01,1.2156e+01
9.7730e+02,1.0261e+01,1.2116e+01
9.7735e+02,1.0300e+01,1.2100e+01
9.7740e+02,1.0257e+01,1.2071e+01
9.7745e+02,1.0250e+01,1.2031e+01
9.7750e+02,1.0356e+01,1.2022e+01
9.7755e+02,1.0472e+01,1.2072e+01
9.7760e+02,1.0440e+01,1.2190e+01
9.7765e+02,1.0263e+01,1.2372e+01
9.7770e+02,1.0118e+01,1.2580e+01
9.7775e+02,1.0150e+01,1.2743e+01
9.7780e+02,1.0344e+01,1.2830e+01
9.7785e+02,1.0573e+01,1.2890e+01
9.7790e+02,1.0732e+01,1.2966e+01
9.7795e+02,1.0794e+01,1.2998e+01
9.7800e+02,1.0781e+01,1.2862e+01
9.7805e+02,1.0692e+01,1.2563e+01
9.7810e+02,1.0527e+01,1.2326e+01
9.7815e+02,1.0335e+01,1.2407e+01
9.7820e+02,1.0182e+01,1.2798e+01
9.7825e+02,1.0125e+01,1.3206e+01
9.7830e+02,1.0192e+01,1.3370e+01
9.7835e+02,1.0392e+01,1.3323e+01
9.7840e+02,1.0697e+01,1.3263e+01
9.7845e+02,1.1014e+01,1.3294e+01
9.7850e+02,1.1210e+01,1.3340e+01
9.7855e+02,1.1215e+01,1.3302e+01
9.7860e+02,1.1089e+01,1.3190e+01
9.7865e+02,1.0972e+01,1.3079e+01
9.7870e+02,1.0957e+01,1.3002e+01
9.7875e+02,1.1003e+01,1.2937e+01
9.7880e+02,1.1013e+01,1.2852e+01
9.7885e+02,1.0952e+01,1.2761e+01
9.7890e+02,1.0858e+01,1.2712e+01
9.7895e+02,1.0758e+01,1.2748e+01
9.7900e+02,1.0645e+01,1.2846e+01
9.7905e+02,1.0528e+01,1.2911e+01
9.7910e+02,1.0442e+01,1.2855e+01
9.7915e+02,1.0389e+01,1.2709e+01
9.7920e+02,1.0308e+01,1.2633e+01
9.7925e+02,1.0151e+01,1.2742e+01
9.7930e+02,9.9798e+00,1.2955e+01
9.7935e+02,9.9208e+00,1.3055e+01
9.7940e+02,1.0014e+01,1.2942e+01
9.7945e+02,1.0154e+01,1.2739e+01
9.7950e+02,1.0204e+01,1.2637e+01
9.7955e+02,1.0158e+01,1.2679e+01
9.7960e+02,1.0129e+01,1.2746e+01
9.7965e+02,1.0208e+01,1.2729e+01
9.7970e+02,1.0351e+01,1.2660e+01
9.7975e+02,1.0412e+01,1.2661e+01
9.7980e+02,1.0287e+01,1.2781e+01
9.7985e+02,1.0008e+01,1.2939e+01
9.7990e+02,9.7373e+00,1.3023e+01
9.7995e+02,9.6328e+00,1.2989e+01
9.8000e+02,9.7022e+00,1.2881e+01
9.8005e+02,9.8145e+00,1.2763e+01
9.8010e+02,9.8483e+00,1.2661e+01
9.8015e+02,9.8082e+00,1.2557e+01
9.8020e+02,9.7890e+00,1.2421e+01
9.8025e+02,9.8466e+00,1.2249e+01
9.8030e+02,9.9484e+00,1.2068e+01
9.8035e+02,1.0033e+01,1.1920e+01
9.8040e+02,1.0077e+01,1.1833e+01
9.8045e+02,1.0097e+01,1.1804e+01
9.8050e+02,1.0116e+01,1.1787e+01
9.8055e+02,1.0127e+01,1.1720e+01
9.8060e+02,1.0126e+01,1.1590e+01
9.8065e+02,1.0144e+01,1.1460e+01
9.8070e+02,1.0235e+01,1.1407e+01
9.8075e+02,1.0397e+01,1.1466e+01
9.8080e+02,1.0541e+01,1.1634e+01
9.8085e+02,1.0560e+01,1.1884e+01
9.8090e+02,1.0454e+01,1.2138e+01
9.8095e+02,1.0324e+01,1.2267e+01
9.8100e+02,1.0270e+01,1.2172e+01
9.8105e+02,1.0298e+01,1.1899e+01
9.8110e+02,1.0323e+01,1.1626e+01
9.8115e+02,1.0266e+01,1.1507e+01
9.8120e+02,1.0150e+01,1.1545e+01
9.8125e+02,1.0084e+01,1.1604e+01
9.8130e+02,1.0135e+01,1.1543e+01
9.8135e+02,1.0241e+01,1.1342e+01
9.8140e+02,1.0282e+01,1.1106e+01
9.8145e+02,1.0222e+01,1.0948e+01
9.8150e+02,1.0145e+01,1.0899e+01
9.8155e+02,1.0137e+01,1.0925e+01
9.8160e+02,1.0180e+01,1.1004e+01
9.8165e+02,1.0214e+01,1.1139e+01
9.8170e+02,1.0240e+01,1.1294e+01
9.8175e+02,1.0312e+01,1.1356e+01
9.8180e+02,1.0453e+01,1.1228e+01
9.8185e+02,1.0584e+01,1.0955e+01
9.8190e+02,1.0564e+01,1.0725e+01
9.8195e+02,1.0321e+01,1.0712e+01
9.8200e+02,9.9532e+00,1.0911e+01
9.8205e+02,9.6560e+00,1.1167e+01
9.8210e+02,9.5383e+00,1.1311e+01
9.8215e+02,9.5309e+00,1.1270e+01
9.8220e+02,9.4973e+00,1.1080e+01
9.8225e+02,9.3877e+00,1.0844e+01
9.8230e+02,9.2503e+00,1.0705e+01
9.8235e+02,9.1323e+00,1.0791e+01
9.8240e+02,9.0364e+00,1.1107e+01
9.8245e+02,8.9586e+00,1.1508e+01
9.8250e+02,8.9062e+00,1.1796e+01
9.8255e+02,8.8667e+00,1.1870e+01
9.8260e+02,8.8052e+00,1.1772e+01
9.8265e+02,8.7309e+00,1.1617e+01
9.8270e+02,8.7336e+00,1.1506e+01
9.8275e+02,8.8895e+00,1.1462e+01
9.8280e+02,9.1543e+00,1.1433e+01
9.8285e+02,9.3768e+00,1.1361e+01
9.8290e+02,9.4397e+00,1.1266e+01
9.8295e+02,9.3891e+00,1.1229e+01
9.8300e+02,9.3602e+00,1.1295e+01
9.8305e+02,9.3959e+00,1.1419e+01
9.8310e+02,9.4274e+00,1.1522e+01
9.8315e+02,9.4061e+00,1.1573e+01
9.8320e+02,9.3670e+00,1.1598e+01
9.8325e+02,9.3479e+00,1.1594e+01
9.8330e+02,9.3125e+00,1.1493e+01
9.8335e+02,9.1854e+00,1.1259e+01
9.8340e+02,8.9485e+00,1.0994e+01
9.8345e+02,8.7057e+00,1.0860e+01
9.8350e+02,8.6131e+00,1.0946e+01
9.8355e+02,8.7137e+00,1.1262e+01
9.8360e+02,8.8752e+00,1.1759e+01
9.8365e+02,8.9064e+00,1.2278e+01
9.8370e+02,8.7312e+00,1.2565e+01
9.8375e+02,8.4550e+00,1.2477e+01
9.8380e+02,8.2495e+00,1.2157e+01
9.8385e+02,8.1934e+00,1.1916e+01
9.8390e+02,8.2497e+00,1.1928e+01
9.8395e+02,8.3517e+00,1.2099e+01
9.8400e+02,8.4808e+00,1.2251e+01
9.8405e+02,8.6730e+00,1.2350e+01
9.8410e+02,8.9508e+00,1.2495e+01
9.8415e+02,9.2582e+00,1.2749e+01
9.8420e+02,9.4880e+00,1.3035e+01
9.8425e+02,9.5732e+00,1.3187e+01
9.8430e+02,9.5435e+00,1.3105e+01
9.8435e+02,9.4976e+00,1.2813e+01
9.8440e+02,9.5318e+00,1.2393e+01
9.8445e+02,9.6723e+00,1.1927e+01
9.8450e+02,9.8532e+00,1.1497e+01
9.8455e+02,9.9806e+00,1.1211e+01
9.8460e+02,1.0020e+01,1.1175e+01
9.8465e+02,1.0023e+01,1.1396e+01
9.8470e+02,1.0066e+01,1.1737e+01
9.8475e+02,1.0154e+01,1.2008e+01
9.8480e+02,1.0221e+01,1.2103e+01
9.8485e+02,1.0225e+01,1.2046e+01
9.8490e+02,1.0192e+01,1.1937e+01
9.8495e+02,1.0148e+01,1.1868e+01
9.8500e+02,1.0084e+01,1.1863e+01
9.8505e+02,1.0022e+01,1.1896e+01
9.8510e+02,1.0040e+01,1.1933e+01
9.8515e+02,1.0191e+01,1.1972e+01
9.8520e+02,1.0403e+01,1.2018e+01
9.8525e+02,1.0549e+01,1.2066e+01
9.8530e+02,1.0592e+01,1.2104e+01
9.8535e+02,1.0612e+01,1.2129e+01
9.8540e+02,1.0675e+01,1.2135e+01
9.8545e+02,1.0773e+01,1.2119e+01
9.8550e+02,1.0876e+01,1.2117e+01
9.8555e+02,1.0988e+01,1.2175e+01
9.8560e+02,1.1126e+01,1.2288e+01
9.8565e+02,1.1278e+01,1.2380e+01
9.8570e+02,1.1402e+01,1.2367e+01
9.8575e+02,1.1455e+01,1.2228e+01
9.8580e+02,1.1420e+01,1.1999e+01
9.8585e+02,1.1316e+01,1.1735e+01
9.8590e+02,1.1197e+01,1.1548e+01
9.8595e+02,1.1107e+01,1.1607e+01
9.8600e+02,1.1059e+01,1.1957e+01
9.8605e+02,1.1072e+01,1.2378e+01
9.8610e+02,1.1152e+01,1.2524e+01
9.8615e+02,1.1270e+01,1.2262e+01
9.8620e+02,1.1358e+01,1.1827e+01
9.8625e+02,1.1340e+01,1.1618e+01
9.8630e+02,1.1201e+01,1.1843e+01
9.8635e+02,1.1012e+01,1.2347e+01
9.8640e+02,1.0865e+01,1.2773e+01
9.8645e+02,1.0794e+01,1.2891e+01
9.8650e+02,1.0764e+01,1.2771e+01
9.8655e+02,1.0710e+01,1.2634e+01
9.8660e+02,1.0607e+01,1.2615e+01
9.8665e+02,1.0512e+01,1.2671e+01
9.8670e+02,1.0508e+01,1.2692e+01
9.8675e+02,1.0598e+01,1.2647e+01
9.8680e+02,1.0675e+01,1.2602e+01
9.8685e+02,1.0638e+01,1.2614e+01
9.8690e+02,1.0535e+01,1.2643e+01
9.8695e+02,1.0531e+01,1.2591e+01
9.8700e+02,1.0728e+01,1.2424e+01
9.8705e+02,1.1037e+01,1.2214e+01
9.8710e+02,1.1283e+01,1.2062e+01
9.8715e+02,1.1393e+01,1.1988e+01
9.8720e+02,1.1418e+01,1.1943e+01
9.8725e+02,1.1430e+01,1.1895e+01
9.8730e+02,1.1440e+01,1.1865e+01
9.8735e+02,1.1426e+01,1.1861e+01
9.8740e+02,1.1375e+01,1.1834e+01
9.8745e+02,1.1300e+01,1.1722e+01
9.8750e+02,1.1244e+01,1.1541e+01
9.8755e+02,1.1255e+01,1.1404e+01
9.8760e+02,1.1342e+01,1.1407e+01
9.8765e+02,1.1455e+01,1.1525e+01
9.8770e+02,1.1516e+01,1.1624e+01
9.8775e+02,1.1492e+01,1.1592e+01
9.8780e+02,1.1412e+01,1.1448e+01
9.8785e+02,1.1305e+01,1.1320e+01
9.8790e+02,1.1158e+01,1.1321e+01
9.8795e+02,1.0964e+01,1.1431e+01
9.8800e+02,1.0781e+01,1.1511e+01
9.8805e+02,1.0708e+01,1.1443e+01
9.8810e+02,1.0771e+01,1.1261e+01
9.8815e+02,1.0873e+01,1.1116e+01
9.8820e+02,1.0915e+01,1.1090e+01
9.8825e+02,1.0925e+01,1.1133e+01
9.8830e+02,1.0999e+01,1.1165e+01
9.8835e+02,1.1148e+01,1.1187e+01
9.8840e+02,1.1253e+01,1.1258e+01
9.8845e+02,1.1195e+01,1.1369e+01
9.8850e+02,1.1026e+01,1.1440e+01
9.8855e+02,1.0917e+01,1.1449e+01
9.8860e+02,1.0956e+01,1.1487e+01
9.8865e+02,1.1071e+01,1.1656e+01
9.8870e+02,1.1146e+01,1.1958e+01
9.8875e+02,1.1117e+01,1.2291e+01
9.8880e+02,1.0978e+01,1.2523e+01
9.8885e+02,1.0758e+01,1.2579e+01
9.8890e+02,1.0507e+01,1.2476e+01
9.8895e+02,1.0297e+01,1.2276e+01
9.8900e+02,1.0193e+01,1.2039e+01
9.8905e+02,1.0206e+01,1.1829e+01
9.8910e+02,1.0292e+01,1.1707e+01
9.8915e+02,1.0410e+01,1.1718e+01
9.8920e+02,1.0559e+01,1.1834e+01
9.8925e+02,1.0743e+01,1.1957e+01
9.8930e+02,1.0920e+01,1.1986e+01
9.8935e+02,1.1006e+01,1.1887e+01
9.8940e+02,1.0961e+01,1.1725e+01
9.8945e+02,1.0838e+01,1.1620e+01
9.8950e+02,1.0729e+01,1.1631e+01
9.8955e+02,1.0669e+01,1.1723e+01
9.8960e+02,1.0619e+01,1.1806e+01
9.8965e+02,1.0542e+01,1.1820e+01
9.8970e+02,1.0467e+01,1.1784e+01
9.8975e+02,1.0466e+01,1.1754e+01
9.8980e+02,1.0575e+01,1.1742e+01
9.8985e+02,1.0739e+01,1.1725e+01
9.8990e+02,1.0859e+01,1.1712e+01
9.8995e+02,1.0889e+01,1.1732e+01
9.9000e+02,1.0871e+01,1.1759e+01
9.9005e+02,1.0871e+01,1.1698e+01
9.9010e+02,1.0912e+01,1.1508e+01
9.9015e+02,1.0979e+01,1.1284e+01
9.9020e+02,1.1070e+01,1.1166e+01
9.9025e+02,1.1205e+01,1.1179e+01
9.9030e+02,1.1387e+01,1.1191e+01
9.9035e+02,1.1573e+01,1.1030e+01
9.9040e+02,1.1698e+01,1.0674e+01
9.9045e+02,1.1702e+01,1.0316e+01
9.9050e+02,1.1573e+01,1.0199e+01
9.9055e+02,1.1389e+01,1.0441e+01
9.9060e+02,1.1270e+01,1.0922e+01
9.9065e+02,1.1276e+01,1.1303e+01
9.9070e+02,1.1383e+01,1.1363e+01
9.9075e+02,1.1537e+01,1.1214e+01
9.9080e+02,1.1679e+01,1.1074e+01
9.9085e+02,1.1749e+01,1.1045e+01
9.9090e+02,1.1702e+01,1.1088e+01
9.9095e+02,1.1567e+01,1.1114e+01
9.9100e+02,1.1458e+01,1.1075e+01
9.9105e+02,1.1480e+01,1.0982e+01
9.9110e+02,1.1608e+01,1.0854e+01
9.9115e+02,1.1690e+01,1.0687e+01
9.9120e+02,1.1593e+01,1.0493e+01
9.9125e+02,1.1345e+01,1.0334e+01
9.9130e+02,1.1125e+01,1.0256e+01
9.9135e+02,1.1122e+01,1.0237e+01
9.9140e+02,1.1372e+01,1.0224e+01
9.9145e+02,1.1721e+01,1.0203e+01
9.9150e+02,1.1974e+01,1.0164e+01
9.9155e+02,1.2061e+01,1.0060e+01
9.9160e+02,1.2050e+01,9.8639e+00
9.9165e+02,1.2014e+01,9.6490e+00
9.9170e+02,1.1961e+01,9.5413e+00
9.9175e+02,1.1874e+01,9.5856e+00
9.9180e+02,1.1764e+01,9.7042e+00
9.9185e+02,1.1661e+01,9.7943e+00
9.9190e+02,1.1588e+01,9.8348e+00
9.9195e+02,1.1561e+01,9.8858e+00
9.9200e+02,1.1578e+01,9.9947e+00
9.9205e+02,1.1595e+01,1.0130e+01
9.9210e+02,1.1556e+01,1.0222e+01
9.9215e+02,1.1466e+01,1.0237e+01
9.9220e+02,1.1406e+01,1.0189e+01
9.9225e+02,1.1457e+01,1.0102e+01
9.9230e+02,1.1590e+01,1.0005e+01
9.9235e+02,1.1675e+01,9.9407e+00
9.9240e+02,1.1602e+01,9.9496e+00
9.9245e+02,1.1390e+01,1.0027e+01
9.9250e+02,1.1173e+01,1.0112e+01
9.9255e+02,1.1091e+01,1.0139e+01
9.9260e+02,1.1182e+01,1.0101e+01
9.9265e+02,1.1368e+01,1.0071e+01
9.9270e+02,1.1506e+01,1.0139e+01
9.9275e+02,1.1490e+01,1.0321e+01
9.9280e+02,1.1339e+01,1.0524e+01
9.9285e+02,1.1189e+01,1.0654e+01
9.9290e+02,1.1179e+01,1.0703e+01
9.9295e+02,1.1320e+01,1.0748e+01
9.9300e+02,1.1484e+01,1.0869e+01
9.9305e+02,1.1542e+01,1.1057e+01
9.9310e+02,1.1486e+01,1.1229e+01
9.9315e+02,1.1405e+01,1.1307e+01
9.9320e+02,1.1385e+01,1.1282e+01
9.9325e+02,1.1429e+01,1.1216e+01
9.9330e+02,1.1459e+01,1.1185e+01
9.9335e+02,1.1429e+01,1.1228e+01
9.9340e+02,1.1407e+01,1.1336e+01
9.9345e+02,1.1487e+01,1.1482e+01
9.9350e+02,1.1665e+01,1.1657e+01
9.9355e+02,1.1869e+01,1.1850e+01
9.9360e+02,1.2046e+01,1.2025e+01
9.9365e+02,1.2182e+01,1.2177e+01
9.9370e+02,1.2271e+01,1.2408e+01
9.9375e+02,1.2347e+01,1.2849e+01
9.9380e+02,1.2525e+01,1.3444e+01
9.9385e+02,1.2891e+01,1.3906e+01
9.9390e+02,1.3339e+01,1.3984e+01
9.9395e+02,1.3612e+01,1.3705e+01
9.9400e+02,1.3565e+01,1.3281e+01
9.9405e+02,1.3333e+01,1.2883e+01
9.9410e+02,1.3212e+01,1.2583e+01
9.9415e+02,1.3369e+01,1.2400e+01
9.9420e+02,1.3699e+01,1.2286e+01
9.9425e+02,1.3956e+01,1.2139e+01
9.9430e+02,1.3991e+01,1.1935e+01
9.9435e+02,1.3828e+01,1.1771e+01
9.9440e+02,1.3609e+01,1.1761e+01
9.9445e+02,1.3471e+01,1.1891e+01
9.9450e+02,1.3454e+01,1.2016e+01
9.9455e+02,1.3470e+01,1.2009e+01
9.9460e+02,1.3425e+01,1.1905e+01
9.9465e+02,1.3349e+01,1.1863e+01
9.9470e+02,1.3364e+01,1.2013e+01
9.9475e+02,1.3519e+01,1.2306e+01
9.9480e+02,1.3690e+01,1.2530e+01
9.9485e+02,1.3692e+01,1.2503e+01
9.9490e+02,1.3493e+01,1.2256e+01
9.9495e+02,1.3274e+01,1.1992e+01
9.9500e+02,1.3259e+01,1.1864e+01
9.9505e+02,1.3477e+01,1.1828e+01
