t,x1,y1,z1,x2,y2,z2
5.245000e+02,5.143551e-02,6.072707e-02,4.464694e-02,2.808304e-02,7.475681e-02,2.309443e-02
5.250000e+02,5.235922e-02,5.842769e-02,5.757502e-02,2.902135e-02,7.230507e-02,2.914722e-02
5.255000e+02,5.212185e-02,6.537580e-02,7.149151e-02,2.889038e-02,7.930864e-02,4.420441e-02
5.260000e+02,5.057783e-02,6.489003e-02,6.176917e-02,2.759048e-02,7.904185e-02,4.338843e-02
5.265000e+02,5.274124e-02,5.875685e-02,5.111703e-02,2.972011e-02,7.295541e-02,3.886791e-02
5.270000e+02,5.176046e-02,5.708627e-02,5.209362e-02,2.862058e-02,7.124303e-02,3.554799e-02
5.275000e+02,5.131903e-02,6.026066e-02,4.050480e-02,2.847148e-02,7.425613e-02,1.682637e-02
5.280000e+02,5.171855e-02,5.692728e-02,4.434569e-02,2.818792e-02,7.077098e-02,1.359276e-02
5.285000e+02,5.387189e-02,5.325956e-02,4.375076e-02,3.030959e-02,6.715437e-02,1.774050e-02
5.290000e+02,5.236464e-02,5.659403e-02,3.918141e-02,2.955951e-02,7.073693e-02,2.623055e-02
5.295000e+02,5.149881e-02,6.012389e-02,4.586391e-02,2.821506e-02,7.426394e-02,3.076966e-02
5.300000e+02,5.347165e-02,5.704976e-02,5.071692e-02,3.010997e-02,7.109629e-02,3.113352e-02
5.305000e+02,5.291287e-02,5.486364e-02,5.008532e-02,3.005928e-02,6.875456e-02,2.319363e-02
5.310000e+02,5.447081e-02,5.669724e-02,4.980436e-02,3.090941e-02,7.057383e-02,2.326803e-02
5.315000e+02,5.257560e-02,5.394374e-02,3.935198e-02,2.892547e-02,6.801529e-02,2.134978e-02
5.320000e+02,5.281821e-02,5.007947e-02,4.108229e-02,2.955827e-02,6.418066e-02,2.537712e-02
5.325000e+02,5.374010e-02,5.190069e-02,6.518696e-02,3.027111e-02,6.601274e-02,4.829301e-02
5.330000e+02,5.184791e-02,4.917723e-02,6.526158e-02,2.835959e-02,6.315224e-02,4.002459e-02
5.335000e+02,5.120412e-02,4.781179e-02,6.058618e-02,2.779171e-02,6.173131e-02,3.284345e-02
5.340000e+02,5.123327e-02,4.894908e-02,4.900862e-02,2.763557e-02,6.298225e-02,2.748662e-02
5.345000e+02,5.305813e-02,5.107006e-02,3.925224e-02,2.963904e-02,6.516033e-02,2.429202e-02
5.350000e+02,5.181039e-02,5.061521e-02,3.949640e-02,2.821864e-02,6.474982e-02,2.457105e-02
5.355000e+02,5.297768e-02,5.108974e-02,4.600851e-02,2.958460e-02,6.504888e-02,2.204575e-02
5.360000e+02,5.233989e-02,5.223939e-02,4.326894e-02,2.951052e-02,6.612631e-02,1.600819e-02
5.365000e+02,5.207484e-02,5.268752e-02,5.301929e-02,2.878019e-02,6.666876e-02,2.833515e-02
5.370000e+02,5.171951e-02,5.243465e-02,5.128571e-02,2.822713e-02,6.658346e-02,3.454291e-02
5.375000e+02,5.173913e-02,5.174798e-02,4.054616e-02,2.862821e-02,6.597211e-02,2.913286e-02
5.380000e+02,5.317591e-02,5.151498e-02,5.731103e-02,2.945246e-02,6.553596e-02,3.546791e-02
5.385000e+02,5.203575e-02,4.996786e-02,4.470832e-02,2.854292e-02,6.387575e-02,1.819894e-02
5.390000e+02,5.204938e-02,5.084008e-02,4.557126e-02,2.920149e-02,6.473821e-02,1.873576e-02
5.395000e+02,5.296533e-02,5.399265e-02,5.051146e-02,2.961689e-02,6.801804e-02,2.968877e-02
5.400000e+02,5.367547e-02,5.584522e-02,5.279401e-02,3.019403e-02,7.002448e-02,3.992764e-02
5.405000e+02,5.212142e-02,5.845390e-02,5.958443e-02,2.903555e-02,7.256692e-02,4.134706e-02
5.410000e+02,5.254499e-02,6.067611e-02,5.723313e-02,2.910713e-02,7.469902e-02,3.490740e-02
5.415000e+02,5.333984e-02,6.153546e-02,4.777381e-02,3.005889e-02,7.536709e-02,1.897738e-02
5.420000e+02,5.186772e-02,6.216934e-02,4.594318e-02,2.888905e-02,7.613616e-02,2.197348e-02
5.425000e+02,5.011072e-02,6.122565e-02,4.129687e-02,2.709901e-02,7.541177e-02,2.645182e-02
5.430000e+02,5.196351e-02,5.879159e-02,3.529755e-02,2.905198e-02,7.290942e-02,2.021999e-02
5.435000e+02,5.245961e-02,5.925323e-02,5.402555e-02,2.918487e-02,7.328904e-02,3.305945e-02
5.440000e+02,5.208231e-02,5.828817e-02,5.316752e-02,2.854108e-02,7.220207e-02,2.613275e-02
5.445000e+02,5.081976e-02,5.679367e-02,5.089073e-02,2.760696e-02,7.069078e-02,2.186495e-02
5.450000e+02,5.398515e-02,6.007440e-02,4.733644e-02,3.073544e-02,7.411840e-02,3.026113e-02
5.455000e+02,5.520884e-02,6.386501e-02,4.303538e-02,3.214368e-02,7.795058e-02,3.132896e-02
5.460000e+02,5.078828e-02,6.224399e-02,3.892544e-02,2.822082e-02,7.639700e-02,2.477026e-02
5.465000e+02,5.332173e-02,5.948588e-02,5.377094e-02,3.015297e-02,7.330614e-02,2.362583e-02
5.470000e+02,5.416999e-02,6.295253e-02,5.320767e-02,3.055644e-02,7.675503e-02,2.365344e-02
5.475000e+02,5.206205e-02,6.339497e-02,5.653604e-02,2.903552e-02,7.743932e-02,3.416125e-02
5.480000e+02,5.276354e-02,5.849705e-02,6.044553e-02,2.954533e-02,7.271926e-02,4.870419e-02
5.485000e+02,5.300506e-02,5.538767e-02,4.362559e-02,2.977048e-02,6.957111e-02,3.168149e-02
5.490000e+02,5.259628e-02,5.697279e-02,4.971828e-02,2.971458e-02,7.088706e-02,2.281947e-02
5.495000e+02,5.250090e-02,5.426277e-02,4.902100e-02,2.921417e-02,6.811765e-02,1.968322e-02
5.500000e+02,5.325290e-02,5.122653e-02,4.501397e-02,2.974290e-02,6.513501e-02,1.901405e-02
5.505000e+02,5.383276e-02,5.309246e-02,4.254547e-02,3.046259e-02,6.727613e-02,2.997680e-02
5.510000e+02,5.090692e-02,5.488336e-02,4.416666e-02,2.761588e-02,6.914410e-02,3.266893e-02
5.515000e+02,5.089033e-02,5.009953e-02,4.620678e-02,2.764510e-02,6.410044e-02,2.202182e-02
5.520000e+02,5.470626e-02,5.231103e-02,4.951429e-02,3.137168e-02,6.612941e-02,2.060044e-02
5.525000e+02,5.242248e-02,5.564441e-02,5.321588e-02,2.897240e-02,6.957341e-02,2.605235e-02
5.530000e+02,5.133927e-02,5.407753e-02,4.037192e-02,2.814409e-02,6.820692e-02,2.320556e-02
5.535000e+02,5.542118e-02,5.109624e-02,4.760380e-02,3.195273e-02,6.523838e-02,3.582490e-02
5.540000e+02,5.349282e-02,5.124685e-02,5.382361e-02,2.983202e-02,6.534490e-02,3.667577e-02
5.545000e+02,5.102314e-02,5.006449e-02,5.913497e-02,2.768542e-02,6.405097e-02,3.332314e-02
5.550000e+02,5.345635e-02,4.713308e-02,6.678866e-02,3.009821e-02,6.096434e-02,3.560068e-02
5.555000e+02,5.290730e-02,4.803928e-02,5.423201e-02,2.940767e-02,6.204314e-02,3.123458e-02
5.560000e+02,5.096574e-02,4.883859e-02,4.258519e-02,2.758983e-02,6.308608e-02,3.161843e-02
5.565000e+02,5.212762e-02,5.012350e-02,3.840674e-02,2.890065e-02,6.435654e-02,2.809112e-02
5.570000e+02,5.430572e-02,5.436598e-02,3.627956e-02,3.096117e-02,6.838431e-02,1.710167e-02
5.575000e+02,5.076496e-02,5.510557e-02,4.987449e-02,2.755728e-02,6.882201e-02,1.178725e-02
5.580000e+02,5.190780e-02,5.443049e-02,6.212604e-02,2.881250e-02,6.832960e-02,3.234089e-02
5.585000e+02,5.456387e-02,5.606850e-02,4.515657e-02,3.135614e-02,7.020126e-02,3.132841e-02
5.590000e+02,5.298775e-02,6.044260e-02,4.029834e-02,2.984517e-02,7.468208e-02,3.190808e-02
5.595000e+02,4.963003e-02,5.516361e-02,3.969419e-02,2.624476e-02,6.942206e-02,2.552004e-02
5.600000e+02,5.323030e-02,5.048667e-02,4.551939e-02,2.981751e-02,6.420829e-02,9.474502e-03
5.605000e+02,5.485856e-02,5.685509e-02,4.686137e-02,3.172659e-02,7.067391e-02,1.937892e-02
5.610000e+02,5.002628e-02,6.011799e-02,4.822802e-02,2.671384e-02,7.424502e-02,2.802744e-02
5.615000e+02,5.362683e-02,5.668971e-02,5.039636e-02,3.026601e-02,7.090473e-02,3.876374e-02
5.620000e+02,5.417173e-02,6.026225e-02,5.092344e-02,3.104532e-02,7.450523e-02,4.105687e-02
5.625000e+02,5.193049e-02,6.500254e-02,6.707108e-02,2.857871e-02,7.895949e-02,3.902270e-02
5.630000e+02,5.243024e-02,6.271084e-02,6.571315e-02,2.924325e-02,7.654524e-02,3.347216e-02
5.635000e+02,5.385621e-02,6.103969e-02,6.066305e-02,3.080664e-02,7.493339e-02,3.251278e-02
5.640000e+02,5.319585e-02,6.390164e-02,3.679505e-02,3.000243e-02,7.808781e-02,2.465803e-02
5.645000e+02,4.994729e-02,6.241339e-02,3.234684e-02,2.696564e-02,7.673095e-02,2.417774e-02
5.650000e+02,5.204414e-02,5.724677e-02,5.233642e-02,2.914221e-02,7.127502e-02,2.998934e-02
5.655000e+02,5.228185e-02,5.893858e-02,5.168428e-02,2.912708e-02,7.281964e-02,2.280172e-02
5.660000e+02,4.966085e-02,5.915803e-02,5.049602e-02,2.658317e-02,7.305831e-02,1.881898e-02
5.665000e+02,5.240753e-02,5.594299e-02,4.230184e-02,2.930374e-02,7.005660e-02,2.482243e-02
5.670000e+02,5.239918e-02,5.602907e-02,2.940618e-02,2.922443e-02,7.028349e-02,2.159009e-02
5.675000e+02,5.167475e-02,5.944158e-02,3.728532e-02,2.874027e-02,7.352400e-02,1.770485e-02
5.680000e+02,5.408214e-02,5.808588e-02,5.350240e-02,3.090792e-02,7.199835e-02,2.922005e-02
5.685000e+02,5.374034e-02,5.479569e-02,6.069827e-02,3.033240e-02,6.856460e-02,2.816753e-02
5.690000e+02,5.283691e-02,5.834474e-02,6.000655e-02,2.954394e-02,7.238480e-02,3.845095e-02
5.695000e+02,5.243028e-02,5.808621e-02,5.044446e-02,2.895576e-02,7.231531e-02,4.037957e-02
5.700000e+02,5.332632e-02,5.212283e-02,5.080933e-02,2.987560e-02,6.621074e-02,3.379068e-02
5.705000e+02,5.280931e-02,5.227995e-02,5.872915e-02,2.948576e-02,6.637509e-02,3.922724e-02
5.710000e+02,5.295458e-02,5.038796e-02,5.871411e-02,2.929239e-02,6.419022e-02,2.583399e-02
5.715000e+02,5.438879e-02,4.794928e-02,4.517193e-02,3.085024e-02,6.183541e-02,1.889748e-02
5.720000e+02,5.254113e-02,4.764917e-02,4.060778e-02,2.927891e-02,6.178822e-02,2.604487e-02
5.725000e+02,5.190359e-02,4.911061e-02,4.011586e-02,2.833018e-02,6.329316e-02,2.713440e-02
5.730000e+02,5.311027e-02,5.034288e-02,4.275701e-02,2.949256e-02,6.448345e-02,2.780694e-02
5.735000e+02,5.300155e-02,5.196626e-02,5.012177e-02,2.980492e-02,6.578598e-02,1.899847e-02
5.740000e+02,5.173346e-02,5.418890e-02,4.075416e-02,2.843078e-02,6.808609e-02,1.282386e-02
5.745000e+02,5.174522e-02,5.376967e-02,3.920583e-02,2.846837e-02,6.779374e-02,1.734671e-02
5.750000e+02,5.259004e-02,5.184424e-02,4.282834e-02,2.967901e-02,6.603124e-02,3.096712e-02
5.755000e+02,5.073077e-02,5.380107e-02,5.008193e-02,2.747810e-02,6.809402e-02,3.887478e-02
5.760000e+02,5.208432e-02,5.257333e-02,6.675573e-02,2.863102e-02,6.652743e-02,3.897141e-02
5.765000e+02,5.397008e-02,4.871339e-02,6.354512e-02,3.060447e-02,6.257490e-02,3.457828e-02
5.770000e+02,5.146806e-02,4.931647e-02,5.421380e-02,2.784220e-02,6.329024e-02,2.779765e-02
5.775000e+02,5.252772e-02,5.504416e-02,4.765918e-02,2.944019e-02,6.924389e-02,3.421949e-02
5.780000e+02,5.506841e-02,5.663853e-02,4.749306e-02,3.199148e-02,7.087112e-02,3.856012e-02
5.785000e+02,5.225570e-02,5.719335e-02,5.058140e-02,2.880207e-02,7.120531e-02,2.632253e-02
5.790000e+02,5.207866e-02,6.058024e-02,4.991413e-02,2.904259e-02,7.449735e-02,2.199085e-02
5.795000e+02,5.314321e-02,6.040841e-02,4.868412e-02,2.992200e-02,7.423087e-02,1.700832e-02
5.800000e+02,5.282574e-02,6.158032e-02,4.190380e-02,2.942733e-02,7.572121e-02,2.587197e-02
5.805000e+02,5.155334e-02,6.248254e-02,4.514793e-02,2.875108e-02,7.678137e-02,3.622911e-02
5.810000e+02,5.092362e-02,6.095724e-02,4.492040e-02,2.782829e-02,7.506889e-02,2.612226e-02
5.815000e+02,5.330759e-02,5.699333e-02,3.869682e-02,2.992668e-02,7.094080e-02,1.550051e-02
5.820000e+02,5.176273e-02,5.663125e-02,5.153888e-02,2.882363e-02,7.042458e-02,1.839495e-02
5.825000e+02,5.165275e-02,5.903819e-02,6.150008e-02,2.835462e-02,7.308632e-02,3.874290e-02
5.830000e+02,5.284310e-02,5.867267e-02,5.721289e-02,2.936990e-02,7.286444e-02,4.338531e-02
5.835000e+02,5.259226e-02,5.836923e-02,5.728957e-02,2.953660e-02,7.253351e-02,4.229637e-02
5.840000e+02,5.280066e-02,5.900351e-02,4.491877e-02,2.979783e-02,7.309570e-02,2.713319e-02
5.845000e+02,5.197570e-02,5.975152e-02,4.583916e-02,2.867229e-02,7.355864e-02,1.327812e-02
5.850000e+02,5.304664e-02,6.077208e-02,4.479451e-02,3.028765e-02,7.464832e-02,1.702783e-02
5.855000e+02,5.285484e-02,6.082744e-02,3.996398e-02,2.959394e-02,7.491652e-02,2.232566e-02
5.860000e+02,5.299916e-02,5.958585e-02,4.112920e-02,2.961435e-02,7.374855e-02,2.768313e-02
5.865000e+02,5.252899e-02,5.572797e-02,4.026687e-02,2.954106e-02,6.991678e-02,2.784282e-02
5.870000e+02,5.220909e-02,5.636270e-02,3.948373e-02,2.891527e-02,7.028911e-02,1.397024e-02
5.875000e+02,5.287075e-02,5.330046e-02,5.601996e-02,2.935011e-02,6.717498e-02,2.743857e-02
5.880000e+02,5.147954e-02,4.961695e-02,6.382846e-02,2.815240e-02,6.357474e-02,3.672998e-02
5.885000e+02,5.188291e-02,4.865139e-02,5.004399e-02,2.816578e-02,6.277040e-02,3.270956e-02
5.890000e+02,5.191380e-02,5.479078e-02,4.868574e-02,2.872690e-02,6.905432e-02,3.910441e-02
5.895000e+02,5.143139e-02,5.247332e-02,5.714169e-02,2.817053e-02,6.656866e-02,3.697087e-02
5.900000e+02,5.077217e-02,5.136552e-02,6.262932e-02,2.699316e-02,6.534458e-02,3.591278e-02
5.905000e+02,5.147555e-02,5.188162e-02,6.205539e-02,2.845370e-02,6.577210e-02,3.216501e-02
5.910000e+02,5.279308e-02,5.469384e-02,4.425761e-02,2.973987e-02,6.873905e-02,2.463581e-02
5.915000e+02,5.179529e-02,5.041414e-02,2.969150e-02,2.801827e-02,6.461161e-02,1.818668e-02
5.920000e+02,5.214925e-02,4.811109e-02,3.714810e-02,2.910743e-02,6.222281e-02,2.075241e-02
5.925000e+02,5.311159e-02,4.813279e-02,3.755944e-02,2.980513e-02,6.209893e-02,1.435644e-02
5.930000e+02,5.282778e-02,4.840786e-02,4.582286e-02,2.898355e-02,6.221571e-02,1.358793e-02
5.935000e+02,5.179440e-02,4.586215e-02,5.412462e-02,2.864877e-02,5.988756e-02,2.979390e-02
5.940000e+02,5.287764e-02,5.002855e-02,4.038005e-02,2.952652e-02,6.426425e-02,2.922443e-02
5.945000e+02,5.284757e-02,5.342426e-02,4.773080e-02,2.924644e-02,6.760854e-02,3.445367e-02
5.950000e+02,5.079575e-02,5.374842e-02,6.146924e-02,2.759789e-02,6.784763e-02,4.012968e-02
5.955000e+02,5.267939e-02,5.245921e-02,6.325603e-02,2.899121e-02,6.627978e-02,3.036233e-02
5.960000e+02,5.228810e-02,5.565542e-02,5.839769e-02,2.894618e-02,6.956238e-02,3.012072e-02
5.965000e+02,5.147096e-02,5.757626e-02,5.171916e-02,2.856888e-02,7.178110e-02,3.767819e-02
5.970000e+02,5.235025e-02,5.617566e-02,4.708491e-02,2.873588e-02,7.041402e-02,3.658866e-02
5.975000e+02,5.222970e-02,5.516371e-02,5.982624e-02,2.903413e-02,6.937725e-02,4.544410e-02
5.980000e+02,5.126832e-02,5.335662e-02,5.684569e-02,2.807132e-02,6.728713e-02,2.759542e-02
5.985000e+02,5.095426e-02,5.508839e-02,4.081661e-02,2.730486e-02,6.888113e-02,6.108044e-03
5.990000e+02,5.256359e-02,5.707820e-02,3.286371e-02,2.976960e-02,7.114439e-02,1.351627e-02
5.995000e+02,5.102871e-02,5.778269e-02,2.852617e-02,2.820991e-02,7.197893e-02,1.469513e-02
6.000000e+02,5.138022e-02,5.858330e-02,2.949520e-02,2.795307e-02,7.286717e-02,2.033941e-02
6.005000e+02,5.249923e-02,6.089259e-02,5.116626e-02,2.971554e-02,7.491586e-02,2.855017e-02
6.010000e+02,5.370164e-02,6.244196e-02,6.107297e-02,3.052804e-02,7.618323e-02,2.743242e-02
6.015000e+02,5.114192e-02,6.348711e-02,5.729904e-02,2.759792e-02,7.748715e-02,3.203576e-02
6.020000e+02,5.273789e-02,6.087529e-02,5.705682e-02,2.986279e-02,7.497318e-02,3.846394e-02
6.025000e+02,5.322535e-02,6.212174e-02,4.772231e-02,3.019023e-02,7.638188e-02,3.948778e-02
6.030000e+02,5.186267e-02,5.971015e-02,6.323925e-02,2.847426e-02,7.382336e-02,4.345851e-02
6.035000e+02,5.089713e-02,5.719574e-02,6.173996e-02,2.779504e-02,7.112132e-02,3.244447e-02
6.040000e+02,5.291772e-02,5.664413e-02,4.988566e-02,2.947365e-02,7.051238e-02,2.108374e-02
6.045000e+02,5.055324e-02,5.676925e-02,5.320677e-02,2.717808e-02,7.082479e-02,2.982956e-02
6.050000e+02,5.062352e-02,5.516342e-02,4.178589e-02,2.747607e-02,6.946680e-02,3.276679e-02
6.055000e+02,5.186195e-02,5.655185e-02,3.738106e-02,2.852228e-02,7.071530e-02,2.295481e-02
6.060000e+02,5.267104e-02,6.067246e-02,3.694573e-02,2.975559e-02,7.465499e-02,1.460777e-02
6.065000e+02,5.050470e-02,5.821574e-02,3.207288e-02,2.747314e-02,7.202837e-02,-3.135541e-04
6.070000e+02,5.160522e-02,5.528289e-02,3.867627e-02,2.816933e-02,6.920885e-02,1.127405e-02
6.075000e+02,5.347595e-02,5.709389e-02,5.137271e-02,3.043999e-02,7.130555e-02,3.938268e-02
6.080000e+02,5.153097e-02,5.634371e-02,5.722896e-02,2.825438e-02,7.055034e-02,4.251169e-02
6.085000e+02,5.107781e-02,5.143113e-02,6.020394e-02,2.741437e-02,6.563364e-02,4.434562e-02
6.090000e+02,5.419176e-02,4.745036e-02,5.969928e-02,3.093960e-02,6.132210e-02,3.175321e-02
6.095000e+02,5.185809e-02,4.891377e-02,5.497247e-02,2.854938e-02,6.273480e-02,2.283288e-02
6.100000e+02,5.161496e-02,5.063901e-02,5.390837e-02,2.796909e-02,6.478808e-02,3.624861e-02
6.105000e+02,5.406456e-02,4.824712e-02,5.451283e-02,3.075660e-02,6.237989e-02,3.953747e-02
6.110000e+02,5.188175e-02,5.183774e-02,4.420672e-02,2.863082e-02,6.607643e-02,3.302188e-02
6.115000e+02,5.178260e-02,5.433041e-02,5.039512e-02,2.826484e-02,6.832685e-02,2.579849e-02
6.120000e+02,5.213827e-02,5.282550e-02,4.788227e-02,2.896678e-02,6.662177e-02,1.480627e-02
6.125000e+02,5.124247e-02,5.219998e-02,4.118978e-02,2.792175e-02,6.622740e-02,1.824415e-02
6.130000e+02,5.115434e-02,5.328732e-02,3.720410e-02,2.766230e-02,6.744014e-02,2.088168e-02
6.135000e+02,5.248756e-02,5.385488e-02,2.328388e-02,2.919332e-02,6.810998e-02,1.522929e-02
6.140000e+02,5.219618e-02,5.188298e-02,3.872411e-02,2.870271e-02,6.592699e-02,1.752386e-02
6.145000e+02,5.061213e-02,4.978638e-02,5.523744e-02,2.723647e-02,6.365580e-02,2.328745e-02
6.150000e+02,5.181631e-02,5.118532e-02,6.473498e-02,2.841950e-02,6.512597e-02,3.710808e-02
6.155000e+02,5.287653e-02,5.406799e-02,6.725367e-02,2.924364e-02,6.814638e-02,4.659402e-02
6.160000e+02,5.081068e-02,5.637529e-02,5.451990e-02,2.777759e-02,7.073351e-02,4.681724e-02
6.165000e+02,5.171703e-02,5.531123e-02,4.843360e-02,2.857016e-02,6.943772e-02,3.033599e-02
6.170000e+02,5.234368e-02,5.728024e-02,5.436144e-02,2.878178e-02,7.121567e-02,2.711310e-02
6.175000e+02,5.096104e-02,5.989976e-02,5.542986e-02,2.805852e-02,7.380552e-02,2.577859e-02
6.180000e+02,5.158692e-02,6.026376e-02,4.795305e-02,2.869656e-02,7.429000e-02,2.455279e-02
6.185000e+02,5.425144e-02,6.000935e-02,4.595294e-02,3.100685e-02,7.425350e-02,3.706310e-02
6.190000e+02,5.078223e-02,6.064175e-02,3.863226e-02,2.793968e-02,7.481297e-02,2.265929e-02
6.195000e+02,5.152805e-02,5.952205e-02,4.342037e-02,2.852075e-02,7.353474e-02,2.152448e-02
6.200000e+02,5.372501e-02,5.710449e-02,4.714115e-02,3.034227e-02,7.093211e-02,1.802406e-02
6.205000e+02,5.166884e-02,5.563200e-02,4.494933e-02,2.832138e-02,6.950635e-02,1.427652e-02
6.210000e+02,5.106031e-02,5.902583e-02,3.550220e-02,2.794059e-02,7.324943e-02,2.292055e-02
6.215000e+02,5.343644e-02,5.979996e-02,4.408330e-02,3.027318e-02,7.395494e-02,3.000571e-02
6.220000e+02,5.140370e-02,5.851819e-02,5.071981e-02,2.822695e-02,7.263984e-02,3.324890e-02
6.225000e+02,4.980824e-02,5.963491e-02,6.821414e-02,2.640698e-02,7.376446e-02,4.248401e-02
6.230000e+02,5.371065e-02,6.278483e-02,6.778380e-02,3.048767e-02,7.671486e-02,3.583216e-02
6.235000e+02,5.104043e-02,6.266174e-02,4.657928e-02,2.768520e-02,7.677199e-02,2.867693e-02
6.240000e+02,5.065900e-02,5.935923e-02,4.683810e-02,2.737542e-02,7.355863e-02,3.130764e-02
6.245000e+02,5.341080e-02,5.818896e-02,4.040163e-02,3.041352e-02,7.229179e-02,2.555555e-02
6.250000e+02,5.223989e-02,5.730263e-02,5.272726e-02,2.919082e-02,7.135918e-02,3.156735e-02
6.255000e+02,5.000100e-02,5.370337e-02,6.048507e-02,2.661486e-02,6.761937e-02,2.928214e-02
6.260000e+02,5.195864e-02,5.262416e-02,4.719903e-02,2.864520e-02,6.669871e-02,2.692905e-02
6.265000e+02,5.386120e-02,5.198471e-02,3.933273e-02,3.060559e-02,6.601554e-02,2.079384e-02
6.270000e+02,5.022692e-02,5.487261e-02,3.685904e-02,2.678083e-02,6.909383e-02,2.256444e-02
6.275000e+02,5.178348e-02,5.352822e-02,3.986496e-02,2.856746e-02,6.762863e-02,2.119902e-02
6.280000e+02,5.509952e-02,5.480678e-02,5.121171e-02,3.223757e-02,6.862327e-02,2.222528e-02
6.285000e+02,5.010027e-02,5.583654e-02,5.260396e-02,2.680151e-02,6.987264e-02,2.824890e-02
6.290000e+02,5.148446e-02,5.373688e-02,5.063843e-02,2.817122e-02,6.771027e-02,2.513988e-02
6.295000e+02,5.345766e-02,5.285073e-02,5.874151e-02,3.022460e-02,6.702705e-02,4.533468e-02
6.300000e+02,5.009275e-02,5.331698e-02,5.572243e-02,2.640097e-02,6.756881e-02,4.192450e-02
6.305000e+02,4.979632e-02,5.079201e-02,5.617532e-02,2.626907e-02,6.489320e-02,3.370510e-02
6.310000e+02,5.420848e-02,5.092735e-02,4.887846e-02,3.107028e-02,6.484145e-02,2.456606e-02
6.315000e+02,5.036760e-02,4.797558e-02,4.555342e-02,2.683654e-02,6.186921e-02,1.513633e-02
6.320000e+02,4.883863e-02,4.886416e-02,3.925664e-02,2.544033e-02,6.307445e-02,2.229979e-02
6.325000e+02,5.427708e-02,5.261969e-02,4.488200e-02,3.083161e-02,6.676245e-02,3.095364e-02
6.330000e+02,5.299055e-02,5.424345e-02,5.049429e-02,2.942756e-02,6.835248e-02,3.233135e-02
6.335000e+02,4.957359e-02,5.257721e-02,4.554735e-02,2.625089e-02,6.669793e-02,2.398950e-02
6.340000e+02,5.317100e-02,5.288745e-02,4.675745e-02,2.968119e-02,6.668566e-02,1.425461e-02
6.345000e+02,5.440166e-02,5.768141e-02,3.496884e-02,3.132971e-02,7.169900e-02,1.596687e-02
6.350000e+02,4.918349e-02,5.982624e-02,5.062485e-02,2.634405e-02,7.410291e-02,3.680804e-02
6.355000e+02,5.223964e-02,5.540605e-02,4.904121e-02,2.862801e-02,6.956421e-02,3.308776e-02
6.360000e+02,5.399376e-02,5.346387e-02,5.261956e-02,3.059349e-02,6.748533e-02,3.177681e-02
6.365000e+02,5.066178e-02,5.607884e-02,6.439018e-02,2.762158e-02,6.991210e-02,2.956632e-02
6.370000e+02,5.013989e-02,5.556192e-02,6.011085e-02,2.658784e-02,6.965056e-02,3.654044e-02
6.375000e+02,5.370602e-02,5.323834e-02,5.752918e-02,3.056021e-02,6.735734e-02,4.012066e-02
6.380000e+02,5.045251e-02,5.736140e-02,4.495083e-02,2.769490e-02,7.165071e-02,3.360681e-02
6.385000e+02,5.063804e-02,6.014294e-02,3.565297e-02,2.738583e-02,7.435522e-02,2.123404e-02
6.390000e+02,5.351659e-02,5.883810e-02,3.993971e-02,3.036264e-02,7.263062e-02,8.629074e-03
6.395000e+02,5.131532e-02,6.076712e-02,5.130888e-02,2.820024e-02,7.471910e-02,2.426969e-02
6.400000e+02,5.030667e-02,6.204274e-02,4.403616e-02,2.700258e-02,7.609635e-02,2.130479e-02
6.405000e+02,5.274307e-02,6.316813e-02,4.887409e-02,2.972024e-02,7.739024e-02,3.742831e-02
6.410000e+02,5.283718e-02,5.961031e-02,4.870431e-02,2.971729e-02,7.373482e-02,3.258938e-02
6.415000e+02,5.090055e-02,5.483737e-02,4.362322e-02,2.754315e-02,6.877640e-02,1.673017e-02
6.420000e+02,5.270002e-02,5.652414e-02,5.245121e-02,2.942053e-02,7.048963e-02,2.762528e-02
6.425000e+02,5.307392e-02,5.569516e-02,5.402140e-02,2.950801e-02,6.966602e-02,2.888234e-02
6.430000e+02,5.246322e-02,5.662140e-02,4.616622e-02,2.898361e-02,7.082650e-02,3.298634e-02
6.435000e+02,5.252809e-02,5.647432e-02,4.888197e-02,2.953269e-02,7.055975e-02,3.053263e-02
6.440000e+02,5.246631e-02,5.539452e-02,5.448384e-02,2.915710e-02,6.941487e-02,3.195724e-02
6.445000e+02,5.150723e-02,5.898892e-02,5.283299e-02,2.824112e-02,7.306660e-02,3.223709e-02
6.450000e+02,5.267040e-02,6.010248e-02,6.425729e-02,2.969521e-02,7.402783e-02,3.650930e-02
6.455000e+02,5.187791e-02,5.629230e-02,4.343284e-02,2.843157e-02,7.040954e-02,2.582150e-02
6.460000e+02,5.211156e-02,5.375271e-02,4.491929e-02,2.869735e-02,6.784520e-02,2.615470e-02
6.465000e+02,5.242448e-02,5.416406e-02,4.268776e-02,2.956652e-02,6.821087e-02,2.263191e-02
6.470000e+02,5.075615e-02,5.194245e-02,3.708381e-02,2.748835e-02,6.607057e-02,1.892739e-02
6.475000e+02,5.250384e-02,5.199808e-02,5.578615e-02,2.916157e-02,6.591948e-02,2.732596e-02
6.480000e+02,5.336034e-02,5.186481e-02,4.840615e-02,3.023072e-02,6.592027e-02,2.918061e-02
6.485000e+02,5.138908e-02,4.923845e-02,4.144099e-02,2.779071e-02,6.330237e-02,2.090120e-02
